name,w_qwen14b,w_e5,w_scincl,w_specter,w_ridge,oof_qwk,oof_round_qwk,test_l1,thresholds,pub_dist,pri_dist
q0p30_e50p32_sc0p17_sp0p17_r0p04,0.3,0.315,0.175,0.175,0.035,0.6722938161333002,0.6521828476453023,0.16176810923397364,"1.876490,2.495840,3.224732,4.078841","{1: 130, 2: 54, 3: 54, 4: 39, 5: 21}","{1: 134, 2: 67, 3: 48, 4: 27, 5: 22}"
q0p30_e50p28_sc0p21_sp0p17_r0p04,0.3,0.28,0.21,0.175,0.035,0.6704891619770965,0.6512602465217168,0.16233053287621838,"1.885059,2.499239,3.216404,4.065454","{1: 129, 2: 56, 3: 53, 4: 39, 5: 21}","{1: 135, 2: 67, 3: 45, 4: 28, 5: 23}"
q0p30_e50p35_sc0p14_sp0p14_r0p07,0.3,0.35,0.14,0.14,0.07,0.6752101688295598,0.6493041518606234,0.16176810923397367,"1.891721,2.497206,3.206013,4.066236","{1: 128, 2: 56, 3: 53, 4: 40, 5: 21}","{1: 136, 2: 66, 3: 48, 4: 27, 5: 21}"
q0p30_e50p28_sc0p21_sp0p14_r0p07,0.3,0.28,0.21,0.14,0.07,0.6738158821776632,0.6485967218511876,0.16176810923397367,"1.899250,2.484279,3.207456,4.045460","{1: 129, 2: 54, 3: 56, 4: 38, 5: 21}","{1: 135, 2: 66, 3: 48, 4: 28, 5: 21}"
q0p35_e50p33_sc0p20_sp0p13_r0p00,0.35,0.325,0.195,0.13,0.0,0.6743011487213046,0.655442266193211,0.16176810923397367,"1.869241,2.496970,3.248105,4.127070","{1: 130, 2: 54, 3: 55, 4: 39, 5: 20}","{1: 134, 2: 67, 3: 49, 4: 27, 5: 21}"
q0p35_e50p36_sc0p16_sp0p13_r0p00,0.35,0.3575,0.1625,0.13,0.0,0.6727764065016135,0.6546856214879764,0.16233053287621835,"1.867930,2.498824,3.221632,4.108364","{1: 129, 2: 56, 3: 51, 4: 41, 5: 21}","{1: 132, 2: 70, 3: 48, 4: 26, 5: 22}"
q0p35_e50p29_sc0p23_sp0p13_r0p00,0.35,0.2925,0.2275,0.13,0.0,0.6710214969048018,0.6543045783895551,0.15841240453598704,"1.870036,2.480590,3.198600,4.098073","{1: 130, 2: 54, 3: 52, 4: 41, 5: 21}","{1: 133, 2: 68, 3: 46, 4: 30, 5: 21}"
q0p35_e50p33_sc0p16_sp0p13_r0p03,0.35,0.325,0.1625,0.13,0.0325,0.6729016200596831,0.6521687354640056,0.17183522332793336,"1.893246,2.514299,3.246911,4.096552","{1: 131, 2: 56, 3: 52, 4: 38, 5: 21}","{1: 136, 2: 66, 3: 48, 4: 26, 5: 22}"
q0p35_e50p29_sc0p20_sp0p13_r0p03,0.35,0.2925,0.195,0.13,0.0325,0.6745281016322668,0.6528641270694026,0.16176810923397364,"1.880773,2.482489,3.197344,4.082302","{1: 130, 2: 54, 3: 53, 4: 40, 5: 21}","{1: 134, 2: 67, 3: 47, 4: 28, 5: 22}"
q0p35_e50p26_sc0p23_sp0p13_r0p03,0.35,0.26,0.2275,0.13,0.0325,0.6749190136638539,0.652963081054359,0.1595184146649946,"1.880308,2.481655,3.239746,4.096466","{1: 129, 2: 55, 3: 56, 4: 38, 5: 20}","{1: 134, 2: 67, 3: 49, 4: 28, 5: 20}"
q0p35_e50p29_sc0p16_sp0p16_r0p03,0.35,0.2925,0.1625,0.1625,0.0325,0.6746250550417394,0.6528858150396715,0.16176810923397367,"1.887794,2.499661,3.214772,4.097718","{1: 130, 2: 54, 3: 53, 4: 40, 5: 21}","{1: 134, 2: 67, 3: 47, 4: 29, 5: 21}"
q0p35_e50p26_sc0p20_sp0p16_r0p03,0.35,0.26,0.195,0.1625,0.0325,0.6750702741354067,0.6512251630498488,0.1589748281782318,"1.875277,2.479599,3.203341,4.077914","{1: 129, 2: 56, 3: 51, 4: 41, 5: 21}","{1: 132, 2: 69, 3: 46, 4: 29, 5: 22}"
q0p35_e50p33_sc0p13_sp0p13_r0p07,0.35,0.325,0.13,0.13,0.065,0.6748531521209474,0.6530041355060969,0.15505669983800047,"1.883830,2.491404,3.189904,4.055462","{1: 128, 2: 54, 3: 54, 4: 41, 5: 21}","{1: 134, 2: 68, 3: 48, 4: 27, 5: 21}"
q0p35_e50p26_sc0p20_sp0p13_r0p07,0.35,0.26,0.195,0.13,0.065,0.6760079564624676,0.6527166350221203,0.17183522332793336,"1.903736,2.489894,3.176427,4.036945","{1: 131, 2: 54, 3: 52, 4: 40, 5: 21}","{1: 136, 2: 65, 3: 46, 4: 29, 5: 22}"
q0p20_e50p40_sc0p25_sp0p15_r0p00,0.2,0.4,0.25,0.15,0.0,0.6680650403210247,0.6541486584252165,0.14555200938628549,"1.859837,2.497581,3.232722,4.103362","{1: 124, 2: 59, 3: 56, 4: 37, 5: 22}","{1: 135, 2: 64, 3: 48, 4: 30, 5: 21}"
q0p25_e50p35_sc0p25_sp0p15_r0p00,0.25,0.35,0.25,0.15,0.0,0.6682699482609789,0.6535816684253843,0.17519092802591996,"1.883973,2.506901,3.247216,4.121493","{1: 131, 2: 53, 3: 56, 4: 37, 5: 21}","{1: 137, 2: 64, 3: 48, 4: 28, 5: 21}"
q0p30_e50p30_sc0p25_sp0p15_r0p00,0.3,0.3,0.25,0.15,0.0,0.6677294498161965,0.6522047105537105,0.15561912348024518,"1.871068,2.488802,3.221286,4.083307","{1: 129, 2: 55, 3: 53, 4: 40, 5: 21}","{1: 133, 2: 68, 3: 46, 4: 28, 5: 23}"
q0p35_e50p30_sc0p20_sp0p15_r0p00,0.35,0.3,0.2,0.15,0.0,0.6708576686298462,0.655069380440068,0.1651238139319602,"1.884652,2.486012,3.211455,4.097383","{1: 131, 2: 53, 3: 52, 4: 41, 5: 21}","{1: 134, 2: 67, 3: 47, 4: 28, 5: 22}"
q0p40_e50p25_sc0p20_sp0p15_r0p00,0.4,0.25,0.2,0.15,0.0,0.671115157052115,0.6534405354167875,0.15561912348024518,"1.863728,2.476170,3.204849,4.079184","{1: 129, 2: 55, 3: 52, 4: 41, 5: 21}","{1: 133, 2: 68, 3: 46, 4: 29, 5: 22}"
q0p20_e50p35_sc0p30_sp0p10_r0p05,0.2,0.35,0.3,0.1,0.05,0.6688088995705899,0.6495971224973732,0.18300834755090067,"1.907515,2.494966,3.219991,4.060994","{1: 130, 2: 53, 3: 58, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 49, 4: 30, 5: 20}"
q0p25_e50p30_sc0p30_sp0p10_r0p05,0.25,0.3,0.3,0.1,0.05,0.6695755220757107,0.6511103781048119,0.1651238139319602,"1.904444,2.489779,3.192832,4.040028","{1: 129, 2: 55, 3: 54, 4: 38, 5: 22}","{1: 136, 2: 64, 3: 46, 4: 31, 5: 21}"
q0p30_e50p30_sc0p25_sp0p10_r0p05,0.3,0.3,0.25,0.1,0.05,0.6718859098344225,0.6509484008976298,0.16176810923397367,"1.892100,2.488296,3.189830,4.051548","{1: 130, 2: 53, 3: 55, 4: 39, 5: 21}","{1: 134, 2: 67, 3: 47, 4: 29, 5: 21}"
