id,text
196,"Title: The Janus System: Multi-paradigm Programming in Prolog and Python.
Venue: iclp
Authors: Theresa Swift, Carl Andersen
Abstract: Python and Prolog express different programming paradigms, with different strengths. Python is wildly popular because it is well-structured, easy to use, and mixes well with thousands of scientific and machine learning programs written in C. Prolog's logic-based approach provides powerful reasoning capabilities, especially when combined with constraint evaluation, probabilistic reasoning, well-founded negation, and other advances. Both languages have commonalities as well: both are usually written in C, both are dynamically typed, and both use data structures based on a small number of recursive types. This paper describes the design and implementation of Janus, a system that tightly combines Prolog and Python into a single process. Janus bi-translates data structures and offers performance of many hundreds of thousands of round-trip inter-language calls per second. Although Janus is still new, it has been used in commercial applications including natural language processing, visual query answering and robotic automation. Janus was developed for XSB, but porting Janus code to a second Prolog has been straightforward, indicating that Janus is a tool that other Prologs may easily adopt.
Semantic Scholar venue: International Conference on Logic Programming
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
197,"Title: Leasing the Cloud-Edge Continuum, à la Carte.
Venue: iclp
Authors: Stefano Forti, Ahmad Ibrahim, Antonio Brogi
Abstract: Next-gen computing paradigms foresee deploying applications to virtualised resources along a continuum of Cloud-Edge nodes. Much literature focussed on how to place applications onto such resources so as to meet their requirements. To lease resources to application operators, infrastructure providers need to identify a portion of their Cloud-Edge assets to meet set requirements. This article proposes a novel declarative resource selection strategy prototyped in Prolog to determine a suitable infrastructure portion that satisfies all requirements. The proposal is showcased over a lifelike scenario.
Semantic Scholar venue: International Conference on Logic Programming
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
198,"Title: Assessing Drivers&apos; Situation Awareness in Semi-Autonomous Vehicles: ASP based Characterisations of Driving Dynamics for Modelling Scene Interpretation and Projection.
Venue: iclp
Authors: Jakob Suchan, Jan-Patrick Osterloh
Abstract: Semi-autonomous driving, as it is already available today and will eventually become even more accessible, implies the need for driver and automation system to reliably work together in order to ensure safe driving. A particular challenge in this endeavour are situations in which the vehicle's automation is no longer able to drive and is thus requesting the human to take over. In these situations the driver has to quickly build awareness for the traffic situation to be able to take over control and safely drive the car. Within this context we present a software and hardware framework to asses how aware the driver is about the situation and to provide human-centred assistance to help in building situation awareness. The framework is developed as a modular system within the Robot Operating System (ROS) with modules for sensing the environment and the driver state, modelling the driver's situation awareness, and for guiding the driver's attention using specialized Human Machine Interfaces (HMIs). A particular focus of this paper is on an Answer Set Programming (ASP) based approach for modelling and reasoning about the driver's interpretation and projection of the scene. This is based on scene data, as well as eye-tracking data reflecting the scene elements observed by the driver. We present the overall application and discuss the role of semantic reasoning and modelling cognitive functions based on logic programming in such applications. Furthermore we present the ASP approach for interpretation and projection of the driver's situation awareness and its integration within the overall system in the context of a real-world use-case in simulated as well as in real driving.
Semantic Scholar venue: International Conference on Logic Programming
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
199,"Title: Demonstrating (Hybrid) Active Logic Documents and the Ciao Prolog Playground, and an Application to Verification Tutorials.
Venue: iclp
Authors: Daniela Ferreiro, José F. Morales, Salvador Abreu, Manuel V. Hermenegildo
Abstract: Active Logic Documents (ALD) are web pages which incorporate embedded Prolog engines that run locally within the browser. ALD offers both a very easy way to add click-to-run capabilities to any kind of teaching materials, independently of the tool used to generate them, as well as a tool-set for generating web-based materials with embedded examples and exercises. Both leverage on (components of) the Ciao Prolog Playground. We present a demonstration of the ALD approach and the Ciao Prolog Playground, as well as a recent extension to ALDs to facilitate the integration of other tools into the system for creating Hybrid Active Logic Documents (HALD). We also present a concrete application of these technologies to the creation of tutorials for a program verification tool.
Semantic Scholar venue: International Conference on Logic Programming
Publication types: JournalArticle|Conference|Review
Fields of study: Computer Science"
200,"Title: Nemo: First Glimpse of a New Rule Engine.
Venue: iclp
Authors: Alex Ivliev, Stefan Ellmauthaler, Lukas Gerlach, Maximilian Marx, Matthias Meißner, Simon Meusel, Markus Krötzsch
Abstract: This system demonstration presents Nemo, a new logic programming engine with a focus on reliability and performance. Nemo is built for data-centric analytic computations, modelled in a fully declarative Datalog dialect. Its scalability for these tasks matches or exceeds that of leading Datalog systems. We demonstrate uses in reasoning with knowledge graphs and ontologies with 10^5 to 10^8 input facts, all on a laptop. Nemo is written in Rust and available as a free and open source tool.
Semantic Scholar venue: International Conference on Logic Programming
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
201,"Title: An xAI Approach for Data-to-Text Processing with ASP.
Venue: iclp
Authors: Alessandro Dal Palù, Agostino Dovier, Andrea Formisano
Abstract: The generation of natural language text from data series gained renewed interest among AI research goals. Not surprisingly, the few proposals in the state of the art are based on training some system, in order to produce a text that describes and that is coherent to the data provided as input. Main challenges of such approaches are the proper identification of""what""to say (the key descriptive elements to be addressed in the data) and""how""to say: the correspondence and accuracy between data and text, the presence of contradictions/redundancy in the text, the control of the amount of synthesis. This paper presents a framework that is compliant with xAI requirements. In particular we model ASP/Python programs that enable an explicit control of accuracy errors and amount of synthesis, with proven optimal solutions. The text description is hierarchically organized, in a top-down structure where text is enriched with further details, according to logic rules. The generation of natural language descriptions' structure is also managed by logic rules.
Semantic Scholar venue: International Conference on Logic Programming
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
202,"Title: Beyond Traditional Neural Networks: Toward adding Reasoning and Learning Capabilities through Computational Logic Techniques.
Venue: iclp
Authors: Andrea Rafanelli
Abstract: Deep Learning (DL) models have become popular for solving complex problems, but they have limitations such as the need for high-quality training data, lack of transparency, and robustness issues. Neuro-Symbolic AI has emerged as a promising approach combining the strengths of neural networks and symbolic reasoning. Symbolic knowledge injection (SKI) techniques are a popular method to incorporate symbolic knowledge into sub-symbolic systems. This work proposes solutions to improve the knowledge injection process and integrate elements of ML and logic into multi-agent systems (MAS).
Semantic Scholar venue: International Conference on Logic Programming
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
203,"Title: Explainable Answer-set Programming.
Venue: iclp
Authors: Tobias Geibinger
Abstract: The interest in explainability in artificial intelligence (AI) is growing vastly due to the near ubiquitous state of AI in our lives and the increasing complexity of AI systems. Answer-set Programming (ASP) is used in many areas, among them are industrial optimisation, knowledge management or life sciences, and thus of great interest in the context of explainability. To ensure the successful application of ASP as a problem-solving paradigm in the future, it is thus crucial to investigate explanations for ASP solutions. Such an explanation generally tries to give an answer to the question of why something is, respectively is not, part of the decision produced or solution to the formulated problem. Although several explanation approaches for ASP exist, almost all of them lack support for certain language features that are used in practice. Most notably, this encompasses the various ASP extensions that have been developed in the recent years to enable reasoning over theories, external computations, or neural networks. This project aims to fill some of these gaps and contribute to the state of the art in explainable ASP. We tackle this by extending the language support of existing approaches but also by the development of novel explanation formalisms, like contrastive explanations.
Semantic Scholar venue: International Conference on Logic Programming
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
204,"Title: Deep Inductive Logic Programming meets Reinforcement Learning.
Venue: iclp
Authors: , Yushi Cao
Abstract: One approach to explaining the hierarchical levels of understanding within a machine learning model is the symbolic method of inductive logic programming (ILP), which is data efficient and capable of learning first-order logic rules that can entail data behaviour. A differentiable extension to ILP, so-called differentiable Neural Logic (dNL) networks, are able to learn Boolean functions as their neural architecture includes symbolic reasoning. We propose an application of dNL in the field of Relational Reinforcement Learning (RRL) to address dynamic continuous environments. This represents an extension of previous work in applying dNL-based ILP in RRL settings, as our proposed model updates the architecture to enable it to solve problems in continuous RL environments. The goal of this research is to improve upon current ILP methods for use in RRL by incorporating non-linear continuous predicates, allowing RRL agents to reason and make decisions in dynamic and continuous environments.
Semantic Scholar venue: International Conference on Logic Programming
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
205,"Title: Inferring Compensatory Kinase Networks in Yeast using Prolog.
Venue: iclp
Authors: George A. Elder, Conrad Bessant
Abstract: Signalling pathways are conserved across different species, therefore making yeast a model organism to study these via disruption of kinase activity. Yeast has 159 genes that encode protein kinases and phosphatases, and 136 of these have counterparts in humans. Therefore any insight in this model organism could potentially offer indications of mechanisms of action in the human kinome. The study utilises a Prolog-based approach, data from a yeast kinase deletions strains study and publicly available kinase-protein associations. Prolog, a programming language that is well-suited for symbolic reasoning is used to reason over the data and infer compensatory kinase networks. This approach is based on the idea that when a kinase is knocked out, other kinases may compensate for this loss of activity. Background knowledge on kinases targeting proteins is used to guide the analysis. This knowledge is used to infer the potential compensatory interactions between kinases based on the changes in phosphorylation observed in the phosphoproteomics data from the yeast study. The results demonstrate the effectiveness of the Prolog-based approach in analysing complex cell signalling mechanisms in yeast. The inferred compensatory kinase networks provide new insights into the regulation of cell signalling in yeast and may aid in the identification of potential therapeutic targets for modulating signalling pathways in yeast and other organisms.
Semantic Scholar venue: International Conference on Logic Programming
Publication types: JournalArticle|Conference
Fields of study: Computer Science|Biology"
206,"Title: Explainable and Trustworthy Traffic Sign Detection for Safe Autonomous Driving: An Inductive Logic Programming Approach.
Venue: iclp
Authors: Zahra Chaghazardi, Saber Fallah, Alireza Tamaddoni-Nezhad
Abstract: Traffic sign detection is a critical task in the operation of Autonomous Vehicles (AV), as it ensures the safety of all road users. Current DNN-based sign classification systems rely on pixel-level features to detect traffic signs and can be susceptible to adversarial attacks. These attacks involve small, imperceptible changes to a sign that can cause traditional classifiers to misidentify the sign. We propose an Inductive Logic Programming (ILP) based approach for stop sign detection in AVs to address this issue. This method utilises high-level features of a sign, such as its shape, colour, and text, to detect categories of traffic signs. This approach is more robust against adversarial attacks, as it mimics human-like perception and is less susceptible to the limitations of current DNN classifiers. We consider two adversarial attacking methods to evaluate our approach: Robust Physical Perturbation (PR2) and Adversarial Camouflage (AdvCam). These attacks are able to deceive DNN classifiers, causing them to misidentify stop signs as other signs with high confidence. The results show that the proposed ILP-based technique is able to correctly identify all targeted stop signs, even in the presence of PR2 and ADvCam attacks. The proposed learning method is also efficient as it requires minimal training data. Moreover, it is fully explainable, making it possible to debug AVs.
Semantic Scholar venue: International Conference on Logic Programming
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
207,"Title: Penalization Framework For Autonomous Agents Using Answer Set Programming.
Venue: iclp
Authors: Vineel S. K. Tummala
Abstract: This paper presents a framework for enforcing penalties on intelligent agents that do not comply with authorization or obligation policies in a changing environment. A framework is proposed to represent and reason about penalties in plans, and an algorithm is proposed to penalize an agent's actions based on their level of compliance with respect to authorization and obligation policies. Being aware of penalties an agent can choose a plan with a minimal total penalty, unless there is an emergency goal like saving a human's life. The paper concludes that this framework can reprimand insubordinate agents.
Semantic Scholar venue: International Conference on Logic Programming
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
208,"Title: Solving Recurrence Relations using Machine Learning, with Application to Cost Analysis.
Venue: iclp
Authors: Maximiliano Klemen, Miguel Á. Carreira-Perpiñán, Pedro Lopez-Garcia
Abstract: Automatic static cost analysis infers information about the resources used by programs without actually running them with concrete data, and presents such information as functions of input data sizes. Most of the analysis tools for logic programs (and other languages) are based on setting up recurrence relations representing (bounds on) the computational cost of predicates, and solving them to find closed-form functions that are equivalent to (or a bound on) them. Such recurrence solving is a bottleneck in current tools: many of the recurrences that arise during the analysis cannot be solved with current solvers, such as Computer Algebra Systems (CASs), so that specific methods for different classes of recurrences need to be developed. We address such a challenge by developing a novel, general approach for solving arbitrary, constrained recurrence relations, that uses machine-learning sparse regression techniques to guess a candidate closed-form function, and a combination of an SMT-solver and a CAS to check whether such function is actually a solution of the recurrence. We have implemented a prototype and evaluated it with recurrences generated by a cost analysis system (the one in CiaoPP). The experimental results are quite promising, showing that our approach can find closed-form solutions, in a reasonable time, for classes of recurrences that cannot be solved by such a system, nor by current CASs.
Semantic Scholar venue: International Conference on Logic Programming
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
209,"Title: Proceedings of the International Conference on Logic Programming 2023 Workshops co-located with the 39th International Conference on Logic Programming (ICLP 2023), London, United Kingdom, July 9th and 10th, 2023.
Venue: iclp
Authors: Ralph Butler, Ewing Lusk, William McCune, Ross Overbeek
Abstract: Constructing assurance cases is a widely used, and sometimes required, process toward demonstrating that safety-critical systems will operate safely in their planned environment. To mitigate the risk of errors and missing edge cases, the concept of defeaters - arguments or evidence that challenge claims in an assurance case - has been introduced. Defeaters can provide timely detection of weaknesses in the arguments, prompting further investigation and timely mitigations. However, capturing defeaters relies on expert judgment, experience, and creativity and must be done iteratively due to evolving requirements and regulations. This paper proposes CoDefeater, an automated process to leverage large language models (LLMs) for finding defeaters. Initial results on two systems show that LLMs can efficiently find known and unforeseen feasible defeaters to support safety analysts in enhancing the completeness and confidence of assurance cases.
Semantic Scholar venue: ICLP Workshops
Fields of study: Computer Science"
210,"Title: Proceedings 39th International Conference on Logic Programming, ICLP 2023, Imperial College London, UK, 9th July 2023 - 15th July 2023.
Venue: iclp
Authors: , Zhaoyang Jacopo Hu, Longrui Chen, , Yanpei Huang, , Etienne Burdet, , Ferdinando Rodriguez Y Baena,
Abstract: Subtyping, also known as subtype polymorphism, is a concept extensively studied in programming language theory, delineating the substitutability relation among datatypes. This property ensures that programs designed for supertype objects remain compatible with their subtypes. In this paper, we explore the capability of order-sorted logic for utilizing these ideas in the context of Knowledge Representation. We recognize two fundamental limitations: First, the inability of this logic to address the concept rather than the value of non-logical symbols, and second, the lack of language constructs for constraining the type of terms. Consequently, we propose guarded order-sorted intensional logic, where guards are language constructs for annotating typing information and intensional logic provides support for quantification over concepts.
Semantic Scholar venue: International Conference on Logic Programming
Publication types: Conference
Fields of study: Computer Science"
211,"Title: Constrained Default Logic Programming.
Venue: iclp
Authors: David Poole
Abstract: Artificial intelligence (AI) researchers have been developing and refining large language models (LLMs) that exhibit remarkable capabilities across a variety of domains and tasks, challenging our understanding of learning and cognition. The latest model developed by OpenAI, GPT-4, was trained using an unprecedented scale of compute and data. In this paper, we report on our investigation of an early version of GPT-4, when it was still in active development by OpenAI. We contend that (this early version of) GPT-4 is part of a new cohort of LLMs (along with ChatGPT and Google's PaLM for example) that exhibit more general intelligence than previous AI models. We discuss the rising capabilities and implications of these models. We demonstrate that, beyond its mastery of language, GPT-4 can solve novel and difficult tasks that span mathematics, coding, vision, medicine, law, psychology and more, without needing any special prompting. Moreover, in all of these tasks, GPT-4's performance is strikingly close to human-level performance, and often vastly surpasses prior models such as ChatGPT. Given the breadth and depth of GPT-4's capabilities, we believe that it could reasonably be viewed as an early (yet still incomplete) version of an artificial general intelligence (AGI) system. In our exploration of GPT-4, we put special emphasis on discovering its limitations, and we discuss the challenges ahead for advancing towards deeper and more comprehensive versions of AGI, including the possible need for pursuing a new paradigm that moves beyond next-word prediction. We conclude with reflections on societal influences of the recent technological leap and future research directions.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
212,"Title: Summary on &quot;Hybrid Neuro-Symbolic Approach for Text-Based Games using Inductive Logic&quot;.
Venue: iclp
Authors: Ambrus Kaposi, András Kovács, Thorsten Altenkirch
Abstract: A hybrid neuro-symbolic framework for TBGs that uses symbolic reasoning along with the neural RL model and uses WordNet as an external commonsense knowledge source to bring information to generalize the hypothesis.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
213,"Title: Symbolic Reinforcement Learning Framework with Incremental Learning of Rule-based Policy.
Venue: iclp
Authors: Jianqi Gao
Abstract: This paper presents a symbolic reinforcement learning framework with the automatic theory revision component for incremental learning and shows that an automatic theory Revision component can be developed efficiently that can update the existing hypothesis based on the rewards the agent collects by applying it.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
214,"Title: Modeling Administrative Discretion using Goal-Directed Answer Set Programming.
Venue: iclp
Authors: Joaquín Arias, Mar Moreno-Rebato, Jose A. Rodriguez-García, Sascha Ossowski
Abstract: This work has implemented a framework, called s(LAW), to model, reason, and justify the applicable legislation and validate it by translating (and benchmarking) the criteria for the admission of students in public centers established by the “Comunidad de Madrid”.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
215,"Title: Semantics for Hybrid Probabilistic Logic Programs with Function Symbols: Technical Summary.
Venue: iclp
Authors: Fabrizio Riguzzi
Abstract: The main concepts behind a new proposed semantics for hybrid probabilistic logic programs with function symbols that unifies discrete and continuous random variables and function symbols are summarized.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
216,"Title: Computing H-Partitions in ASP and Datalog.
Venue: iclp
Authors: R. S. Bird, O. de Moor
Abstract: A $H$-partition of a finite undirected simple graph $G$ is a labeling of $G$'s vertices such that the constraints expressed by the model graph $H$ are satisfied. For every model graph $H$, it can be decided in non-deterministic polynomial time whether a given input graph $G$ admits a $H$-partition. Moreover, it has been shown by Dantas et al. that for most model graphs, this decision problem is in deterministic polynomial time. In this paper, we show that these polynomial-time algorithms for finding $H$-partitions can be expressed in Datalog with stratified negation. Moreover, using the answer set solver Clingo, we have conducted experiments to compare straightforward guess-and-check programs with Datalog programs. Our experiments indicate that in Clingo, guess-and-check programs run faster than their equivalent Datalog programs.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
217,"Title: Epistemic Logic Programs: a Novel Perspective and Some Extensions.
Venue: iclp
Authors: SaÚl FernÁndez GonzÁlez
Abstract: A new semantics is proposed, easy from the computational point of view, but effective, also in order to compare the different semantic approaches to characterize world views for ELPs.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
218,"Title: An s(CASP) In-Browser Playground based on Ciao Prolog.
Venue: iclp
Authors: Daniela Ferreiro, José F. Morales, Salvador Abreu, Manuel V. Hermenegildo
Abstract: A browser-based environment for developing s(CASP) programs, based on the Ciao Prolog playground and its components is presented, which runs locally on the browser with no need for interaction with a server beyond code download.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle|Review
Fields of study: Computer Science"
219,"Title: Tutorial: Automating Commonsense Reasoning.
Venue: iclp
Authors: 
Abstract: New high-frequency multimodal data collection technologies and machine learning analysis techniques could offer new insights into learning, especially when students have the opportunity to generate unique, personalized artifacts, such as computer programs, robots, and solutions engineering challenges. To date most of the work on learning analytics and educational data mining has been focused on online courses and cognitive tutors, both of which provide a high degree of structure to the tasks, and are restricted to interactions that occur in front of a computer screen. In this paper, we argue that multimodal learning analytics can offer new insights into students’ learning trajectories in more complex and open-ended learning environments. We present several examples of this work and its educational application.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle|Review
Fields of study: Computer Science"
220,"Title: Conflict Handling in Product Configuration using Answer Set Programming.
Venue: iclp
Authors: Seemran Mishra
Abstract: This work deals with the situation of invalid customer requirements under given logical constraints, and presents a novel approach based on the declarative paradigm of Answer Set Programming that fills the gap of an easy-to-implement as well as high-performing conflict resolution component.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
221,"Title: A Normative Model of Explanation for Binary Classification Legal AI and Its Implementation on Causal Explanations of Answer Set Programming.
Venue: iclp
Authors: Haodi Zhang
Abstract: This paper provides a normative model of explanation for the output of AI algorithms used in legal practice and proposes an ASP methodology in-progress that can use EXP BC to provide causal explanations.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
222,"Title: Translating Definitions into the Language of Logic Programming: A Case Study.
Venue: iclp
Authors: Christopher John Hogger
Abstract: This work studies the case when the given specification is expressed by a mathematically precise definition, and the goal is to write a program for an answer set solver.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
223,"Title: Automating Defeasible Reasoning in Law with Answer Set Programming.
Venue: iclp
Authors: Guido Governatori
Abstract: 1
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
224,"Title: Blawx: Web-based User-Friendly Rules as Code.
Venue: iclp
Authors: Mehmet Bektasoglu, Abdullah S. Bayraktar
Abstract: This paper provides a step-by-step tour of how Blawx allows a user to generate an answer set program representing their understanding of a statute, and use that encoding to power an application.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
225,"Title: Correct Causal Inference in Probabilistic Logic Programming.
Venue: iclp
Authors: 
Abstract: This article develops a procedure to verify the causal content of a probabilistic logic program, whose structure is obtained from observations, unlike in classical causal structure discovery, in the relational case it is not possible to build a finite search space of causal explanations for an observed distribution.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
226,"Title: Exploiting the Full Power of Pearl&apos;s Causality in Probabilistic Logic Programming.
Venue: iclp
Authors: 
Abstract: New semantics for acyclic probabilistic logic programs in terms of Pearl’s functional causal models are introduced and it is shown that this semantics is consistent with the classical distribution semantics and CP-logic.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
227,"Title: Integration of Logical English and s(CASP).
Venue: iclp
Authors: 
Abstract: This research has been undertaken in the context of the CrossJustice Project and shows how legal knowledge and unknown information can be expressed in a form of English that can be easily understood by users without any technical training and with only a basic knowledge of English.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
228,"Title: A Query Evaluation Method for ASP with Abduction.
Venue: iclp
Authors: Gerhard Wetzel, Francesca Toni
Abstract: The proposed procedure in this paper is correct for any consistent abductive framework proposed in [Kakas90a], and there is a set of hypotheses which satisfies a query, and if the procedure finitely fails, there is no such set.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
229,"Title: First Order Logic and Commonsense Reasoning: A Path Less Travelled.
Venue: iclp
Authors: 
Abstract: The paper presents the main principles and several lessons learned from implementing an automated reasoner able to handle both undecidable exceptions and numerical confidences for full first order logic.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
230,"Title: A Semantics For Probabilistic Answer Set Programs With Incomplete Stochastic Knowledge.
Venue: iclp
Authors: Fabrizio Riguzzi
Abstract: The Incomplete Knowledge Semantics (IKS) for probabilistic answer set programs is introduced, taking inspiration from the field of decision making under ignorance and using the notion of Ordered Weighted Averaging (OWA) operator to distribute the probability over a set of answer sets accordingly to the user’s level of optimism.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
231,"Title: Unmanned Aerial Vehicle Compliance Checking using Goal-Directed Answer Set Programming.
Venue: iclp
Authors: KYLE MARPLE, GOPAL GUPTA
Abstract: A novel application of Goal-Directed Answer Set Programming is presented that digitizes the model aircraft operator’s compliance verification against the Academy of Model Aircrafts (AMA) safety code and automates compliance checks.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
232,"Title: LTL Model Checking using Coinductive Answer Set Programming.
Venue: iclp
Authors: Lingyun Situ, Lingzhong Zhao
Abstract: By using the Costable model semantics, LTL formulas involving the 𝒢 and ℛ operator can be proved coinductively.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
233,"Title: A Causal Perspective on AI Deception in Games.
Venue: iclp
Authors: 
Abstract: This work defines the incentives one agent has to signal to and deceive another agent and shows that the definition has desirable properties.
Semantic Scholar venue: AISafety@IJCAI
Publication types: JournalArticle
Fields of study: Computer Science"
234,"Title: Embedding s(CASP) in Prolog.
Venue: iclp
Authors: Mehul Chandrakant Solanki
Abstract: The scasp library can be used to solve a query using s(CASP) semantics, making the bindings available in the normal Prolog way and providing access to the model and justification as Prolog terms.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
235,"Title: Assumable Answer Set Programming.
Venue: iclp
Authors: 
Abstract: Rational principles of assumption-based reasoning are given to define the semantics of the AASP program and implies that AASP can be used to model and solve some interesting problems with incomplete information in the framework of assumption-based reasoning.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
236,"Title: A Fixpoint Characterization of Three-Valued Disjunctive Hybrid MKNF Knowledge Bases.
Venue: iclp
Authors: Spencer Killen, Jia-Huai You
Abstract: The logic of hybrid MKNF (minimal knowledge and negation as failure) is a powerful knowledge representation language that elegantly pairs ASP (answer set programming) with ontologies. Disjunctive rules are a desirable extension to normal rule-based reasoning and typically semantic frameworks designed for normal knowledge bases need substantial restructuring to support disjunctive rules. Alternatively, one may lift characterizations of normal rules to support disjunctive rules by inducing a collection of normal knowledge bases, each with the same body and a single atom in its head. In this work, we refer to a set of such normal knowledge bases as a head-cut of a disjunctive knowledge base. The question arises as to whether the semantics of disjunctive hybrid MKNF knowledge bases can be characterized using fixpoint constructions with head-cuts. Earlier, we have shown that head-cuts can be paired with fixpoint operators to capture the two-valued MKNF models of disjunctive hybrid MKNF knowledge bases. Three-valued semantics extends two-valued semantics with the ability to express partial information. In this work, we present a fixpoint construction that leverages head-cuts using an operator that iteratively captures three-valued models of hybrid MKNF knowledge bases with disjunctive rules. This characterization also captures partial stable models of disjunctive logic programs since a program can be expressed as a disjunctive hybrid MKNF knowledge base with an empty ontology. We elaborate on a relationship between this characterization and approximators in AFT (approximation fixpoint theory) for normal hybrid MKNF knowledge bases.
Semantic Scholar venue: ICLP Technical Communications / Doctoral Consortium
Publication types: JournalArticle
Fields of study: Computer Science"
237,"Title: Jumping Evaluation of Nested Regular Path Queries.
Venue: iclp
Authors: Joachim Niehren, Sylvain Salvati, Rustam Azimov
Abstract: The propositional dynamic logic is a fundamental language that provides nested regular path queries for datagraphs, as needed for querying graph databases and RDF triple stores. We pro- pose a new algorithm for evaluating nested regular path queries. Not only does it evaluate path queries on datagraphs from a set of start nodes in combined linear time, but also this complex- ity bound depends only on the size of the query’s top-down needed subgraph, a notion that we introduce formally. For many queries relevant in practice, the top-down neeeded subgraph is way smaller than the whole datagraph. Our algorithm is based on a new compilation schema from nested regular path queries to monadic datalog queries that we introduce. We prove that the top-down evaluation of the datalog program visits only the top-down needed subgraph for the path query. Thereby, the combined linear time complexity depending on the size of the top-down needed subgraph is implied by a general complexity result for top-down datalog evaluation (Tekle and Liu 2010). 
As an application, we show that our algorithm permits to reformulate in simple terms a variant of a very efficient automata-based algorithm proposed by Maneth and Nguyen that evaluates navigational path queries in datatrees based on indexes and jumping. Moreover, our variant overcomes some limitations of Maneth and Nguyen’s: it is not bound to trees and applies to graphs; it is not limited to forward navigational XPath but can treat any nested regular path query and it can be implemented efficiently without any specialized or dedicated techniques, by simply using any efficient datalog evaluator.
Semantic Scholar venue: ICLP Technical Communications / Doctoral Consortium
Publication types: JournalArticle
Fields of study: Computer Science"
238,"Title: Tree-Like Justification Systems are Consistent.
Venue: iclp
Authors: Simon Marynissen, Bart Bogaerts
Abstract: Justification theory is an abstract unifying formalism that captures semantics of various non-monotonic logics. One intriguing problem that has received significant attention is the consistency problem: under which conditions are justifications for a fact and justifications for its negation suitably related. Two variants of justification theory exist: one in which justifications are trees and one in which they are graphs. In this work we resolve the consistency problem once and for all for the tree-like setting by showing that all reasonable tree-like justification systems are consistent.
Semantic Scholar venue: ICLP Technical Communications / Doctoral Consortium
Publication types: JournalArticle
Fields of study: Computer Science"
239,"Title: A Preliminary Data-driven Analysis of Common Errors Encountered by Novice SPARC Programmers.
Venue: iclp
Authors: Zach Hansen, Hanxiang Du, Wanli Xing, Rory Eckel, Justin Lugo, Yuanlin Zhang
Abstract: Answer Set Programming (ASP), a modern development of Logic Programming, enables a natural integration of Computing with STEM subjects. This integration addresses a widely acknowledged challenge in K-12 education, and early empirical results on ASP-based integration are promising. Although ASP is considered a simple language when compared with imperative programming languages, programming errors can still be a significant barrier for students. This is particularly true for K-12 students who are novice users of ASP. Categorizing errors and measuring their difficulty has yielded insights into imperative languages like Java. However, little is known about the types and difficulty of errors encountered by K-12 students using ASP. To address this, we collected high school student programs submitted during a 4-session seminar teaching an ASP language known as SPARC. From error messages in this dataset, we identify a collection of error classes, and measure how frequently each class occurs and how difficult it is to resolve.
Semantic Scholar venue: ICLP Technical Communications / Doctoral Consortium
Publication types: JournalArticle
Fields of study: Computer Science"
