c,margin_cap,conf_gap,max_rows,allow_promote_risky,allow_demote_core,oof_qwk,oof_lift_vs_step25,test_l1,changed,improved,worsened,mean_delta_abs_error,risky_promotions,core_demotions,public_changed,private_changed,pub_dist,pri_dist
2.0,0.025,0.08,4,True,True,0.6608236648411534,-0.00043689353807951914,0.15841240453598707,4,2,2,0.0,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 62, 3: 44, 4: 33, 5: 22}"
0.5,0.025,0.04,4,False,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,2,2,0.0,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
0.5,0.025,0.04,4,True,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,2,2,0.0,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
0.5,0.025,0.06,4,False,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,2,2,0.0,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
0.5,0.025,0.06,4,True,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,2,2,0.0,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
1.0,0.025,0.04,4,False,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,2,2,0.0,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
1.0,0.025,0.04,4,True,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,2,2,0.0,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
1.0,0.025,0.06,4,False,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,2,2,0.0,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
1.0,0.025,0.06,4,True,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,2,2,0.0,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
1.0,0.025,0.08,4,False,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,2,2,0.0,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
1.0,0.025,0.08,4,True,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,2,2,0.0,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
2.0,0.025,0.04,4,False,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,2,2,0.0,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
2.0,0.025,0.04,4,True,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,2,2,0.0,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
2.0,0.025,0.06,4,False,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,2,2,0.0,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
2.0,0.025,0.06,4,True,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,2,2,0.0,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
2.0,0.025,0.08,4,False,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,2,2,0.0,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
2.0,0.025,0.08,4,True,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,2,2,0.0,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
2.0,0.08,0.04,4,False,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,1,3,-0.5,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
2.0,0.08,0.04,4,True,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,1,3,-0.5,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
2.0,0.08,0.06,4,False,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,1,3,-0.5,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
2.0,0.08,0.06,4,True,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,1,3,-0.5,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
2.0,0.08,0.08,4,False,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,1,3,-0.5,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
2.0,0.08,0.08,4,True,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,1,3,-0.5,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
2.0,0.08,0.1,4,False,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,1,3,-0.5,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
2.0,0.08,0.1,4,True,False,0.6608236648411534,-0.00043689353807951914,0.16176810923397367,4,1,3,-0.5,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
0.5,0.08,0.1,6,False,False,0.6608181162272897,-0.0004424421519432231,0.15841240453598704,6,2,4,-0.3333333333333333,0,0,5,6,"{1: 125, 2: 60, 3: 57, 4: 34, 5: 22}","{1: 138, 2: 62, 3: 44, 4: 31, 5: 23}"
0.5,0.08,0.1,6,True,False,0.6608181162272897,-0.0004424421519432231,0.15841240453598704,6,2,4,-0.3333333333333333,0,0,5,6,"{1: 125, 2: 60, 3: 57, 4: 34, 5: 22}","{1: 138, 2: 62, 3: 44, 4: 31, 5: 23}"
0.5,0.08,0.08,6,False,False,0.6608181162272897,-0.0004424421519432231,0.16176810923397364,6,2,4,-0.3333333333333333,0,0,6,6,"{1: 126, 2: 59, 3: 57, 4: 34, 5: 22}","{1: 138, 2: 62, 3: 44, 4: 31, 5: 23}"
0.5,0.08,0.08,6,True,False,0.6608181162272897,-0.0004424421519432231,0.16176810923397364,6,2,4,-0.3333333333333333,0,0,6,6,"{1: 126, 2: 59, 3: 57, 4: 34, 5: 22}","{1: 138, 2: 62, 3: 44, 4: 31, 5: 23}"
0.5,0.08,0.04,6,False,False,0.6608181162272897,-0.0004424421519432231,0.17183522332793336,6,2,4,-0.3333333333333333,0,0,6,6,"{1: 127, 2: 58, 3: 56, 4: 35, 5: 22}","{1: 140, 2: 59, 3: 44, 4: 32, 5: 23}"
0.5,0.08,0.04,6,True,False,0.6608181162272897,-0.0004424421519432231,0.17183522332793336,6,2,4,-0.3333333333333333,0,0,6,6,"{1: 127, 2: 58, 3: 56, 4: 35, 5: 22}","{1: 140, 2: 59, 3: 44, 4: 32, 5: 23}"
0.5,0.08,0.06,6,False,False,0.6608181162272897,-0.0004424421519432231,0.17183522332793336,6,2,4,-0.3333333333333333,0,0,6,6,"{1: 127, 2: 58, 3: 56, 4: 35, 5: 22}","{1: 140, 2: 59, 3: 44, 4: 32, 5: 23}"
0.5,0.08,0.06,6,True,False,0.6608181162272897,-0.0004424421519432231,0.17183522332793336,6,2,4,-0.3333333333333333,0,0,6,6,"{1: 127, 2: 58, 3: 56, 4: 35, 5: 22}","{1: 140, 2: 59, 3: 44, 4: 32, 5: 23}"
1.0,0.04,0.14,6,False,True,0.6608144448938645,-0.00044611348536838236,0.14555200938628546,6,3,3,0.0,0,2,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
1.0,0.04,0.14,6,True,True,0.6608144448938645,-0.00044611348536838236,0.14555200938628546,6,3,3,0.0,0,2,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
1.0,0.08,0.14,6,False,False,0.6608144448938645,-0.00044611348536838236,0.14555200938628549,6,2,4,-0.3333333333333333,0,0,1,1,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
1.0,0.08,0.14,6,True,False,0.6608144448938645,-0.00044611348536838236,0.14555200938628549,6,2,4,-0.3333333333333333,0,0,1,1,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
0.5,0.06,0.1,6,False,True,0.6608144448938645,-0.00044611348536838236,0.15841240453598704,6,3,3,0.0,0,2,6,6,"{1: 124, 2: 62, 3: 56, 4: 35, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.06,0.1,6,True,True,0.6608144448938645,-0.00044611348536838236,0.15841240453598704,6,3,3,0.0,0,2,6,6,"{1: 124, 2: 62, 3: 56, 4: 35, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.08,0.1,6,False,True,0.6608144448938645,-0.00044611348536838236,0.15841240453598704,6,3,3,0.0,0,2,6,6,"{1: 124, 2: 62, 3: 56, 4: 35, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.08,0.1,6,True,True,0.6608144448938645,-0.00044611348536838236,0.15841240453598704,6,3,3,0.0,0,2,6,6,"{1: 124, 2: 62, 3: 56, 4: 35, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
1.0,0.08,0.1,6,False,True,0.6608144448938645,-0.00044611348536838236,0.15897482817823178,6,3,3,0.0,0,2,6,6,"{1: 125, 2: 61, 3: 55, 4: 36, 5: 21}","{1: 138, 2: 62, 3: 43, 4: 33, 5: 22}"
1.0,0.08,0.1,6,True,True,0.6608144448938645,-0.00044611348536838236,0.15897482817823178,6,3,3,0.0,0,2,6,6,"{1: 125, 2: 61, 3: 55, 4: 36, 5: 21}","{1: 138, 2: 62, 3: 43, 4: 33, 5: 22}"
0.5,0.06,0.04,6,False,True,0.6608144448938645,-0.00044611348536838236,0.1651238139319602,6,3,3,0.0,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.06,0.04,6,True,True,0.6608144448938645,-0.00044611348536838236,0.1651238139319602,6,3,3,0.0,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.06,0.06,6,False,True,0.6608144448938645,-0.00044611348536838236,0.1651238139319602,6,3,3,0.0,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.06,0.06,6,True,True,0.6608144448938645,-0.00044611348536838236,0.1651238139319602,6,3,3,0.0,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.06,0.08,6,False,True,0.6608144448938645,-0.00044611348536838236,0.1651238139319602,6,3,3,0.0,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.06,0.08,6,True,True,0.6608144448938645,-0.00044611348536838236,0.1651238139319602,6,3,3,0.0,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.08,0.04,6,False,True,0.6608144448938645,-0.00044611348536838236,0.1651238139319602,6,3,3,0.0,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.08,0.04,6,True,True,0.6608144448938645,-0.00044611348536838236,0.1651238139319602,6,3,3,0.0,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.08,0.06,6,False,True,0.6608144448938645,-0.00044611348536838236,0.1651238139319602,6,3,3,0.0,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.08,0.06,6,True,True,0.6608144448938645,-0.00044611348536838236,0.1651238139319602,6,3,3,0.0,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.08,0.08,6,False,True,0.6608144448938645,-0.00044611348536838236,0.1651238139319602,6,3,3,0.0,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.08,0.08,6,True,True,0.6608144448938645,-0.00044611348536838236,0.1651238139319602,6,3,3,0.0,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
1.0,0.08,0.04,6,False,True,0.6608144448938645,-0.00044611348536838236,0.1651238139319602,6,3,3,0.0,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
1.0,0.08,0.04,6,True,True,0.6608144448938645,-0.00044611348536838236,0.1651238139319602,6,3,3,0.0,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
1.0,0.08,0.06,6,False,True,0.6608144448938645,-0.00044611348536838236,0.1651238139319602,6,3,3,0.0,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
1.0,0.08,0.06,6,True,True,0.6608144448938645,-0.00044611348536838236,0.1651238139319602,6,3,3,0.0,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
1.0,0.08,0.08,6,False,True,0.6608144448938645,-0.00044611348536838236,0.1651238139319602,6,3,3,0.0,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
1.0,0.08,0.08,6,True,True,0.6608144448938645,-0.00044611348536838236,0.1651238139319602,6,3,3,0.0,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.04,0.1,8,False,False,0.6608089016629828,-0.00045165671625013726,0.14890771408427203,8,4,4,0.0,0,0,0,4,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 137, 2: 63, 3: 43, 4: 32, 5: 23}"
0.5,0.04,0.1,8,True,False,0.6608089016629828,-0.00045165671625013726,0.14890771408427203,8,4,4,0.0,0,0,0,4,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 137, 2: 63, 3: 43, 4: 32, 5: 23}"
0.5,0.04,0.08,8,False,False,0.6608089016629828,-0.00045165671625013726,0.15505669983800047,8,4,4,0.0,0,0,4,5,"{1: 125, 2: 59, 3: 58, 4: 34, 5: 22}","{1: 137, 2: 63, 3: 44, 4: 31, 5: 23}"
0.5,0.04,0.08,8,True,False,0.6608089016629828,-0.00045165671625013726,0.15505669983800047,8,4,4,0.0,0,0,4,5,"{1: 125, 2: 59, 3: 58, 4: 34, 5: 22}","{1: 137, 2: 63, 3: 44, 4: 31, 5: 23}"
0.5,0.06,0.1,8,False,False,0.6608089016629828,-0.00045165671625013726,0.1556191234802452,8,4,4,0.0,0,0,4,6,"{1: 124, 2: 61, 3: 57, 4: 34, 5: 22}","{1: 138, 2: 62, 3: 44, 4: 31, 5: 23}"
0.5,0.06,0.1,8,True,False,0.6608089016629828,-0.00045165671625013726,0.1556191234802452,8,4,4,0.0,0,0,4,6,"{1: 124, 2: 61, 3: 57, 4: 34, 5: 22}","{1: 138, 2: 62, 3: 44, 4: 31, 5: 23}"
0.5,0.06,0.08,8,False,False,0.6608089016629828,-0.00045165671625013726,0.1651238139319602,8,4,4,0.0,0,0,8,8,"{1: 126, 2: 60, 3: 57, 4: 33, 5: 22}","{1: 139, 2: 61, 3: 45, 4: 30, 5: 23}"
0.5,0.06,0.08,8,True,False,0.6608089016629828,-0.00045165671625013726,0.1651238139319602,8,4,4,0.0,0,0,8,8,"{1: 126, 2: 60, 3: 57, 4: 33, 5: 22}","{1: 139, 2: 61, 3: 45, 4: 30, 5: 23}"
0.5,0.04,0.04,8,False,False,0.6608089016629828,-0.00045165671625013726,0.17519092802591996,8,4,4,0.0,0,0,8,8,"{1: 127, 2: 59, 3: 56, 4: 34, 5: 22}","{1: 141, 2: 59, 3: 43, 4: 32, 5: 23}"
0.5,0.04,0.04,8,True,False,0.6608089016629828,-0.00045165671625013726,0.17519092802591996,8,4,4,0.0,0,0,8,8,"{1: 127, 2: 59, 3: 56, 4: 34, 5: 22}","{1: 141, 2: 59, 3: 43, 4: 32, 5: 23}"
0.5,0.04,0.06,8,False,False,0.6608089016629828,-0.00045165671625013726,0.17519092802591998,8,4,4,0.0,0,0,8,8,"{1: 127, 2: 58, 3: 58, 4: 33, 5: 22}","{1: 141, 2: 59, 3: 43, 4: 32, 5: 23}"
0.5,0.04,0.06,8,True,False,0.6608089016629828,-0.00045165671625013726,0.17519092802591998,8,4,4,0.0,0,0,8,8,"{1: 127, 2: 58, 3: 58, 4: 33, 5: 22}","{1: 141, 2: 59, 3: 43, 4: 32, 5: 23}"
0.5,0.06,0.04,8,False,False,0.6608089016629828,-0.00045165671625013726,0.1785466327239065,8,4,4,0.0,0,0,8,8,"{1: 127, 2: 59, 3: 56, 4: 34, 5: 22}","{1: 142, 2: 57, 3: 44, 4: 32, 5: 23}"
0.5,0.06,0.04,8,True,False,0.6608089016629828,-0.00045165671625013726,0.1785466327239065,8,4,4,0.0,0,0,8,8,"{1: 127, 2: 59, 3: 56, 4: 34, 5: 22}","{1: 142, 2: 57, 3: 44, 4: 32, 5: 23}"
0.5,0.06,0.06,8,False,False,0.6608089016629828,-0.00045165671625013726,0.1785466327239065,8,4,4,0.0,0,0,8,8,"{1: 127, 2: 59, 3: 56, 4: 34, 5: 22}","{1: 142, 2: 57, 3: 44, 4: 32, 5: 23}"
0.5,0.06,0.06,8,True,False,0.6608089016629828,-0.00045165671625013726,0.1785466327239065,8,4,4,0.0,0,0,8,8,"{1: 127, 2: 59, 3: 56, 4: 34, 5: 22}","{1: 142, 2: 57, 3: 44, 4: 32, 5: 23}"
2.0,0.06,0.14,8,False,False,0.6608052244453042,-0.00045533393392871435,0.14890771408427203,8,4,4,0.0,0,0,2,2,"{1: 124, 2: 60, 3: 57, 4: 35, 5: 22}","{1: 136, 2: 63, 3: 44, 4: 32, 5: 23}"
2.0,0.06,0.14,8,True,False,0.6608052244453042,-0.00045533393392871435,0.14890771408427203,8,4,4,0.0,0,0,2,2,"{1: 124, 2: 60, 3: 57, 4: 35, 5: 22}","{1: 136, 2: 63, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.14,4,False,False,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.14,4,False,True,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.14,4,True,False,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.14,4,True,True,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.14,6,False,False,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.14,6,False,True,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.14,6,True,False,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.14,6,True,True,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.14,8,False,False,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.14,8,False,True,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.14,8,True,False,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.14,8,True,True,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.14,10,False,False,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.14,10,False,True,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.14,10,True,False,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.14,10,True,True,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.14,12,False,False,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.14,12,False,True,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.14,12,True,False,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.14,12,True,True,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.14,15,False,False,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.14,15,False,True,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.14,15,True,False,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.14,15,True,True,0.6607946305847077,-0.000465927794525256,0.14555200938628549,3,1,2,-0.3333333333333333,0,0,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
1.0,0.08,0.14,12,False,False,0.6607867820442048,-0.0004737763350280977,0.14555200938628549,12,5,7,-0.16666666666666666,0,0,1,1,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
1.0,0.08,0.14,12,True,False,0.6607867820442048,-0.0004737763350280977,0.14555200938628549,12,5,7,-0.16666666666666666,0,0,1,1,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
1.0,0.08,0.14,15,False,False,0.6607867820442048,-0.0004737763350280977,0.14555200938628549,12,5,7,-0.16666666666666666,0,0,1,1,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
