name,model,weight,threshold_lambda,oof_qwk,oof_lift_vs_step18b,oof_lift_vs_step25,test_l1,diff_vs_step25_public,diff_vs_step25_private,diff_vs_step25_total,forbidden_vs_step25,pub_dist,pri_dist,changed,improved,worsened,mean_delta_abs_error,risky_promotions,core_demotions,public_changed,private_changed,forbidden_changes,thresholds
step18b_bge_m3_ridge_a30p0_w0p0275_l0p5,ridge_a30p0,0.0275,0.5,0.660019073799385,-0.00015726194593002063,-0.0012414845798479623,0.19253187515809755,13,18,31,1,"{1: 126, 2: 65, 3: 52, 4: 33, 5: 22}","{1: 141, 2: 64, 3: 42, 4: 29, 5: 22}",125,68,57,0.088,0,28,16,16,0,"1.917068,2.566277,3.275026,4.107490"
step18b_bge_m3_ridge_a10p0_w0p0400_l1p0,ridge_a10p0,0.04,1.0,0.6600167956211331,-0.00015954012418184504,-0.0012437627580997868,0.17910905636615126,9,16,25,0,"{1: 123, 2: 66, 3: 53, 4: 34, 5: 22}","{1: 141, 2: 62, 3: 44, 4: 29, 5: 22}",119,64,55,0.07563025210084033,4,28,14,18,0,"1.921886,2.550828,3.256763,4.099873"
step18b_bge_m3_ridge_a100p0_w0p0400_l2p0,ridge_a100p0,0.04,2.0,0.6600043855751334,-0.00017195017018156733,-0.001256172804099509,0.17575335166816472,7,15,22,0,"{1: 123, 2: 64, 3: 55, 4: 34, 5: 22}","{1: 141, 2: 63, 3: 42, 4: 29, 5: 23}",105,56,49,0.06666666666666667,1,22,12,17,0,"1.919624,2.545378,3.250202,4.086050"
step18b_bge_m3_ridge_a300p0_w0p0325_l1p0,ridge_a300p0,0.0325,1.0,0.6599505912047713,-0.00022574454054369308,-0.0013099671744616348,0.17910905636615126,7,14,21,1,"{1: 125, 2: 62, 3: 55, 4: 34, 5: 22}","{1: 141, 2: 64, 3: 38, 4: 33, 5: 22}",90,49,41,0.08888888888888889,0,17,10,12,0,"1.916735,2.531996,3.244873,4.091976"
step18b_bge_m3_ridge_a10p0_w0p0375_l2p0,ridge_a10p0,0.0375,2.0,0.6599474880807619,-0.00022884766455311123,-0.001313070298471053,0.17575335166816464,8,15,23,0,"{1: 123, 2: 65, 3: 54, 4: 34, 5: 22}","{1: 140, 2: 63, 3: 44, 4: 29, 5: 22}",107,58,49,0.08411214953271028,5,24,13,17,0,"1.916728,2.544750,3.253959,4.097616"
step18b_bge_m3_ridge_a300p0_w0p0200_l0p5,ridge_a300p0,0.02,0.5,0.6599332121577879,-0.0002431235875270943,-0.001327346221445036,0.18246476106413784,8,15,23,1,"{1: 126, 2: 62, 3: 53, 4: 35, 5: 22}","{1: 140, 2: 65, 3: 40, 4: 31, 5: 22}",99,54,45,0.09090909090909091,0,23,11,13,0,"1.919678,2.539104,3.256146,4.119494"
step18b_bge_m3_huber_w0p0250_l0p5,huber,0.025,0.5,0.6599323151821027,-0.00024402056321226606,-0.0013282431971302078,0.15561912348024518,3,8,11,0,"{1: 124, 2: 60, 3: 56, 4: 36, 5: 22}","{1: 138, 2: 63, 3: 42, 4: 32, 5: 23}",82,42,40,0.024390243902439025,13,14,8,8,0,"1.911870,2.509440,3.240440,4.088660"
step18b_bge_m3_ridge_a100p0_w0p0400_l1p0,ridge_a100p0,0.04,1.0,0.6599264283644624,-0.0002499073808526209,-0.0013341300147705626,0.1757533516681647,8,12,20,0,"{1: 123, 2: 64, 3: 55, 4: 33, 5: 23}","{1: 141, 2: 63, 3: 39, 4: 32, 5: 23}",93,51,42,0.0967741935483871,5,16,13,14,0,"1.917918,2.534018,3.241696,4.070813"
step18b_bge_m3_ridge_a300p0_w0p0325_l2p0,ridge_a300p0,0.0325,2.0,0.6599259791391183,-0.00025035660619665556,-0.0013345792401145973,0.17910905636615126,7,14,21,1,"{1: 125, 2: 62, 3: 55, 4: 34, 5: 22}","{1: 141, 2: 64, 3: 38, 4: 33, 5: 22}",89,49,40,0.10112359550561797,0,17,10,12,0,"1.916068,2.537681,3.244231,4.081971"
step18b_bge_m3_ridge_a30p0_w0p0275_l4p0,ridge_a30p0,0.0275,4.0,0.6599259791391183,-0.00025035660619665556,-0.0013345792401145973,0.1824647610641378,7,14,21,0,"{1: 124, 2: 64, 3: 54, 4: 34, 5: 22}","{1: 141, 2: 64, 3: 39, 4: 31, 5: 23}",89,49,40,0.10112359550561797,0,18,12,14,0,"1.915125,2.542913,3.250057,4.095749"
step18b_bge_m3_ridge_a300p0_w0p0350_l0p5,ridge_a300p0,0.035,0.5,0.6599249449792695,-0.0002513907660455228,-0.0013356133999634645,0.19253187515809755,13,22,35,1,"{1: 126, 2: 65, 3: 52, 4: 33, 5: 22}","{1: 144, 2: 61, 3: 43, 4: 28, 5: 22}",129,70,59,0.08527131782945736,0,31,16,20,0,"1.923202,2.556714,3.282879,4.103502"
step18b_bge_m3_ridge_a300p0_w0p0375_l4p0,ridge_a300p0,0.0375,4.0,0.6599248718999768,-0.00025146384533814015,-0.0013356864792560819,0.1723976469701781,7,13,20,1,"{1: 125, 2: 62, 3: 55, 4: 34, 5: 22}","{1: 140, 2: 63, 3: 40, 4: 33, 5: 22}",86,46,40,0.06976744186046512,1,16,10,13,0,"1.913632,2.528999,3.241083,4.081768"
step18b_bge_m3_ridge_a300p0_w0p0350_l4p0,ridge_a300p0,0.035,4.0,0.6598929184237459,-0.0002834173215691127,-0.0013676399554870544,0.1757533516681647,7,13,20,1,"{1: 125, 2: 62, 3: 55, 4: 34, 5: 22}","{1: 141, 2: 63, 3: 39, 4: 33, 5: 22}",90,49,41,0.08888888888888889,1,17,10,13,0,"1.914727,2.531284,3.243386,4.087300"
step18b_bge_m3_ridge_a30p0_w0p0250_l4p0,ridge_a30p0,0.025,4.0,0.6598910825183113,-0.00028525322700367894,-0.0013694758609216207,0.1791090563661512,6,10,16,0,"{1: 124, 2: 64, 3: 53, 4: 35, 5: 22}","{1: 138, 2: 66, 3: 40, 4: 31, 5: 23}",83,46,37,0.10843373493975904,0,18,11,10,0,"1.912004,2.539189,3.244055,4.090577"
step18b_bge_m3_ridge_a100p0_w0p0325_l2p0,ridge_a100p0,0.0325,2.0,0.6598897628951129,-0.00028657285020206036,-0.001370795484120002,0.1757533516681647,7,15,22,1,"{1: 125, 2: 62, 3: 55, 4: 34, 5: 22}","{1: 141, 2: 63, 3: 41, 4: 31, 5: 22}",95,52,43,0.09473684210526316,0,19,10,15,0,"1.914748,2.540528,3.249949,4.099054"
step18b_bge_m3_ridge_a30p0_w0p0225_l2p0,ridge_a30p0,0.0225,2.0,0.6598868346558748,-0.0002895010894401473,-0.001373723723358089,0.1757533516681647,6,11,17,1,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 65, 3: 40, 4: 31, 5: 23}",83,46,37,0.10843373493975904,0,18,9,11,0,"1.911790,2.535974,3.252558,4.091836"
step18b_bge_m3_ridge_a10p0_w0p0375_l1p0,ridge_a10p0,0.0375,1.0,0.6598779714233021,-0.00029836432201291174,-0.0013825869559308535,0.1791090563661513,9,14,23,0,"{1: 123, 2: 66, 3: 53, 4: 34, 5: 22}","{1: 141, 2: 62, 3: 43, 4: 29, 5: 23}",108,58,50,0.07407407407407407,6,25,14,16,0,"1.920131,2.551292,3.250120,4.092906"
step18b_bge_m3_ridge_a100p0_w0p0350_l1p0,ridge_a100p0,0.035,1.0,0.6598708237700117,-0.00030551197530326313,-0.0013897346092212048,0.1757533516681647,7,12,19,1,"{1: 125, 2: 62, 3: 55, 4: 34, 5: 22}","{1: 141, 2: 63, 3: 39, 4: 32, 5: 23}",90,48,42,0.06666666666666667,2,16,10,14,0,"1.916906,2.539442,3.237870,4.080373"
step18b_bge_m3_ridge_a1000p0_w0p0275_l2p0,ridge_a1000p0,0.0275,2.0,0.6598633969500523,-0.0003129387952627294,-0.001397161429180671,0.18246476106413784,9,13,22,1,"{1: 126, 2: 62, 3: 54, 4: 34, 5: 22}","{1: 140, 2: 65, 3: 38, 4: 33, 5: 22}",87,48,39,0.10344827586206896,0,16,12,11,0,"1.918603,2.541217,3.246695,4.080337"
step18b_bge_m3_ridge_a300p0_w0p0250_l1p0,ridge_a300p0,0.025,1.0,0.6598506246294442,-0.00032571111587076373,-0.0014099337497887054,0.17910905636615124,8,14,22,1,"{1: 126, 2: 61, 3: 54, 4: 34, 5: 23}","{1: 141, 2: 64, 3: 38, 4: 33, 5: 22}",83,44,39,0.060240963855421686,1,16,11,12,0,"1.918159,2.534990,3.243543,4.074498"
step18b_bge_m3_ridge_a1000p0_w0p0250_l1p0,ridge_a1000p0,0.025,1.0,0.6598469876122222,-0.0003293481330928216,-0.0014135707670107633,0.17910905636615126,8,14,22,1,"{1: 126, 2: 61, 3: 55, 4: 34, 5: 22}","{1: 139, 2: 66, 3: 40, 4: 31, 5: 22}",85,47,38,0.10588235294117647,0,19,11,12,0,"1.915211,2.533237,3.252789,4.109242"
step18b_bge_m3_ridge_a10p0_w0p0350_l2p0,ridge_a10p0,0.035,2.0,0.6598463025282683,-0.0003300332170467213,-0.001414255850964663,0.17575335166816466,8,11,19,0,"{1: 123, 2: 65, 3: 54, 4: 34, 5: 22}","{1: 139, 2: 64, 3: 42, 4: 30, 5: 23}",97,53,44,0.09278350515463918,4,22,13,13,0,"1.915498,2.541050,3.249118,4.096352"
step18b_bge_m3_ridge_a100p0_w0p0325_l4p0,ridge_a100p0,0.0325,4.0,0.6598395791232857,-0.00033675662202925505,-0.0014209792559471968,0.1757533516681647,7,13,20,1,"{1: 125, 2: 62, 3: 55, 4: 34, 5: 22}","{1: 141, 2: 63, 3: 39, 4: 33, 5: 22}",88,48,40,0.09090909090909091,1,17,10,13,0,"1.913004,2.538055,3.246412,4.085895"
step18b_bge_m3_ridge_a1000p0_w0p0125_l0p5,ridge_a1000p0,0.0125,0.5,0.659839353561613,-0.00033698218370192823,-0.00142120481761987,0.1858204657621244,9,17,26,1,"{1: 126, 2: 63, 3: 52, 4: 35, 5: 22}","{1: 142, 2: 63, 3: 40, 4: 31, 5: 22}",123,66,57,0.07317073170731707,0,28,12,15,0,"1.926404,2.549940,3.261629,4.119829"
step18b_bge_m3_ridge_a1000p0_w0p0300_l0p5,ridge_a1000p0,0.03,0.5,0.6598355570270685,-0.00034077871824644834,-0.00142500135216439,0.16904194227219152,6,10,16,1,"{1: 126, 2: 60, 3: 55, 4: 35, 5: 22}","{1: 139, 2: 64, 3: 40, 4: 33, 5: 22}",75,39,36,0.04,0,17,9,8,0,"1.915593,2.522702,3.236241,4.110725"
step18b_bge_m3_ridge_a100p0_w0p0325_l0p5,ridge_a100p0,0.0325,0.5,0.6598303454711386,-0.0003459902741763665,-0.0014302129080943082,0.17575335166816472,7,13,20,1,"{1: 125, 2: 62, 3: 55, 4: 34, 5: 22}","{1: 141, 2: 63, 3: 40, 4: 31, 5: 23}",88,48,40,0.09090909090909091,0,17,10,15,0,"1.913740,2.539082,3.246787,4.084880"
step18b_bge_m3_ridge_a100p0_w0p0375_l0p5,ridge_a100p0,0.0375,0.5,0.6598198385000584,-0.00035649724525654847,-0.0014407198791744902,0.16904194227219155,6,10,16,0,"{1: 121, 2: 65, 3: 56, 4: 34, 5: 22}","{1: 136, 2: 67, 3: 40, 4: 34, 5: 21}",71,37,34,0.04225352112676056,4,17,11,12,0,"1.905461,2.522559,3.232248,4.103464"
step18b_bge_m3_ridge_a3p0_w0p0175_l0p5,ridge_a3p0,0.0175,0.5,0.6597831671739867,-0.0003931685713283173,-0.001477391205246259,0.16233053287621835,4,8,12,1,"{1: 125, 2: 60, 3: 56, 4: 35, 5: 22}","{1: 137, 2: 65, 3: 41, 4: 32, 5: 23}",69,35,34,0.014492753623188406,3,13,7,8,0,"1.911819,2.521405,3.234160,4.105106"
step18b_bge_m3_ridge_a300p0_w0p0325_l0p5,ridge_a300p0,0.0325,0.5,0.659773405189671,-0.0004029305556439988,-0.0014871531895619405,0.17910905636615124,7,13,20,1,"{1: 125, 2: 62, 3: 55, 4: 34, 5: 22}","{1: 140, 2: 65, 3: 38, 4: 33, 5: 22}",86,46,40,0.06976744186046512,1,16,10,11,0,"1.913542,2.533384,3.239435,4.094511"
step18b_bge_m3_ridge_a1000p0_w0p0375_l1p0,ridge_a1000p0,0.0375,1.0,0.6597652211262572,-0.0004111146190577397,-0.0014953372529756814,0.1858204657621244,9,14,23,1,"{1: 125, 2: 64, 3: 53, 4: 34, 5: 22}","{1: 141, 2: 64, 3: 38, 4: 33, 5: 22}",93,51,42,0.0967741935483871,0,15,12,12,0,"1.920128,2.542680,3.239798,4.084586"
step18b_bge_m3_ridge_a300p0_w0p0350_l2p0,ridge_a300p0,0.035,2.0,0.659759252364517,-0.0004170833807979335,-0.0015013060147158752,0.1757533516681647,7,13,20,1,"{1: 125, 2: 62, 3: 55, 4: 34, 5: 22}","{1: 141, 2: 63, 3: 39, 4: 33, 5: 22}",90,49,41,0.08888888888888889,1,17,10,13,0,"1.916077,2.533083,3.242774,4.085973"
step18b_bge_m3_ridge_a30p0_w0p0225_l0p5,ridge_a30p0,0.0225,0.5,0.6597576064780073,-0.00041872926730768256,-0.0015029519012256243,0.1757533516681647,7,13,20,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 140, 2: 64, 3: 40, 4: 32, 5: 22}",100,54,46,0.08,0,26,10,11,0,"1.916671,2.538990,3.251193,4.120047"
step18b_bge_m3_ridge_a1000p0_w0p0275_l1p0,ridge_a1000p0,0.0275,1.0,0.6597528086177846,-0.00042352712753035426,-0.001507749761448296,0.1723976469701781,7,10,17,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 64, 3: 40, 4: 33, 5: 22}",74,39,35,0.05405405405405406,0,15,10,8,0,"1.914704,2.527112,3.240648,4.082200"
step18b_bge_m3_ridge_a100p0_w0p0275_l2p0,ridge_a100p0,0.0275,2.0,0.6597500143508572,-0.0004263213944577515,-0.0015105440283756932,0.17910905636615124,8,15,23,1,"{1: 126, 2: 61, 3: 55, 4: 34, 5: 22}","{1: 141, 2: 64, 3: 39, 4: 32, 5: 22}",90,49,41,0.08888888888888889,0,18,11,13,0,"1.915308,2.540212,3.248409,4.088847"
step18b_bge_m3_ridge_a100p0_w0p0300_l2p0,ridge_a100p0,0.03,2.0,0.6597500143508572,-0.0004263213944577515,-0.0015105440283756932,0.1791090563661513,7,14,21,1,"{1: 125, 2: 62, 3: 55, 4: 34, 5: 22}","{1: 141, 2: 64, 3: 39, 4: 31, 5: 23}",90,49,41,0.08888888888888889,0,18,10,14,0,"1.914248,2.542813,3.246969,4.082168"
step18b_bge_m3_ridge_a300p0_w0p0300_l1p0,ridge_a300p0,0.03,1.0,0.6597326238744898,-0.0004437118708251475,-0.0015279345047430892,0.18246476106413784,8,14,22,1,"{1: 125, 2: 63, 3: 54, 4: 34, 5: 22}","{1: 139, 2: 66, 3: 40, 4: 31, 5: 22}",90,49,41,0.08888888888888889,0,16,11,12,0,"1.913360,2.540398,3.250813,4.103699"
step18b_bge_m3_ridge_a300p0_w0p0375_l2p0,ridge_a300p0,0.0375,2.0,0.6597261384692549,-0.00045019727606010473,-0.0015344199099780464,0.17575335166816466,7,15,22,1,"{1: 125, 2: 62, 3: 55, 4: 34, 5: 22}","{1: 140, 2: 64, 3: 40, 4: 32, 5: 22}",91,49,42,0.07692307692307693,1,17,10,15,0,"1.915235,2.537289,3.244509,4.081819"
step18b_bge_m3_huber_w0p0200_l4p0,huber,0.02,4.0,0.6597202079942415,-0.00045612775107350956,-0.0015403503849914513,0.16904194227219152,5,9,14,0,"{1: 124, 2: 62, 3: 54, 4: 36, 5: 22}","{1: 137, 2: 66, 3: 40, 4: 32, 5: 23}",94,50,44,0.06382978723404255,7,20,10,9,0,"1.910767,2.533970,3.247473,4.095509"
step18b_bge_m3_ridge_a10p0_w0p0350_l0p5,ridge_a10p0,0.035,0.5,0.6597112971481156,-0.00046503859719937424,-0.001549261231117316,0.1858204657621244,10,16,26,0,"{1: 124, 2: 67, 3: 51, 4: 34, 5: 22}","{1: 141, 2: 62, 3: 44, 4: 29, 5: 22}",118,63,55,0.06779661016949153,4,28,15,18,0,"1.920949,2.556251,3.263506,4.099839"
step18b_bge_m3_ridge_a30p0_w0p0275_l1p0,ridge_a30p0,0.0275,1.0,0.6597076526657799,-0.0004686830795350705,-0.0015529057134530122,0.18246476106413786,8,15,23,0,"{1: 125, 2: 63, 3: 54, 4: 34, 5: 22}","{1: 141, 2: 64, 3: 40, 4: 30, 5: 23}",91,49,42,0.07692307692307693,0,18,13,15,0,"1.915354,2.546071,3.251147,4.100407"
step18b_bge_m3_ridge_a30p0_w0p0225_l4p0,ridge_a30p0,0.0225,4.0,0.6597066117825467,-0.0004697239627682315,-0.0015539465966861732,0.1757533516681647,6,11,17,1,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 65, 3: 40, 4: 31, 5: 23}",84,46,38,0.09523809523809523,0,17,9,11,0,"1.911790,2.538701,3.249265,4.095798"
step18b_bge_m3_ridge_a100p0_w0p0250_l0p5,ridge_a100p0,0.025,0.5,0.6596907447218276,-0.00048559102348733063,-0.0015698136574052723,0.19253187515809755,12,18,30,1,"{1: 126, 2: 65, 3: 51, 4: 34, 5: 22}","{1: 142, 2: 63, 3: 41, 4: 30, 5: 22}",111,58,53,0.04504504504504504,0,22,15,16,0,"1.921291,2.555418,3.255758,4.105815"
step18b_bge_m3_ridge_a3p0_w0p0300_l0p5,ridge_a3p0,0.03,0.5,0.6596847207194998,-0.0004916150258151841,-0.0015758376597331258,0.18582046576212438,11,7,18,0,"{1: 123, 2: 68, 3: 51, 4: 34, 5: 22}","{1: 135, 2: 68, 3: 42, 4: 30, 5: 23}",100,52,48,0.04,8,22,16,9,0,"1.901952,2.554652,3.249986,4.094893"
step18b_bge_m3_ridge_a300p0_w0p0200_l2p0,ridge_a300p0,0.02,2.0,0.6596685170096042,-0.0005078187357108188,-0.0015920413696287605,0.17239764697017806,4,11,15,1,"{1: 124, 2: 62, 3: 55, 4: 35, 5: 22}","{1: 138, 2: 66, 3: 40, 4: 32, 5: 22}",74,39,35,0.05405405405405406,0,16,7,9,0,"1.905569,2.528661,3.250362,4.096591"
step18b_bge_m3_ridge_a1000p0_w0p0325_l2p0,ridge_a1000p0,0.0325,2.0,0.6596652543847767,-0.0005110813605382347,-0.0015953039944561764,0.17910905636615126,8,13,21,1,"{1: 126, 2: 61, 3: 55, 4: 34, 5: 22}","{1: 140, 2: 65, 3: 38, 4: 33, 5: 22}",92,51,41,0.10869565217391304,0,16,11,11,0,"1.919773,2.537268,3.245440,4.088796"
step18b_bge_m3_ridge_a1000p0_w0p0300_l1p0,ridge_a1000p0,0.03,1.0,0.6596589663825071,-0.0005173693628078846,-0.0016015919967258263,0.18246476106413784,10,16,26,1,"{1: 126, 2: 62, 3: 55, 4: 33, 5: 22}","{1: 139, 2: 66, 3: 42, 4: 29, 5: 22}",104,56,48,0.07692307692307693,0,20,13,14,0,"1.918015,2.543241,3.272592,4.102174"
step18b_bge_m3_ridge_a10p0_w0p0325_l4p0,ridge_a10p0,0.0325,4.0,0.6596501354576838,-0.0005262002876311733,-0.001610422921549115,0.17575335166816466,7,13,20,0,"{1: 124, 2: 64, 3: 54, 4: 34, 5: 22}","{1: 141, 2: 62, 3: 42, 4: 30, 5: 23}",97,52,45,0.07216494845360824,4,21,12,15,0,"1.916045,2.542312,3.248323,4.091455"
step18b_bge_m3_ridge_a300p0_w0p0175_l1p0,ridge_a300p0,0.0175,1.0,0.6596480902018952,-0.0005282455434197919,-0.0016124681773377336,0.17239764697017812,6,12,18,1,"{1: 126, 2: 60, 3: 55, 4: 35, 5: 22}","{1: 140, 2: 64, 3: 39, 4: 33, 5: 22}",73,38,35,0.0410958904109589,0,16,9,10,0,"1.912872,2.530045,3.246330,4.094374"
step18b_bge_m3_ridge_a10p0_w0p0275_l4p0,ridge_a10p0,0.0275,4.0,0.6596442759325933,-0.0005320598127216414,-0.001616282446639583,0.17575335166816466,6,11,17,0,"{1: 124, 2: 64, 3: 53, 4: 35, 5: 22}","{1: 139, 2: 64, 3: 42, 4: 30, 5: 23}",92,49,43,0.06521739130434782,4,18,11,13,0,"1.913687,2.542498,3.250419,4.086480"
step18b_bge_m3_ridge_a30p0_w0p0400_l1p0,ridge_a30p0,0.04,1.0,0.6596145524842563,-0.0005617832610587126,-0.0016460058949766543,0.1723976469701781,7,11,18,0,"{1: 123, 2: 64, 3: 55, 4: 34, 5: 22}","{1: 140, 2: 63, 3: 41, 4: 31, 5: 23}",92,49,43,0.06521739130434782,5,18,12,13,0,"1.917390,2.538529,3.236903,4.085049"
step18b_bge_m3_ridge_a300p0_w0p0300_l4p0,ridge_a300p0,0.03,4.0,0.6596121562263548,-0.0005641795189601506,-0.0016484021528780923,0.17910905636615124,8,14,22,1,"{1: 126, 2: 61, 3: 55, 4: 34, 5: 22}","{1: 141, 2: 64, 3: 38, 4: 33, 5: 22}",90,50,40,0.1111111111111111,0,17,11,12,0,"1.917296,2.536574,3.245179,4.080740"
step18b_bge_m3_ridge_a3p0_w0p0125_l0p5,ridge_a3p0,0.0125,0.5,0.6596069557073749,-0.0005693800379400482,-0.00165360267185799,0.19253187515809755,11,16,27,1,"{1: 126, 2: 65, 3: 50, 4: 35, 5: 22}","{1: 139, 2: 66, 3: 42, 4: 29, 5: 22}",118,62,56,0.05084745762711865,0,28,14,14,0,"1.919875,2.560272,3.267314,4.126344"
step18b_bge_m3_ridge_a1000p0_w0p0275_l0p5,ridge_a1000p0,0.0275,0.5,0.6596059448334842,-0.0005703909118307537,-0.0016546135457486955,0.18246476106413784,10,19,29,1,"{1: 126, 2: 62, 3: 55, 4: 33, 5: 22}","{1: 142, 2: 63, 3: 42, 4: 29, 5: 22}",111,59,52,0.06306306306306306,0,23,13,17,0,"1.923416,2.542891,3.264639,4.100944"
step18b_bge_m3_ridge_a3p0_w0p0125_l1p0,ridge_a3p0,0.0125,1.0,0.65960407304983,-0.0005722626954849375,-0.0016564853294028792,0.17575335166816464,6,10,16,1,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 137, 2: 67, 3: 40, 4: 32, 5: 22}",84,45,39,0.07142857142857142,0,20,9,8,0,"1.907241,2.536706,3.257627,4.130172"
step18b_bge_m3_ridge_a300p0_w0p0150_l0p5,ridge_a300p0,0.015,0.5,0.6596040730498299,-0.0005722626954850485,-0.0016564853294029902,0.1824647610641378,8,13,21,1,"{1: 126, 2: 62, 3: 53, 4: 35, 5: 22}","{1: 139, 2: 66, 3: 39, 4: 32, 5: 22}",84,45,39,0.07142857142857142,0,20,11,11,0,"1.909148,2.538267,3.250696,4.127623"
step18b_bge_m3_ridge_a1000p0_w0p0350_l1p0,ridge_a1000p0,0.035,1.0,0.6596033006686316,-0.0005730350766833814,-0.001657257710601323,0.1858204657621244,10,13,23,1,"{1: 126, 2: 63, 3: 53, 4: 34, 5: 22}","{1: 140, 2: 65, 3: 38, 4: 33, 5: 22}",90,49,41,0.08888888888888889,0,15,13,11,0,"1.919125,2.541865,3.237342,4.083074"
step18b_bge_m3_ridge_a1000p0_w0p0225_l1p0,ridge_a1000p0,0.0225,1.0,0.6596012817375372,-0.0005750540077777977,-0.0016592766416957394,0.1723976469701781,7,11,18,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 64, 3: 41, 4: 32, 5: 22}",74,39,35,0.05405405405405406,0,16,10,9,0,"1.914176,2.529044,3.249598,4.082527"
step18b_bge_m3_ridge_a30p0_w0p0100_l4p0,ridge_a30p0,0.01,4.0,0.6595960942516483,-0.0005802414936666445,-0.0016644641275845862,0.17910905636615124,6,12,18,1,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 138, 2: 67, 3: 39, 4: 32, 5: 22}",78,40,38,0.02564102564102564,0,16,9,10,0,"1.908514,2.536932,3.251970,4.097906"
step18b_bge_m3_ridge_a100p0_w0p0200_l1p0,ridge_a100p0,0.02,1.0,0.6595708506795916,-0.0006054850657233324,-0.001689707699641274,0.1723976469701781,6,10,16,1,"{1: 126, 2: 60, 3: 55, 4: 35, 5: 22}","{1: 139, 2: 65, 3: 39, 4: 32, 5: 23}",72,37,35,0.027777777777777776,0,16,9,10,0,"1.914079,2.531573,3.242557,4.080357"
step18b_bge_m3_ridge_a300p0_w0p0200_l1p0,ridge_a300p0,0.02,1.0,0.6595632949414189,-0.0006130408038961255,-0.0016972634378140672,0.17239764697017812,6,12,18,1,"{1: 126, 2: 60, 3: 55, 4: 35, 5: 22}","{1: 140, 2: 64, 3: 39, 4: 33, 5: 22}",75,40,35,0.06666666666666667,0,16,9,10,0,"1.912872,2.530045,3.246330,4.094374"
step18b_bge_m3_ridge_a300p0_w0p0275_l0p5,ridge_a300p0,0.0275,0.5,0.6595601662671943,-0.0006161694781207094,-0.0017003921120386511,0.1757533516681647,7,11,18,1,"{1: 125, 2: 62, 3: 55, 4: 34, 5: 22}","{1: 139, 2: 65, 3: 39, 4: 33, 5: 22}",82,44,38,0.07317073170731707,0,16,10,9,0,"1.910635,2.529195,3.248211,4.103218"
step18b_bge_m3_ridge_a10p0_w0p0275_l2p0,ridge_a10p0,0.0275,2.0,0.6595489486538164,-0.0006273870914985658,-0.0017116097254165075,0.1723976469701781,5,10,15,0,"{1: 124, 2: 63, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 64, 3: 41, 4: 31, 5: 23}",91,48,43,0.054945054945054944,4,19,10,12,0,"1.914530,2.541269,3.243151,4.084495"
step18b_bge_m3_ridge_a10p0_w0p0225_l0p5,ridge_a10p0,0.0225,0.5,0.6595306183130142,-0.0006457174323007964,-0.001729940066218738,0.19253187515809755,13,20,33,1,"{1: 125, 2: 66, 3: 52, 4: 34, 5: 21}","{1: 141, 2: 64, 3: 43, 4: 29, 5: 21}",135,72,63,0.06666666666666667,0,36,16,18,0,"1.918936,2.564947,3.288674,4.150531"
step18b_bge_m3_ridge_a100p0_w0p0275_l4p0,ridge_a100p0,0.0275,4.0,0.6595215424848977,-0.0006547932604172857,-0.0017390158943352274,0.17910905636615124,7,13,20,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 141, 2: 64, 3: 38, 4: 32, 5: 23}",87,47,40,0.08045977011494253,0,18,10,13,0,"1.915315,2.537407,3.245221,4.083788"
step18b_bge_m3_huber_w0p0225_l4p0,huber,0.0225,4.0,0.6595170608277614,-0.0006592749175535761,-0.0017434975514715179,0.1690419422721915,5,9,14,0,"{1: 124, 2: 62, 3: 54, 4: 36, 5: 22}","{1: 138, 2: 65, 3: 41, 4: 31, 5: 23}",99,51,48,0.030303030303030304,7,22,10,11,0,"1.911800,2.536560,3.253167,4.098548"
step18b_bge_m3_ridge_a1000p0_w0p0225_l2p0,ridge_a1000p0,0.0225,2.0,0.6595158004397979,-0.0006605353055171292,-0.001744757939435071,0.17910905636615126,7,13,20,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 140, 2: 65, 3: 38, 4: 33, 5: 22}",80,43,37,0.075,0,17,10,11,0,"1.916818,2.535343,3.243280,4.082438"
step18b_bge_m3_ridge_a300p0_w0p0175_l2p0,ridge_a300p0,0.0175,2.0,0.6595080806260465,-0.0006682551192684905,-0.0017524777531864322,0.18246476106413784,8,14,22,1,"{1: 126, 2: 62, 3: 53, 4: 35, 5: 22}","{1: 140, 2: 65, 3: 39, 4: 32, 5: 22}",85,46,39,0.08235294117647059,0,19,11,12,0,"1.913431,2.534837,3.254110,4.111147"
