lookup_id,lookup_type,lookup_value,s2_found,s2_error,s2_paper_id,s2_title,s2_venue,s2_year,s2_reference_count,s2_citation_count,s2_influential_citation_count,s2_publication_types,s2_fields_of_study,s2_is_open_access
DOI:10.1007/978-3-319-96145-3_21,doi,10.1007/978-3-319-96145-3_21,True,,b5f6c6fdba2c79c2c35d11271a560809c7b763d8,Syntax-Guided Synthesis with Quantitative Syntactic Objectives,International Conference on Computer Aided Verification,2018.0,23.0,27.0,2.0,JournalArticle|Conference,Computer Science,False
DOI:10.1007/978-3-319-96145-3_24,doi,10.1007/978-3-319-96145-3_24,True,,ee5f288cf924ab1a3239615b6ad5f5a70f73845e,Reachable Set Over-Approximation for Nonlinear Systems Using Piecewise Barrier Tubes,International Conference on Computer Aided Verification,2018.0,40.0,13.0,0.0,JournalArticle|Conference,Computer Science,True
DOI:10.1007/978-3-319-96145-3_27,doi,10.1007/978-3-319-96145-3_27,True,,e81e69fb01c276edb1b9d4feb37331111a67a3fe,Monitoring CTMCs by Multi-clock Timed Automata,International Conference on Computer Aided Verification,2018.0,28.0,5.0,0.0,JournalArticle|Conference,Computer Science,True
DOI:10.1007/978-3-319-96145-3_28,doi,10.1007/978-3-319-96145-3_28,True,,fb26bd7318c8451b14461fa9cd6b53a53ad7980c,Start Pruning When Time Gets Urgent: Partial Order Reduction for Timed Systems,International Conference on Computer Aided Verification,2018.0,45.0,12.0,0.0,JournalArticle|Conference,Computer Science,False
DOI:10.1007/978-3-319-96145-3_29,doi,10.1007/978-3-319-96145-3_29,True,,4ac0241b7c38bcb921bb16017eb0e5dbae6983ce,A Counting Semantics for Monitoring LTL Specifications over Finite Traces,International Conference on Computer Aided Verification,2018.0,15.0,17.0,1.0,JournalArticle|Conference,Computer Science|Mathematics,True
DOI:10.1007/978-3-319-96145-3_30,doi,10.1007/978-3-319-96145-3_30,True,,914d71c8598df8b911934d44783a4141cf8393b3,Rabinizer 4: From LTL to Your Favourite Deterministic Automaton,International Conference on Computer Aided Verification,2018.0,55.0,47.0,5.0,JournalArticle|Conference,Computer Science,True
DOI:10.1007/978-3-319-96145-3_31,doi,10.1007/978-3-319-96145-3_31,True,,73a8707a61b1df990627f45e16a948511e9c5c48,Strix: Explicit Reactive Synthesis Strikes Back!,International Conference on Computer Aided Verification,2018.0,26.0,104.0,14.0,JournalArticle|Conference,Computer Science,True
DOI:10.1007/978-3-319-96145-3_33,doi,10.1007/978-3-319-96145-3_33,True,,3078e6ffbca748317f4b4448f4576d703fd643b9,Nagini: A Static Verifier for Python,International Conference on Computer Aided Verification,2018.0,25.0,51.0,1.0,JournalArticle|Conference,Computer Science,True
DOI:10.1007/978-3-319-96145-3_34,doi,10.1007/978-3-319-96145-3_34,True,,a0ac4376efeff7b180a56dd159b62ac2ce00dad9,Peregrine: A Tool for the Analysis of Population Protocols,International Conference on Computer Aided Verification,2018.0,19.0,15.0,1.0,JournalArticle|Conference,Computer Science,True
DOI:10.1007/978-3-319-96145-3_35,doi,10.1007/978-3-319-96145-3_35,True,,546eae3689923556650fb77d0d391c731753d8f2,ADAC: Automated Design of Approximate Circuits,International Conference on Computer Aided Verification,2018.0,25.0,10.0,1.0,JournalArticle|Conference,Computer Science,True
DOI:10.1007/978-3-319-96145-3_39,doi,10.1007/978-3-319-96145-3_39,True,,19f7cfa66d91e14d82c8f365575305560fb28129,Deciding Probabilistic Bisimilarity Distance One for Labelled Markov Chains,International Conference on Computer Aided Verification,2018.0,35.0,11.0,0.0,JournalArticle|Conference,Computer Science,True
DOI:10.1007/978-3-319-96145-3_9,doi,10.1007/978-3-319-96145-3_9,True,,4916ba8b482075ea6ea7005d563eac1ad9cbebe2,Exploiting Synchrony and Symmetry in Relational Verification,International Conference on Computer Aided Verification,2018.0,35.0,26.0,3.0,JournalArticle|Conference,Computer Science,True
DOI:10.1007/978-94-007-0008-6_3,doi,10.1007/978-94-007-0008-6_3,False,,,,,,,,,,,
DOI:10.1016/j.entcs.2020.02.007,doi,10.1016/j.entcs.2020.02.007,True,,1eebe3ffa1487527d64941028a807d0565efb3e6,Populational Announcement Logic (PPAL),DARe@LPNMR,2020.0,47.0,0.0,0.0,JournalArticle,Computer Science,True
DOI:10.1016/j.tcs.2019.07.003,doi,10.1016/j.tcs.2019.07.003,False,,,,,,,,,,,
DOI:10.1017/s1471068420000095,doi,10.1017/s1471068420000095,True,,e9434967a63f894946dc7b91baa7bf999779e6a6,Omission-Based Abstraction for Answer Set Programs,Theory and Practice of Logic Programming,2020.0,72.0,28.0,0.0,JournalArticle,Computer Science,True
DOI:10.1017/s147106842400022x,doi,10.1017/s147106842400022x,True,,066badff574c02272f89394df9f92c1d010f5510,A Reliable Common-Sense Reasoning Socialbot Built Using LLMs and Goal-Directed ASP,Theory and Practice of Logic Programming,2024.0,40.0,8.0,0.0,JournalArticle,Computer Science,False
DOI:10.1017/s1471068424000322,doi,10.1017/s1471068424000322,True,,f6e21906a64a81a93b9bd06b6f76751f6ebc7bfc,A Neurosymbolic Framework for Bias Correction in Convolutional Neural Networks,Theory and Practice of Logic Programming,2024.0,44.0,0.0,0.0,JournalArticle,Computer Science,True
DOI:10.1038/scientificamerican0398-20b,doi,10.1038/scientificamerican0398-20b,False,,,,,,,,,,,
DOI:10.1109/cavs.2019.8887759,doi,10.1109/cavs.2019.8887759,True,,ace3521df2f0b857b6a224825e7d57fcf8b5f8ce,Spatio-Temporal Dynamics of Cellular V2X Communication in Dense Vehicular Networks,Connected and Automated Vehicles Symposium,2019.0,26.0,24.0,0.0,JournalArticle,Computer Science|Engineering,True
DOI:10.1109/cavs.2019.8887763,doi,10.1109/cavs.2019.8887763,True,,23f96c7fe94566005db269219cae37fe8600b11f,Alternative Intersection Designs with Connected and Automated Vehicle,Connected and Automated Vehicles Symposium,2019.0,23.0,10.0,0.0,JournalArticle,Computer Science|Engineering,True
DOI:10.1109/cavs.2019.8887764,doi,10.1109/cavs.2019.8887764,True,,59eb6e01d20b22c7454cbb9de4d63524d44a70c5,Meta-Deep Q-Learning for Eco-Routing,Connected and Automated Vehicles Symposium,2019.0,22.0,5.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs.2019.8887768,doi,10.1109/cavs.2019.8887768,True,,5bd12de030a43dadc072074db0cc8b4413058a44,Correct-by-Construction Advanced Driver Assistance Systems Based on a Cognitive Architecture,Connected and Automated Vehicles Symposium,2019.0,30.0,3.0,0.0,JournalArticle,Computer Science,True
DOI:10.1109/cavs.2019.8887774,doi,10.1109/cavs.2019.8887774,True,,70b483bc14b9f8261c4d1375d4a07441ee96344b,Experimental Analysis of DSRC for Radio Signaling at Grade Crossings,Connected and Automated Vehicles Symposium,2019.0,14.0,3.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs.2019.8887778,doi,10.1109/cavs.2019.8887778,True,,b52c337d2bc3f9d245cb02a7e0792e0dc11978ca,Location Anomalies Detection for Connected and Autonomous Vehicles,Connected and Automated Vehicles Symposium,2019.0,18.0,10.0,0.0,JournalArticle,Computer Science|Engineering|Mathematics,True
DOI:10.1109/cavs.2019.8887781,doi,10.1109/cavs.2019.8887781,True,,a42a0f15fa96aaef7f45152196bb7c8ea8a4b81c,Latency Analysis of LTE Networks for Vehicular Communications Based on Experiments and Computer Simulation,Connected and Automated Vehicles Symposium,2019.0,10.0,1.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs.2019.8887782,doi,10.1109/cavs.2019.8887782,True,,51e94af3d133d45deb1bc7ff84a15b769e564d7c,On Calendar-Based Scheduling for User-Friendly Charging of Plug-In Electric Vehicles,Connected and Automated Vehicles Symposium,2019.0,21.0,5.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs.2019.8887783,doi,10.1109/cavs.2019.8887783,True,,df4905991f21bf668a19d0c16a8a9b2bbd1a7b4a,A Probabilistic Framework for Trajectory Prediction in Traffic Utilizing Driver Characterization,Connected and Automated Vehicles Symposium,2019.0,8.0,4.0,1.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs.2019.8887784,doi,10.1109/cavs.2019.8887784,True,,efcf6b3574201a54077fddd610fd009f244d8c4d,Clustering Strategies of Cooperative Adaptive Cruise Control: Impacts on Human-Driven Vehicles,Connected and Automated Vehicles Symposium,2019.0,36.0,4.0,0.0,JournalArticle,Computer Science,True
DOI:10.1109/cavs.2019.8887787,doi,10.1109/cavs.2019.8887787,True,,1d9d753f8322329bb1af13fe9b9162064baa9b42,Coordinating AV Dispatch with Smart Remote Parking,Connected and Automated Vehicles Symposium,2019.0,12.0,1.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs.2019.8887788,doi,10.1109/cavs.2019.8887788,True,,0dc00f8a4c0ed0585fc6bc1a306ca442f06efb5b,Towards Bridging the Gap between Modern and Legacy Automotive ECUs: A Software-Based Security Framework for Legacy ECUs,Connected and Automated Vehicles Symposium,2019.0,29.0,3.0,0.0,JournalArticle,Computer Science,True
DOI:10.1109/cavs.2019.8887791,doi,10.1109/cavs.2019.8887791,True,,96a5867de591362c58e0e11c00c87f9f1f16340b,Investigating Value of Information in Future Vehicular Communications,Connected and Automated Vehicles Symposium,2019.0,16.0,21.0,1.0,JournalArticle,Computer Science,True
DOI:10.1109/cavs.2019.8887792,doi,10.1109/cavs.2019.8887792,True,,c462b29e80d3b6f38fa05e6a98ecb90afa7c9826,Path Loss Models for V2V mmWave Communication: Performance Evaluation and Open Challenges,Connected and Automated Vehicles Symposium,2019.0,18.0,38.0,6.0,JournalArticle,Computer Science|Engineering,True
DOI:10.1109/cavs.2019.8887793,doi,10.1109/cavs.2019.8887793,True,,91299d6ceee685440464af6c3a657e644858d9f8,Modeling V2X Communications across Multiple Road Levels,Connected and Automated Vehicles Symposium,2019.0,17.0,6.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs.2019.8887797,doi,10.1109/cavs.2019.8887797,True,,ca0340d61d1bd88b2a49b316068e887aa710af25,Real-Time Hardware-In-the-Loop Emulation Framework for DSRC-Based Connected Vehicle Applications,Connected and Automated Vehicles Symposium,2019.0,18.0,33.0,2.0,JournalArticle,Computer Science,True
DOI:10.1109/cavs.2019.8887800,doi,10.1109/cavs.2019.8887800,True,,51cb751332f1856708eb227ffae3b03b49e2885d,Safety Planning Using Control Barrier Function: A Model Predictive Control Scheme,Connected and Automated Vehicles Symposium,2019.0,14.0,14.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs.2019.8887811,doi,10.1109/cavs.2019.8887811,True,,e82e3135ecf4dfed376d0aab682ef2374c578677,Geometrical Modeling of Non-Stationary Polarimetric Vehicular Radio Channels,Connected and Automated Vehicles Symposium,2019.0,15.0,3.0,0.0,JournalArticle,Computer Science|Physics,True
DOI:10.1109/cavs.2019.8887827,doi,10.1109/cavs.2019.8887827,True,,73cfff7120b0835aef00ac050e6b6a48ebb73fac,Analysis of the Effects of Communication Trust and Delay on Consensus of Multi-Agent Systems,Connected and Automated Vehicles Symposium,2019.0,10.0,4.0,1.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs.2019.8887832,doi,10.1109/cavs.2019.8887832,True,,b03d479ee0e5661ca47fb1fbe02af9ec2e285c4b,Cooperative Perception in Connected Vehicle Traffic under Field-of-View and Participation Variations,Connected and Automated Vehicles Symposium,2019.0,31.0,4.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs.2019.8887834,doi,10.1109/cavs.2019.8887834,True,,8dfa2ec2b44cf957ea370cb15de18cb9e1e854c6,VRLS: A Unified Reinforcement Learning Scheduler for Vehicle-to-Vehicle Communications,Connected and Automated Vehicles Symposium,2019.0,15.0,8.0,0.0,JournalArticle,Computer Science|Mathematics,True
DOI:10.1109/cavs.2019.8887840,doi,10.1109/cavs.2019.8887840,True,,f7ab3a7ae436d9cc6cbb9f203a15f03548274265,C-V2X Assisted mmWave V2V Scheduling,Connected and Automated Vehicles Symposium,2019.0,8.0,15.0,1.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs.2019.8887848,doi,10.1109/cavs.2019.8887848,True,,bba68b11ee9b458303bdc7dd43c3e433e90e1a22,Path Loss Analysis and Modeling for Vehicle-to-Vehicle Communications in Convoys in Safety-Related Scenarios,Connected and Automated Vehicles Symposium,2019.0,19.0,7.0,2.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334558,doi,10.1109/cavs51000.2020.9334558,True,,23a32464e1fca5cdc9a52d4a140a1a0497069ad3,Cooperative Multi-Modal Localization in Connected and Autonomous Vehicles,Connected and Automated Vehicles Symposium,2020.0,13.0,17.0,0.0,JournalArticle,Engineering|Computer Science,True
DOI:10.1109/cavs51000.2020.9334559,doi,10.1109/cavs51000.2020.9334559,True,,68448148b9d1a632a7f242cea2fcbd677e0348f6,A Context Aware and Traffic Adaptive Privacy Scheme in VANETs,Connected and Automated Vehicles Symposium,2020.0,23.0,5.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334562,doi,10.1109/cavs51000.2020.9334562,True,,bc3dfa000d360aedce57bb8f75aa5d05e1f23fbb,Machine Learning Techniques for Vehicle Matching with Non-Overlapping Visual Features,Connected and Automated Vehicles Symposium,2020.0,21.0,5.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334578,doi,10.1109/cavs51000.2020.9334578,True,,c9eb8a7b445e47b1571cc9ad5ac5de7becdf8488,Evaluation of Sensor Tolerances and Inevitability for Pre-Crash Safety Systems in Real Case Scenarios,Connected and Automated Vehicles Symposium,2020.0,24.0,4.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334579,doi,10.1109/cavs51000.2020.9334579,True,,eec2d211e534cea40374cdac9bcef435e9d62cbb,Cooperative Road Geometry Estimation via Sharing Processed Camera Data,Connected and Automated Vehicles Symposium,2020.0,12.0,2.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334587,doi,10.1109/cavs51000.2020.9334587,True,,d5cb5f10ce00d9df4e376c90e6a17ac1abc006bc,Validation and testing of the decentralized architecture for the occupancy grid filtering pipeline,Connected and Automated Vehicles Symposium,2020.0,25.0,0.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334596,doi,10.1109/cavs51000.2020.9334596,True,,291da048797072a47e456623007d5b1a3f8b5208,Multi-Vehicle Coordination and Real-time Control of Connected and Automated Vehicles at Roundabouts,Connected and Automated Vehicles Symposium,2020.0,16.0,6.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334597,doi,10.1109/cavs51000.2020.9334597,True,,f824b4969530751a397564c9ae0ceac8d85797ed,Interaction-aware risk assessment: focus on the lateral intention,Connected and Automated Vehicles Symposium,2020.0,28.0,4.0,0.0,JournalArticle,Computer Science,True
DOI:10.1109/cavs51000.2020.9334598,doi,10.1109/cavs51000.2020.9334598,True,,141d151532700dec94519aaa6bf05dc71084ca88,Vehicle maneuver-based long-term trajectory prediction at intersection crossings,Connected and Automated Vehicles Symposium,2020.0,16.0,10.0,1.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334599,doi,10.1109/cavs51000.2020.9334599,True,,1d41275262bb49027b6582b151390cb34cea1a99,Formalizing Traffic Rules for Machine Interpretability,Connected and Automated Vehicles Symposium,2020.0,27.0,65.0,3.0,JournalArticle,Computer Science,True
DOI:10.1109/cavs51000.2020.9334603,doi,10.1109/cavs51000.2020.9334603,True,,d83d857a1fd59fd5062e8267fcf13d685ee5e5e9,A Methodology to Determine Test Scenarios for Sensor Constellation Evaluations,Connected and Automated Vehicles Symposium,2020.0,11.0,3.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334605,doi,10.1109/cavs51000.2020.9334605,True,,7eb8ce2d147896271c768e7c7024b4f139bb8b4b,Performance Analysis of Cellular-V2X with Adaptive & Selective Power Control,Connected and Automated Vehicles Symposium,2020.0,33.0,25.0,2.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334618,doi,10.1109/cavs51000.2020.9334618,True,,271f5e3e91b2b9c7458a09d9f5b0f045b35a3625,Bandwidth-Adaptive Feature Sharing for Cooperative LIDAR Object Detection,Connected and Automated Vehicles Symposium,2020.0,19.0,12.0,1.0,JournalArticle,Computer Science,True
DOI:10.1109/cavs51000.2020.9334621,doi,10.1109/cavs51000.2020.9334621,True,,e5cf68e65fd75aa7339e919050b576c46cbaf39b,Look-ahead Horizon based Energy Optimization for Connected Hybrid Electric Vehicles,Connected and Automated Vehicles Symposium,2020.0,12.0,1.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334622,doi,10.1109/cavs51000.2020.9334622,True,,095b764b4a7d2ebe14a3e5698d7dd49aed27c81e,Pose-graph based Crowdsourced Mapping Framework,Connected and Automated Vehicles Symposium,2020.0,22.0,6.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334630,doi,10.1109/cavs51000.2020.9334630,True,,393fadcccd3e507cfaef21385c7f2d25d5471226,Simulation Framework for Platooning based on Gazebo and SUMO,Connected and Automated Vehicles Symposium,2020.0,29.0,0.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334636,doi,10.1109/cavs51000.2020.9334636,True,,c53d10a2050556ece922ae7359764a610d82f3b6,A Probabilistic Model for Visual Driver Gaze Approximation from Head Pose Estimation,Connected and Automated Vehicles Symposium,2020.0,24.0,13.0,2.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334640,doi,10.1109/cavs51000.2020.9334640,True,,3c64af5c180d64a5d53762e32ec6edf3f59c9a41,Utility of Traffic Information in Dynamic Routing: Is Sharing Information Always Useful?,Connected and Automated Vehicles Symposium,2020.0,16.0,2.0,0.0,JournalArticle,Computer Science,True
DOI:10.1109/cavs51000.2020.9334646,doi,10.1109/cavs51000.2020.9334646,True,,f7992fee96fda86c91f3badd266aa499473cf325,Evaluation of Measurement Space Representations of Deep Multi-Modal Object Detection for Extended Object Tracking in Autonomous Driving,Connected and Automated Vehicles Symposium,2020.0,13.0,3.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334649,doi,10.1109/cavs51000.2020.9334649,True,,e4232a0460529b9255c191225a28b95a45ab2edd,Platoon String Stability: A Passivity Perspective,Connected and Automated Vehicles Symposium,2020.0,19.0,3.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334650,doi,10.1109/cavs51000.2020.9334650,True,,50454ff2c7d41ba94d9cd2589c40682e7066dc2e,A Data-Driven Minimal Approach for CAN Bus Reverse Engineering,Connected and Automated Vehicles Symposium,2020.0,11.0,13.0,2.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334658,doi,10.1109/cavs51000.2020.9334658,True,,db9b5a2aaed9619c7dbf53a15ba925b1b204ff66,A MEC-assisted Vehicle Platooning Control through Docker Containers,Connected and Automated Vehicles Symposium,2020.0,25.0,10.0,1.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334661,doi,10.1109/cavs51000.2020.9334661,True,,5c4b7650706cd6bff3d8c68c486b39dd9c0ada7c,Collaborative Collision Avoidance for CAVs in Unpredictable Scenarios,Connected and Automated Vehicles Symposium,2020.0,11.0,4.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334665,doi,10.1109/cavs51000.2020.9334665,True,,7bb85cd9e83bbd4e264c46c51b2177c06c5f912a,A Maneuver-based Urban Driving Dataset and Model for Cooperative Vehicle Applications,Connected and Automated Vehicles Symposium,2020.0,21.0,28.0,2.0,JournalArticle,Computer Science|Engineering,True
DOI:10.1109/cavs51000.2020.9334669,doi,10.1109/cavs51000.2020.9334669,True,,a473ae08520ae6afbf5d65137b8ea6c958268f84,Prototyping EcoCAR Connected Vehicle Testing System Using DigiCAV Development Platform,Connected and Automated Vehicles Symposium,2020.0,15.0,1.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334670,doi,10.1109/cavs51000.2020.9334670,True,,83b83cab0baf583c07f3e59b13920e17f8c600b0,Hybrid Model Based Pre-Crash Severity Estimation for Automated Driving,Connected and Automated Vehicles Symposium,2020.0,26.0,2.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334679,doi,10.1109/cavs51000.2020.9334679,True,,2dfad32b72379b82ff571099d87e031d4f8aea4e,CORR: Collaborative On-Road Reputation,Connected and Automated Vehicles Symposium,2020.0,16.0,4.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334683,doi,10.1109/cavs51000.2020.9334683,True,,e6b5a9ac898fd754e56d8b6279c1956ec56930ec,Sequence Prediction-based Proactive Caching in Vehicular Content Networks,Connected and Automated Vehicles Symposium,2020.0,15.0,6.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/cavs51000.2020.9334684,doi,10.1109/cavs51000.2020.9334684,True,,8c5cc94ac2fe24b28c375ee99442c26495aacb07,Location Information Verification in Future Vehicular Networks,Connected and Automated Vehicles Symposium,2020.0,26.0,3.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/icacsis51025.2020.9263160,doi,10.1109/icacsis51025.2020.9263160,True,,e49d5fb73341a47f051b1994e4ab128c5d43068c,Actual Causality in Contextual Abduction,International Conference on Advanced Computer Science and Information System,2020.0,28.0,0.0,0.0,JournalArticle|Conference,Computer Science,False
DOI:10.1109/icra57147.2024.10610800,doi,10.1109/icra57147.2024.10610800,True,,662f6eb7579a5e27f385023596becc9c21b0ad96,When Prolog Meets Generative Models: a New Approach for Managing Knowledge and Planning in Robotic Applications,IEEE International Conference on Robotics and Automation,2023.0,33.0,6.0,0.0,JournalArticle|Conference,Computer Science,False
DOI:10.1109/lics.2017.8005058,doi,10.1109/lics.2017.8005058,True,,b3627a704781e8baf3abd58d9356765b4023c64d,LICS 2017 foreword,Logic in Computer Science,2017.0,0.0,0.0,0.0,JournalArticle|Conference,Computer Science,False
DOI:10.1109/lics.2017.8005061,doi,10.1109/lics.2017.8005061,True,,5af58f14eb62c99827da3b2f5d1cbef2a97f9116,Logic and regular cost functions,Logic in Computer Science,2017.0,49.0,5.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/lics.2017.8005062,doi,10.1109/lics.2017.8005062,True,,3e33afb4b27542477e7f77ca68adaec1e5caf2b3,Symbolic execution and probabilistic reasoning,Logic in Computer Science,2017.0,0.0,0.0,0.0,JournalArticle|Review,Computer Science,False
DOI:10.1109/lics.2017.8005063,doi,10.1109/lics.2017.8005063,True,,a1e6c1174157d15bd4568cae40a37e9672290098,Algorithms for some infinite-state MDPs and stochastic games,Logic in Computer Science,2017.0,0.0,4.0,1.0,JournalArticle|Review,Computer Science|Mathematics,True
DOI:10.1109/lics.2017.8005064,doi,10.1109/lics.2017.8005064,True,,bd235e44c6909f4286cb451d0702de9e1c2e1e28,Quantitative semantics of the lambda calculus: Some generalisations of the relational model,Logic in Computer Science,2017.0,79.0,30.0,2.0,JournalArticle|Review,Computer Science|Mathematics,True
DOI:10.1109/lics.2017.8005065,doi,10.1109/lics.2017.8005065,True,,ac297bad3306b0eb2dd81b104f08bcdb3b2bba1f,Linear combinations of unordered data vectors,Logic in Computer Science,2016.0,47.0,11.0,1.0,JournalArticle,Computer Science|Mathematics,True
DOI:10.1109/lics.2017.8005066,doi,10.1109/lics.2017.8005066,True,,0771228459c8990ffa39a9b949bc6bf805d6b97d,An interpretation of system F through bar recursion,Logic in Computer Science,2017.0,19.0,5.0,0.0,JournalArticle,Computer Science|Mathematics,True
DOI:10.1109/lics.2017.8005067,doi,10.1109/lics.2017.8005067,True,,4d77317f737dc5ea9c18a6ee6c4f5a08a2b5b938,On the extension of computable real functions,Logic in Computer Science,2017.0,13.0,1.0,0.0,JournalArticle,Computer Science|Mathematics,True
DOI:10.1109/lics.2017.8005068,doi,10.1109/lics.2017.8005068,True,,198bd4d1842db06f8b93e2f52b9759b4a38d5332,Logics for continuous reachability in Petri nets and vector addition systems with states,Logic in Computer Science,2017.0,22.0,22.0,4.0,JournalArticle,Computer Science|Mathematics,True
DOI:10.1109/lics.2017.8005069,doi,10.1109/lics.2017.8005069,True,,22ebef4565c1ff0c881a49b8ff286154f9c514e4,Foundation for a series of efficient simulation algorithms,Logic in Computer Science,2017.0,17.0,12.0,1.0,JournalArticle,Mathematics|Computer Science,True
DOI:10.1109/lics.2017.8005071,doi,10.1109/lics.2017.8005071,True,,723f6df5889d912b91932ca1cb94bd80cbb00eae,Foundational nonuniform (Co)datatypes for higher-order logic,Logic in Computer Science,2017.0,48.0,18.0,2.0,JournalArticle,Computer Science,True
DOI:10.1109/lics.2017.8005072,doi,10.1109/lics.2017.8005072,True,,37e84f22e97633882bfca68fd0200e7b06b09e15,Common knowledge and multi-scale locality analysis in Cayley structures,Logic in Computer Science,2017.0,17.0,5.0,0.0,JournalArticle,Computer Science,False
DOI:10.1109/lics.2017.8005073,doi,10.1109/lics.2017.8005073,True,,e9ffd1ff0f56a72a86edd4c41b8c354505ab3ec0,"Herbrand property, finite quasi-Herbrand models, and a Chandra-Merlin theorem for quantified conjunctive queries",Logic in Computer Science,2017.0,32.0,6.0,0.0,JournalArticle,Computer Science|Mathematics,False
DOI:10.1109/lics.2017.8005074,doi,10.1109/lics.2017.8005074,True,,d938357a2b3ae4910a7ae0f40628a4ee1d1c585e,"Bar induction: The good, the bad, and the ugly",Logic in Computer Science,2017.0,95.0,12.0,0.0,JournalArticle,Computer Science|Mathematics,True
DOI:10.1109/lics.2017.8005075,doi,10.1109/lics.2017.8005075,True,,ff38802a01bede89f74eb729a478d254479fe243,Constructive completeness for the linear-time μ-calculus,Logic in Computer Science,2017.0,16.0,28.0,2.0,JournalArticle,Computer Science|Mathematics,False
DOI:10.1109/lics.2017.8005077,doi,10.1109/lics.2017.8005077,True,,c3db71de7146de239f3cc091191ff2efedcd363f,Higher-order parity automata,Logic in Computer Science,2017.0,24.0,19.0,3.0,JournalArticle,Computer Science|Mathematics,False
DOI:10.1109/lics.2017.8005078,doi,10.1109/lics.2017.8005078,True,,675b9fc57b1458b40564566556a10d25b05a7b97,Large scale geometries of infinite strings,Logic in Computer Science,2017.0,17.0,4.0,1.0,JournalArticle,Computer Science,True
DOI:10.1109/lics.2017.8005080,doi,10.1109/lics.2017.8005080,True,,29cfcafca8e4116ac7091729264d767541bef055,Learning first-order definable concepts over structures of small degree,Logic in Computer Science,2017.0,38.0,25.0,2.0,JournalArticle,Computer Science,True
DOI:10.1109/lics.2017.8005081,doi,10.1109/lics.2017.8005081,True,,520e193b590ab43e1103d2c427c91546cca38d75,Descriptive complexity of linear equation systems and applications to propositional proof complexity,Logic in Computer Science,2017.0,36.0,12.0,1.0,JournalArticle,Computer Science,False
DOI:10.1109/lics.2017.8005082,doi,10.1109/lics.2017.8005082,True,,11a9cc681914d2871de1126acbaa75f80566356d,Definability of summation problems for Abelian groups and semigroups,Logic in Computer Science,2017.0,27.0,4.0,1.0,JournalArticle,Computer Science|Mathematics,False
DOI:10.1109/lics.2017.8005083,doi,10.1109/lics.2017.8005083,True,,98b2e9a23399b502b343459aebb6adc2ead3cecd,Timed pushdown automata and branching vector addition systems,Logic in Computer Science,2017.0,19.0,10.0,0.0,JournalArticle,Computer Science|Mathematics,True
DOI:10.1109/lics.2017.8005084,doi,10.1109/lics.2017.8005084,True,,122680f0ab07eef4fb387addb7ee736fb3af5ec2,Fibred fibration categories,Logic in Computer Science,2016.0,37.0,9.0,1.0,JournalArticle,Computer Science|Mathematics,True
