doi_norm,coci_found,coci_error,coci_citation_count
10.1109/lics.2019.8785895,True,,11
10.1109/lics52264.2021.9470502,True,,0
10.1109/lics52264.2021.9470508,True,,3
10.1109/lics52264.2021.9470509,True,,4
10.1109/lics52264.2021.9470511,True,,1
10.1109/lics52264.2021.9470513,True,,2
10.1109/lics52264.2021.9470514,True,,1
10.1109/lics52264.2021.9470517,True,,3
10.1109/lics52264.2021.9470520,True,,2
10.1109/lics52264.2021.9470522,True,,0
10.1109/lics52264.2021.9470523,True,,1
10.1109/lics52264.2021.9470524,True,,5
10.1109/lics52264.2021.9470526,True,,3
10.1109/lics52264.2021.9470527,True,,2
10.1109/lics52264.2021.9470531,True,,15
10.1109/lics52264.2021.9470540,True,,1
10.1109/lics52264.2021.9470541,True,,0
10.1109/lics52264.2021.9470543,True,,2
10.1109/lics52264.2021.9470545,True,,1
10.1109/lics52264.2021.9470547,True,,13
10.1109/lics52264.2021.9470549,True,,1
10.1109/lics52264.2021.9470550,True,,3
10.1109/lics52264.2021.9470552,True,,11
10.1109/lics52264.2021.9470553,True,,2
10.1109/lics52264.2021.9470555,True,,6
10.1109/lics52264.2021.9470557,True,,6
10.1109/lics52264.2021.9470559,True,,3
10.1109/lics52264.2021.9470560,True,,7
10.1109/lics52264.2021.9470567,True,,0
10.1109/lics52264.2021.9470575,True,,4
10.1109/lics52264.2021.9470579,True,,3
10.1109/lics52264.2021.9470583,True,,16
10.1109/lics52264.2021.9470585,True,,3
10.1109/lics52264.2021.9470594,True,,6
10.1109/lics52264.2021.9470597,True,,5
10.1109/lics52264.2021.9470598,True,,6
10.1109/lics52264.2021.9470602,True,,1
10.1109/lics52264.2021.9470608,True,,27
10.1109/lics52264.2021.9470609,True,,7
10.1109/lics52264.2021.9470611,True,,10
10.1109/lics52264.2021.9470615,True,,0
10.1109/lics52264.2021.9470616,True,,3
10.1109/lics52264.2021.9470617,True,,8
10.1109/lics52264.2021.9470623,True,,6
10.1109/lics52264.2021.9470630,True,,5
10.1109/lics52264.2021.9470632,True,,4
10.1109/lics52264.2021.9470633,True,,1
10.1109/lics52264.2021.9470643,True,,4
10.1109/lics52264.2021.9470647,True,,1
10.1109/lics52264.2021.9470649,True,,1
10.1109/lics52264.2021.9470654,True,,4
10.1109/lics52264.2021.9470656,True,,10
10.1109/lics52264.2021.9470660,True,,0
10.1109/lics52264.2021.9470662,True,,4
10.1109/lics52264.2021.9470664,True,,5
10.1109/lics52264.2021.9470666,True,,4
10.1109/lics52264.2021.9470667,True,,3
10.1109/lics52264.2021.9470670,True,,2
10.1109/lics52264.2021.9470673,True,,14
10.1109/lics52264.2021.9470678,True,,16
10.1109/lics52264.2021.9470680,True,,1
10.1109/lics52264.2021.9470683,True,,4
10.1109/lics52264.2021.9470688,True,,0
10.1109/lics52264.2021.9470690,True,,8
10.1109/lics52264.2021.9470691,True,,1
10.1109/lics52264.2021.9470696,True,,3
10.1109/lics52264.2021.9470706,True,,1
10.1109/lics52264.2021.9470708,True,,0
10.1109/lics52264.2021.9470712,True,,12
10.1109/lics52264.2021.9470717,True,,8
10.1109/lics52264.2021.9470718,True,,17
10.1109/lics52264.2021.9470719,True,,14
10.1109/lics52264.2021.9470728,True,,0
10.1109/lics52264.2021.9470733,True,,2
10.1109/lics52264.2021.9470734,True,,3
10.1109/lics52264.2021.9470738,True,,1
10.1109/lics52264.2021.9470739,True,,2
10.1109/lics52264.2021.9470741,True,,7
10.1109/lics52264.2021.9470747,True,,2
10.1109/lics52264.2021.9470758,True,,2
10.1109/lics56636.2023.10175672,True,,9
10.1109/lics56636.2023.10175675,True,,1
10.1109/lics56636.2023.10175683,True,,2
10.1109/lics56636.2023.10175684,True,,4
10.1109/lics56636.2023.10175687,True,,1
10.1109/lics56636.2023.10175688,True,,0
10.1109/lics56636.2023.10175691,True,,2
10.1109/lics56636.2023.10175694,True,,1
10.1109/lics56636.2023.10175697,True,,1
10.1109/lics56636.2023.10175706,True,,7
10.1109/lics56636.2023.10175707,True,,1
10.1109/lics56636.2023.10175712,True,,1
10.1109/lics56636.2023.10175714,True,,4
10.1109/lics56636.2023.10175717,True,,0
10.1109/lics56636.2023.10175719,True,,2
10.1109/lics56636.2023.10175720,True,,3
10.1109/lics56636.2023.10175721,True,,0
10.1109/lics56636.2023.10175722,True,,1
10.1109/lics56636.2023.10175723,True,,1
10.1109/lics56636.2023.10175726,True,,2
10.1109/lics56636.2023.10175727,True,,2
10.1109/lics56636.2023.10175732,True,,3
10.1109/lics56636.2023.10175734,True,,4
10.1109/lics56636.2023.10175737,True,,5
10.1109/lics56636.2023.10175739,True,,3
10.1109/lics56636.2023.10175741,True,,4
10.1109/lics56636.2023.10175742,True,,1
10.1109/lics56636.2023.10175746,True,,3
10.1109/lics56636.2023.10175747,True,,2
10.1109/lics56636.2023.10175751,True,,2
10.1109/lics56636.2023.10175753,True,,3
10.1109/lics56636.2023.10175754,True,,1
10.1109/lics56636.2023.10175757,True,,11
10.1109/lics56636.2023.10175762,True,,2
10.1109/lics56636.2023.10175769,True,,1
10.1109/lics56636.2023.10175771,True,,6
10.1109/lics56636.2023.10175773,True,,3
10.1109/lics56636.2023.10175776,True,,4
10.1109/lics56636.2023.10175777,True,,1
10.1109/lics56636.2023.10175781,True,,6
10.1109/lics56636.2023.10175784,True,,1
10.1109/lics56636.2023.10175785,True,,3
10.1109/lics56636.2023.10175791,True,,1
10.1109/lics56636.2023.10175796,True,,1
10.1109/lics56636.2023.10175801,True,,5
10.1109/lics56636.2023.10175804,True,,0
10.1109/lics56636.2023.10175807,True,,0
10.1109/lics56636.2023.10175808,True,,3
10.1109/lics56636.2023.10175811,True,,3
10.1109/lics56636.2023.10175813,True,,0
10.1109/lics56636.2023.10175818,True,,1
10.1109/lics56636.2023.10175827,True,,0
10.1109/lics56636.2023.10175828,True,,0
10.1109/lics56636.2023.10175832,True,,1
10.1109/lics65433.2025.00009,True,,0
10.1109/lics65433.2025.00010,True,,0
10.1109/lics65433.2025.00011,True,,0
10.1109/lics65433.2025.00012,True,,0
10.1109/lics65433.2025.00013,True,,0
10.1109/lics65433.2025.00014,True,,0
10.1109/lics65433.2025.00015,True,,0
10.1109/lics65433.2025.00016,True,,0
10.1109/lics65433.2025.00017,True,,0
10.1109/lics65433.2025.00018,True,,0
10.1109/lics65433.2025.00019,True,,0
10.1109/lics65433.2025.00020,True,,0
10.1109/lics65433.2025.00021,True,,0
10.1109/lics65433.2025.00022,True,,0
10.1109/lics65433.2025.00023,True,,0
10.1109/lics65433.2025.00024,True,,0
10.1109/lics65433.2025.00025,True,,0
10.1109/lics65433.2025.00026,True,,0
10.1109/lics65433.2025.00027,True,,0
10.1109/lics65433.2025.00028,True,,0
10.1109/lics65433.2025.00029,True,,0
10.1109/lics65433.2025.00030,True,,0
10.1109/lics65433.2025.00031,True,,0
10.1109/lics65433.2025.00032,True,,0
10.1109/lics65433.2025.00033,True,,0
10.1109/lics65433.2025.00034,True,,0
10.1109/lics65433.2025.00035,True,,0
10.1109/lics65433.2025.00036,True,,0
10.1109/lics65433.2025.00037,True,,0
10.1109/lics65433.2025.00038,True,,0
10.1109/lics65433.2025.00039,True,,0
10.1109/lics65433.2025.00040,True,,0
10.1109/lics65433.2025.00041,True,,0
10.1109/lics65433.2025.00042,True,,0
10.1109/lics65433.2025.00043,True,,0
10.1109/lics65433.2025.00044,True,,0
10.1109/lics65433.2025.00045,True,,0
10.1109/lics65433.2025.00046,True,,0
10.1109/lics65433.2025.00047,True,,0
10.1109/lics65433.2025.00048,True,,0
10.1109/lics65433.2025.00049,True,,0
10.1109/lics65433.2025.00050,True,,0
10.1109/lics65433.2025.00051,True,,0
10.1109/lics65433.2025.00052,True,,0
10.1109/lics65433.2025.00053,True,,0
10.1109/lics65433.2025.00055,True,,0
10.1109/lics65433.2025.00056,True,,0
10.1109/lics65433.2025.00057,True,,0
10.1109/lics65433.2025.00058,True,,0
10.1109/lics65433.2025.00059,True,,0
10.1109/lics65433.2025.00060,True,,0
10.1109/lics65433.2025.00061,True,,0
10.1109/lics65433.2025.00062,True,,0
10.1109/lics65433.2025.00063,True,,0
10.1109/lics65433.2025.00064,True,,0
10.1109/lics65433.2025.00065,True,,0
10.1109/lics65433.2025.00066,True,,0
10.1109/lics65433.2025.00067,True,,0
10.1109/lics65433.2025.00068,True,,0
10.1109/lics65433.2025.00069,True,,0
10.1109/lics65433.2025.00070,True,,0
10.1109/lics65433.2025.00071,True,,0
10.1109/lics65433.2025.00072,True,,0
10.1109/lics65433.2025.00073,True,,0
10.1109/pimrcw.2019.8880831,True,,0
10.1111/j.0824-7935.2004.00241.x,True,,45
10.1145/2933575.2933577,True,,18
10.1145/2933575.2933578,True,,6
10.1145/2933575.2933579,True,,7
10.1145/2933575.2933580,True,,7
10.1145/2933575.2933581,True,,1
10.1145/2933575.2933582,True,,5
10.1145/2933575.2933586,True,,11
10.1145/2933575.2933589,True,,0
10.1145/2933575.2933590,True,,1
10.1145/2933575.2933592,True,,8
10.1145/2933575.2933594,True,,27
10.1145/2933575.2933597,True,,35
10.1145/2933575.2933598,True,,7
10.1145/2933575.2933604,True,,8
10.1145/2933575.2933608,True,,4
10.1145/2933575.2933609,True,,6
10.1145/2933575.2933610,True,,6
10.1145/2933575.2934502,True,,2
10.1145/2933575.2934503,True,,9
10.1145/2933575.2934504,True,,2
10.1145/2933575.2934505,True,,3
10.1145/2933575.2934506,True,,3
10.1145/2933575.2934508,True,,15
10.1145/2933575.2934509,True,,7
10.1145/2933575.2934510,True,,6
10.1145/2933575.2934511,True,,3
10.1145/2933575.2934513,True,,14
10.1145/2933575.2934514,True,,5
10.1145/2933575.2934515,True,,11
10.1145/2933575.2934516,True,,8
10.1145/2933575.2934517,True,,3
10.1145/2933575.2934520,True,,8
10.1145/2933575.2934526,True,,10
10.1145/2933575.2934527,True,,18
10.1145/2933575.2934532,True,,5
10.1145/2933575.2934535,True,,3
10.1145/2933575.2934537,True,,20
10.1145/2933575.2934538,True,,0
10.1145/2933575.2934541,True,,0
10.1145/2933575.2934544,True,,29
10.1145/2933575.2934545,True,,15
10.1145/2933575.2934548,True,,6
10.1145/2933575.2934549,True,,13
10.1145/2933575.2934552,True,,8
10.1145/2933575.2934553,True,,8
10.1145/2933575.2934554,True,,68
10.1145/2933575.2934555,True,,24
10.1145/2933575.2934556,True,,16
10.1145/2933575.2934561,True,,3
10.1145/2933575.2934564,True,,29
10.1145/2933575.2934567,True,,1
10.1145/2933575.2934569,True,,5
10.1145/2933575.2934570,True,,0
10.1145/2933575.2934571,True,,3
10.1145/2933575.2934572,True,,2
10.1145/2933575.2934574,True,,109
10.1145/2933575.2934579,True,,7
10.1145/2933575.2935304,True,,7
10.1145/2933575.2935306,True,,4
10.1145/2933575.2935308,True,,5
10.1145/2933575.2935310,True,,26
10.1145/2933575.2935311,True,,6
10.1145/2933575.2935314,True,,11
10.1145/2933575.2935315,True,,4
10.1145/2933575.2935316,True,,23
10.1145/2933575.2935317,True,,62
10.1145/2933575.2935319,True,,12
10.1145/2933575.2935320,True,,19
10.1145/3209108.3209112,True,,0
10.1145/3209108.3209115,True,,13
10.1145/3209108.3209116,True,,4
10.1145/3209108.3209117,True,,4
10.1145/3209108.3209118,True,,4
10.1145/3209108.3209120,True,,2
10.1145/3209108.3209121,True,,5
10.1145/3209108.3209123,True,,3
10.1145/3209108.3209125,True,,5
10.1145/3209108.3209126,True,,7
10.1145/3209108.3209127,True,,2
10.1145/3209108.3209128,True,,42
10.1145/3209108.3209129,True,,6
10.1145/3209108.3209130,True,,12
10.1145/3209108.3209131,True,,75
10.1145/3209108.3209132,True,,2
10.1145/3209108.3209133,True,,1
10.1145/3209108.3209136,True,,6
10.1145/3209108.3209138,True,,12
10.1145/3209108.3209139,True,,29
10.1145/3209108.3209140,True,,2
10.1145/3209108.3209141,True,,5
10.1145/3209108.3209142,True,,35
10.1145/3209108.3209143,True,,2
10.1145/3209108.3209145,True,,1
10.1145/3209108.3209146,True,,26
10.1145/3209108.3209147,True,,22
10.1145/3209108.3209148,True,,14
10.1145/3209108.3209149,True,,18
10.1145/3209108.3209151,True,,21
10.1145/3209108.3209153,True,,6
10.1145/3209108.3209155,True,,1
10.1145/3209108.3209156,True,,13
10.1145/3209108.3209157,True,,12
10.1145/3209108.3209158,True,,0
10.1145/3209108.3209160,True,,3
10.1145/3209108.3209162,True,,11
10.1145/3209108.3209163,True,,9
10.1145/3209108.3209164,True,,8
10.1145/3209108.3209166,True,,20
10.1145/3209108.3209167,True,,1
10.1145/3209108.3209168,True,,5
10.1145/3209108.3209169,True,,9
10.1145/3209108.3209173,True,,6
10.1145/3209108.3209175,True,,6
10.1145/3209108.3209176,True,,7
10.1145/3209108.3209178,True,,13
10.1145/3209108.3209179,True,,3
10.1145/3209108.3209180,True,,10
10.1145/3209108.3209181,True,,2
10.1145/3209108.3209183,True,,4
10.1145/3209108.3209184,True,,11
10.1145/3209108.3209185,True,,7
10.1145/3209108.3209186,True,,36
10.1145/3209108.3209187,True,,16
10.1145/3209108.3209189,True,,72
10.1145/3209108.3209190,True,,2
10.1145/3209108.3209191,True,,9
10.1145/3209108.3209193,True,,5
10.1145/3209108.3209194,True,,10
10.1145/3209108.3209197,True,,34
10.1145/3209108.3209198,True,,6
10.1145/3209108.3209199,True,,3
10.1145/3209108.3209200,True,,8
10.1145/3209108.3209201,True,,9
10.1145/3209108.3209204,True,,19
10.1145/3209108.3209205,True,,1
10.1145/3209108.3209206,True,,1
10.1145/3209108.3209207,True,,6
10.1145/3286062.3286072,True,,0
10.1145/3319535.3354216,True,,38
10.1145/3338498.3358649,True,,27
10.1145/3339984,True,,22
10.1145/3373718.3394732,True,,1
10.1145/3373718.3394733,True,,5
10.1145/3373718.3394735,True,,0
10.1145/3373718.3394738,True,,7
10.1145/3373718.3394739,True,,10
10.1145/3373718.3394740,True,,5
10.1145/3373718.3394742,True,,5
10.1145/3373718.3394743,True,,10
10.1145/3373718.3394744,True,,13
10.1145/3373718.3394746,True,,4
10.1145/3373718.3394747,True,,1
10.1145/3373718.3394750,True,,7
10.1145/3373718.3394751,True,,3
10.1145/3373718.3394752,True,,1
10.1145/3373718.3394753,True,,6
10.1145/3373718.3394754,True,,5
10.1145/3373718.3394755,True,,7
10.1145/3373718.3394756,True,,11
10.1145/3373718.3394757,True,,1
10.1145/3373718.3394758,True,,1
10.1145/3373718.3394759,True,,1
10.1145/3373718.3394760,True,,3
10.1145/3373718.3394762,True,,3
10.1145/3373718.3394764,True,,0
10.1145/3373718.3394765,True,,14
10.1145/3373718.3394766,True,,5
10.1145/3373718.3394769,True,,5
10.1145/3373718.3394771,True,,8
10.1145/3373718.3394772,True,,1
10.1145/3373718.3394773,True,,13
10.1145/3373718.3394774,True,,6
10.1145/3373718.3394776,True,,4
10.1145/3373718.3394778,True,,9
10.1145/3373718.3394780,True,,6
10.1145/3373718.3394781,True,,3
10.1145/3373718.3394782,True,,1
10.1145/3373718.3394783,True,,23
10.1145/3373718.3394784,True,,1
10.1145/3373718.3394785,True,,3
10.1145/3373718.3394786,True,,5
10.1145/3373718.3394787,True,,3
10.1145/3373718.3394792,True,,0
10.1145/3373718.3394794,True,,7
10.1145/3373718.3394795,True,,18
10.1145/3373718.3394796,True,,18
10.1145/3373718.3394797,True,,0
10.1145/3373718.3394799,True,,14
10.1145/3373718.3394800,True,,3
10.1145/3373718.3394802,True,,3
10.1145/3373718.3394804,True,,5
10.1145/3373718.3394805,True,,4
10.1145/3373718.3394806,True,,2
10.1145/3373718.3394807,True,,4
10.1145/3373718.3394809,True,,18
10.1145/3373718.3394827,True,,0
10.1145/3485002,True,,0
10.1145/3531130.3532405,True,,1
10.1145/3531130.3532410,True,,2
10.1145/3531130.3532419,True,,3
10.1145/3531130.3532439,True,,1
10.1145/3531130.3532458,True,,0
10.1145/3531130.3532469,True,,0
10.1145/3531130.3532484,True,,0
10.1145/3531130.3532488,True,,0
10.1145/3531130.3532498,True,,0
10.1145/3531130.3533326,True,,8
10.1145/3531130.3533328,True,,5
10.1145/3531130.3533329,True,,1
10.1145/3531130.3533330,True,,0
10.1145/3531130.3533332,True,,8
10.1145/3531130.3533333,True,,2
10.1145/3531130.3533336,True,,2
10.1145/3531130.3533337,True,,4
10.1145/3531130.3533338,True,,0
10.1145/3531130.3533339,True,,2
10.1145/3531130.3533342,True,,1
10.1145/3531130.3533343,True,,3
10.1145/3531130.3533344,True,,2
10.1145/3531130.3533345,True,,6
10.1145/3531130.3533346,True,,2
10.1145/3531130.3533347,True,,2
10.1145/3531130.3533349,True,,5
10.1145/3531130.3533351,True,,0
10.1145/3531130.3533352,True,,1
10.1145/3531130.3533353,True,,1
10.1145/3531130.3533354,True,,2
10.1145/3531130.3533355,True,,3
10.1145/3531130.3533356,True,,7
10.1145/3531130.3533357,True,,5
10.1145/3531130.3533358,True,,2
10.1145/3531130.3533359,True,,5
10.1145/3531130.3533361,True,,2
10.1145/3531130.3533363,True,,4
10.1145/3531130.3533364,True,,2
10.1145/3531130.3533365,True,,7
10.1145/3531130.3533366,True,,1
10.1145/3531130.3533367,True,,4
10.1145/3531130.3533368,True,,1
10.1145/3531130.3533369,True,,7
10.1145/3531130.3533370,True,,2
10.1145/3531130.3533371,True,,0
10.1145/3531130.3533372,True,,0
10.1145/3531130.3533373,True,,3
10.1145/3531130.3533374,True,,2
10.1145/3531130.3533375,True,,12
10.1145/3661814.3662068,True,,7
10.1145/3661814.3662069,True,,2
10.1145/3661814.3662071,True,,3
10.1145/3661814.3662072,True,,1
10.1145/3661814.3662073,True,,1
10.1145/3661814.3662074,True,,1
10.1145/3661814.3662075,True,,1
10.1145/3661814.3662077,True,,0
10.1145/3661814.3662078,True,,2
10.1145/3661814.3662080,True,,0
10.1145/3661814.3662081,True,,0
10.1145/3661814.3662082,True,,0
10.1145/3661814.3662083,True,,0
10.1145/3661814.3662084,True,,2
10.1145/3661814.3662085,True,,5
10.1145/3661814.3662088,True,,1
10.1145/3661814.3662089,True,,2
10.1145/3661814.3662090,True,,2
10.1145/3661814.3662092,True,,0
10.1145/3661814.3662093,True,,0
10.1145/3661814.3662094,True,,0
10.1145/3661814.3662096,True,,1
10.1145/3661814.3662098,True,,1
10.1145/3661814.3662099,True,,2
10.1145/3661814.3662100,True,,0
10.1145/3661814.3662101,True,,0
10.1145/3661814.3662102,True,,0
10.1145/3661814.3662103,True,,1
10.1145/3661814.3662105,True,,0
10.1145/3661814.3662107,True,,0
10.1145/3661814.3662108,True,,0
10.1145/3661814.3662109,True,,0
10.1145/3661814.3662110,True,,1
10.1145/3661814.3662111,True,,0
10.1145/3661814.3662112,True,,0
10.1145/3661814.3662113,True,,0
10.1145/3661814.3662114,True,,0
10.1145/3661814.3662115,True,,0
10.1145/3661814.3662116,True,,0
10.1145/3661814.3662117,True,,0
10.1145/3661814.3662118,True,,0
10.1145/3661814.3662119,True,,2
10.1145/3661814.3662120,True,,1
10.1145/3661814.3662121,True,,2
10.1145/3661814.3662122,True,,0
10.1145/3661814.3662123,True,,0
10.1145/3661814.3662124,True,,0
10.1145/3661814.3662125,True,,0
10.1145/3661814.3662126,True,,1
10.1145/3661814.3662127,True,,1
10.1145/3661814.3662128,True,,0
10.1145/3661814.3662130,True,,2
10.1145/3661814.3662131,True,,0
10.1145/3661814.3662132,True,,2
10.1145/3661814.3662133,True,,1
10.1145/3661814.3662134,True,,1
10.1145/3661814.3662135,True,,4
10.1145/3661814.3662136,True,,0
10.1145/3661814.3662137,True,,0
10.1145/3661814.3662138,True,,1
10.1145/3661814.3662139,True,,2
10.1145/3728640,True,,0
10.1145/3734516,True,,0
10.1145/3779416,True,,0
10.1145/3793666,True,,0
10.1609/aaai.v33i01.33012654,True,,2
10.1609/aaai.v34i03.5672,True,,6
10.1609/aaai.v37i5.25778,True,,0
10.1609/aaai.v39i14.33628,True,,0
10.1609/aaai.v40i48.42143,True,,0
10.1609/aaai.v40i48.42148,True,,0
10.1613/jair.1.13530,True,,1
10.1613/jair.1.17422,True,,0
10.1613/jair.1.18404,True,,0
10.1613/jair.5637,True,,9
10.1615/plasmamed.2013006341,True,,0
10.2139/ssrn.5385646,True,,0
10.23638/lmcs-13(4:26)2017,True,,0
10.23638/lmcs-15(3:16)2019,True,,3
10.23638/lmcs-15(4:17)2019,True,,1
10.23638/lmcs-16(3:1)2020,True,,0
10.23638/lmcs-17(2:8)2021,True,,2
10.23919/fmcad.2018.8602996,True,,0
10.24963/kr.2020/10,True,,4
10.24963/kr.2020/11,True,,0
10.24963/kr.2020/13,True,,1
10.24963/kr.2020/14,True,,2
10.24963/kr.2020/15,True,,10
10.24963/kr.2020/16,True,,0
10.24963/kr.2020/18,True,,5
10.24963/kr.2020/19,True,,1
10.24963/kr.2020/2,True,,0
10.24963/kr.2020/20,True,,5
10.24963/kr.2020/22,True,,0
10.24963/kr.2020/23,True,,7
10.24963/kr.2020/24,True,,1
10.24963/kr.2020/25,True,,4
10.24963/kr.2020/26,True,,1
10.24963/kr.2020/27,True,,0
10.24963/kr.2020/28,True,,3
10.24963/kr.2020/29,True,,0
10.24963/kr.2020/3,True,,3
10.24963/kr.2020/30,True,,0
10.24963/kr.2020/31,True,,6
10.24963/kr.2020/32,True,,8
10.24963/kr.2020/33,True,,0
10.24963/kr.2020/34,True,,2
10.24963/kr.2020/35,True,,3
10.24963/kr.2020/36,True,,0
10.24963/kr.2020/37,True,,3
10.24963/kr.2020/38,True,,9
10.24963/kr.2020/39,True,,2
10.24963/kr.2020/40,True,,2
10.24963/kr.2020/41,True,,3
10.24963/kr.2020/43,True,,1
10.24963/kr.2020/44,True,,0
10.24963/kr.2020/45,True,,2
10.24963/kr.2020/46,True,,1
10.24963/kr.2020/47,True,,1
10.24963/kr.2020/5,True,,0
10.24963/kr.2020/50,True,,0
10.24963/kr.2020/51,True,,1
10.24963/kr.2020/52,True,,5
10.24963/kr.2020/53,True,,0
10.24963/kr.2020/54,True,,3
10.24963/kr.2020/55,True,,0
10.24963/kr.2020/56,True,,20
10.24963/kr.2020/57,True,,0
10.24963/kr.2020/58,True,,1
10.24963/kr.2020/59,True,,7
10.24963/kr.2020/6,True,,1
10.24963/kr.2020/60,True,,3
10.24963/kr.2020/61,True,,5
10.24963/kr.2020/62,True,,2
10.24963/kr.2020/63,True,,3
10.24963/kr.2020/64,True,,1
10.24963/kr.2020/65,True,,6
10.24963/kr.2020/66,True,,7
10.24963/kr.2020/67,True,,4
10.24963/kr.2020/68,True,,2
10.24963/kr.2020/69,True,,3
10.24963/kr.2020/7,True,,6
10.24963/kr.2020/70,True,,0
10.24963/kr.2020/71,True,,7
10.24963/kr.2020/72,True,,2
10.24963/kr.2020/73,True,,2
10.24963/kr.2020/74,True,,2
10.24963/kr.2020/75,True,,0
10.24963/kr.2020/76,True,,3
10.24963/kr.2020/77,True,,11
10.24963/kr.2020/78,True,,1
10.24963/kr.2020/79,True,,9
10.24963/kr.2020/81,True,,5
10.24963/kr.2020/82,True,,12
10.24963/kr.2020/83,True,,10
10.24963/kr.2020/85,True,,0
10.24963/kr.2020/86,True,,26
10.24963/kr.2020/87,True,,10
10.24963/kr.2020/88,True,,5
10.24963/kr.2020/89,True,,8
10.24963/kr.2020/90,True,,1
10.24963/kr.2020/91,True,,26
10.24963/kr.2020/92,True,,8
10.24963/kr.2020/93,True,,3
10.24963/kr.2020/94,True,,8
10.24963/kr.2021/10,True,,1
10.24963/kr.2021/11,True,,6
10.24963/kr.2021/12,True,,10
10.24963/kr.2021/13,True,,3
10.24963/kr.2021/14,True,,5
10.24963/kr.2021/15,True,,2
10.24963/kr.2021/16,True,,0
10.24963/kr.2021/17,True,,1
10.24963/kr.2021/18,True,,0
10.24963/kr.2021/19,True,,1
10.24963/kr.2021/2,True,,9
10.24963/kr.2021/20,True,,0
10.24963/kr.2021/21,True,,2
10.24963/kr.2021/22,True,,4
10.24963/kr.2021/23,True,,2
10.24963/kr.2021/24,True,,4
10.24963/kr.2021/25,True,,0
10.24963/kr.2021/26,True,,9
10.24963/kr.2021/28,True,,0
10.24963/kr.2021/29,True,,2
10.24963/kr.2021/3,True,,1
10.24963/kr.2021/30,True,,2
10.24963/kr.2021/31,True,,1
10.24963/kr.2021/32,True,,2
10.24963/kr.2021/33,True,,0
10.24963/kr.2021/34,True,,12
10.24963/kr.2021/35,True,,1
10.24963/kr.2021/36,True,,1
10.24963/kr.2021/37,True,,4
10.24963/kr.2021/38,True,,2
10.24963/kr.2021/39,True,,2
10.24963/kr.2021/4,True,,3
10.24963/kr.2021/40,True,,2
10.24963/kr.2021/41,True,,3
10.24963/kr.2021/42,True,,0
10.24963/kr.2021/43,True,,2
10.24963/kr.2021/46,True,,3
10.24963/kr.2021/47,True,,0
10.24963/kr.2021/48,True,,1
10.24963/kr.2021/49,True,,3
10.24963/kr.2021/5,True,,9
10.24963/kr.2021/50,True,,0
10.24963/kr.2021/51,True,,2
10.24963/kr.2021/52,True,,2
10.24963/kr.2021/53,True,,3
10.24963/kr.2021/54,True,,0
10.24963/kr.2021/55,True,,1
10.24963/kr.2021/56,True,,1
10.24963/kr.2021/58,True,,5
10.24963/kr.2021/59,True,,4
10.24963/kr.2021/6,True,,1
10.24963/kr.2021/61,True,,0
10.24963/kr.2021/62,True,,2
10.24963/kr.2021/63,True,,6
10.24963/kr.2021/64,True,,1
10.24963/kr.2021/65,True,,0
10.24963/kr.2021/66,True,,1
10.24963/kr.2021/67,True,,4
10.24963/kr.2021/69,True,,2
10.24963/kr.2021/7,True,,6
10.24963/kr.2021/70,True,,0
10.24963/kr.2021/71,True,,0
10.24963/kr.2021/72,True,,1
10.24963/kr.2021/73,True,,9
10.24963/kr.2021/74,True,,2
10.24963/kr.2021/75,True,,1
10.24963/kr.2021/8,True,,13
10.24963/kr.2022/1,True,,1
10.24963/kr.2022/10,True,,2
10.24963/kr.2022/11,True,,3
10.24963/kr.2022/12,True,,0
10.24963/kr.2022/13,True,,4
10.24963/kr.2022/14,True,,2
10.24963/kr.2022/15,True,,5
10.24963/kr.2022/17,True,,3
10.24963/kr.2022/18,True,,0
10.24963/kr.2022/2,True,,1
10.24963/kr.2022/20,True,,0
10.24963/kr.2022/21,True,,2
10.24963/kr.2022/22,True,,1
10.24963/kr.2022/23,True,,0
10.24963/kr.2022/24,True,,1
10.24963/kr.2022/25,True,,0
10.24963/kr.2022/26,True,,2
10.24963/kr.2022/27,True,,1
10.24963/kr.2022/28,True,,1
10.24963/kr.2022/30,True,,0
10.24963/kr.2022/31,True,,5
10.24963/kr.2022/34,True,,2
10.24963/kr.2022/35,True,,1
10.24963/kr.2022/36,True,,2
10.24963/kr.2022/37,True,,0
10.24963/kr.2022/38,True,,1
10.24963/kr.2022/39,True,,6
10.24963/kr.2022/40,True,,0
10.24963/kr.2022/41,True,,8
10.24963/kr.2022/42,True,,2
10.24963/kr.2022/43,True,,0
10.24963/kr.2022/44,True,,8
10.24963/kr.2022/45,True,,9
10.24963/kr.2022/46,True,,0
10.24963/kr.2022/47,True,,1
10.24963/kr.2022/49,True,,2
10.24963/kr.2022/5,True,,2
10.24963/kr.2022/50,True,,2
10.24963/kr.2022/51,True,,7
10.24963/kr.2022/52,True,,0
10.24963/kr.2022/53,True,,1
10.24963/kr.2022/54,True,,1
10.24963/kr.2022/55,True,,2
10.24963/kr.2022/56,True,,0
10.24963/kr.2022/57,True,,7
10.24963/kr.2022/58,True,,2
10.24963/kr.2022/6,True,,0
10.24963/kr.2022/8,True,,0
10.24963/kr.2022/9,True,,2
10.24963/kr.2023/1,True,,2
10.24963/kr.2023/10,True,,2
10.24963/kr.2023/11,True,,0
10.24963/kr.2023/12,True,,2
10.24963/kr.2023/13,True,,1
10.24963/kr.2023/14,True,,0
