lookup_id,doi_norm,found,abstract,openalex_id,title,year,cited_by_count,referenced_works_count,fwci,is_retracted,type,type_crossref
DOI:10.4204/eptcs.416.16,10.4204/eptcs.416.16,True,"The regular models of a normal logic program are a particular type of partial (i.e. 3-valued) models which correspond to stable partial models with minimal undefinedness. In this paper, we explore graphical conditions on the dependency graph of a finite ground normal logic program to analyze the existence, unicity and number of regular models for the program. We show three main results: 1) a necessary condition for the existence of non-trivial (i.e. non-2-valued) regular models, 2) a sufficient condition for the unicity of regular models, and 3) two upper bounds for the number of regular models based on positive feedback vertex sets. The first two conditions generalize the finite cases of the two existing results obtained by You and Yuan (1994) for normal logic programs with well-founded stratification. The third result is also new to the best of our knowledge. Key to our proofs is a connection that we establish between finite ground normal logic programs and Boolean network theory.",https://openalex.org/W4404680516,"Graphical Conditions for the Existence, Unicity and Number of Regular Models",2025.0,0.0,30.0,0.0,False,article,
DOI:10.4204/eptcs.416.19,10.4204/eptcs.416.19,True,"We present clinguin, a system for ASP-driven user interface design. Clinguin streamlines the development of user interfaces for ASP developers by letting them build interactive prototypes directly in ASP, eliminating the need for separate frontend languages. To this end, clinguin uses a few dedicated predicates to define user interfaces and the treatment of user-triggered events. This simple design greatly facilitates the specification of user interactions with an ASP system, in our case clingo.",https://openalex.org/W4407349564,ASP-driven User-interaction with Clinguin,2025.0,3.0,13.0,6.0693,False,article,
DOI:10.4204/eptcs.416.20,10.4204/eptcs.416.20,True,"This short paper describes a simple and intuitive Prolog program, a metainterpreter, that computes the bottom up meaning of a simple positive Horn clause definition. It involves a simple transformation of the object program rules into metarules, which are then used by a metainterpreter to compute bottom up the model of the original program. The resulting algorithm is a form of semi-naive bottom-up evaluation. We discuss various reasons why this Prolog program is particularly interesting. In particular, this is perhaps the only Prolog program for which I find the use of Prolog's assert/1 to be intrinsic, easily understood, and the best, most perspicuous, way to program an algorithm. This short paper might be best characterized as a Prolog programming pearl.",https://openalex.org/W4407349586,A Prolog Program for Bottom-up Evaluation,2025.0,0.0,4.0,0.0,False,article,
DOI:10.4204/eptcs.416.22,10.4204/eptcs.416.22,True,"Subtyping, also known as subtype polymorphism, is a concept extensively studied in programming language theory, delineating the substitutability relation among datatypes. This property ensures that programs designed for supertype objects remain compatible with their subtypes. In this paper, we explore the capability of order-sorted logic for utilizing these ideas in the context of Knowledge Representation. We recognize two fundamental limitations: First, the inability of this logic to address the concept rather than the value of non-logical symbols, and second, the lack of language constructs for constraining the type of terms. Consequently, we propose guarded order-sorted intensional logic, where guards are language constructs for annotating typing information and intensional logic provides support for quantification over concepts.",https://openalex.org/W4407349608,Order-Sorted Intensional Logic: Expressing Subtyping Polymorphism with Typing Assertions and Quantification over Concepts,2025.0,0.0,9.0,0.0,False,article,
DOI:10.4204/eptcs.416.23,10.4204/eptcs.416.23,True,"Equational Unification is a critical problem in many areas such as automated theorem proving and security protocol analysis.In this paper, we focus on XOR-Unification, that is, unification modulo the theory of exclusive-or.This theory contains an operator with the properties Associativity, Commutativity, Nilpotency, and the presence of an identity.In the proof assistant Coq, we implement an algorithm that solves XOR unification problems, whose design was inspired by Liu and Lynch, and prove it sound, complete, and terminating.Using Coq's code extraction capability we obtain an implementation in the programming language OCaml.",https://openalex.org/W4407349669,A Coq Formalization of Unification Modulo Exclusive-Or,2025.0,0.0,19.0,0.0,False,article,
DOI:10.4204/eptcs.416.30,10.4204/eptcs.416.30,True,"This research is focused on generating achievable counterfactual explanations. Given a negative outcome computed by a machine learning model or a decision system, the novel CoGS approach generates (i) a counterfactual solution that represents a positive outcome and (ii) a path that will take us from the negative outcome to the positive one, where each node in the path represents a change in an attribute (feature) value. CoGS computes paths that respect the causal constraints among features. Thus, the counterfactuals computed by CoGS are realistic. CoGS utilizes rule-based machine learning algorithms to model causal dependencies between features. The paper discusses the current status of the research and the preliminary results obtained.",https://openalex.org/W4407349716,Generating Causally Compliant Counterfactual Explanations using ASP,2025.0,2.0,12.0,4.3079,False,article,
DOI:10.4204/eptcs.416.32,10.4204/eptcs.416.32,True,"In our daily lives and industrial settings, we often encounter dynamic problems that require reasoning over time and metric constraints. These include tasks such as scheduling, routing, and production sequencing. Dynamic logics have traditionally addressed these needs but often lack the flexibility and integration required for comprehensive problem modeling. This research aims to extend Answer Set Programming (ASP), a powerful declarative problem-solving approach, to handle dynamic domains effectively. By integrating concepts from dynamic, temporal, and metric logics into ASP, we seek to develop robust systems capable of modeling complex dynamic problems and performing efficient reasoning tasks, thereby enhancing ASPs applicability in industrial contexts.",https://openalex.org/W4407349691,Computational methods for Dynamic Answer Set Programming,2025.0,0.0,46.0,0.0,False,article,
DOI:10.4204/eptcs.416.33,10.4204/eptcs.416.33,True,"Answer Set Programming (ASP) is an important logic programming paradigm within the field of Knowledge Representation and Reasoning. As a concise, human-readable, declarative language, ASP is an excellent tool for developing trustworthy (especially, artificially intelligent) software systems. However, formally verifying ASP programs offers some unique challenges, such as 1. a lack of modularity (the meanings of rules are difficult to define in isolation from the enclosing program), 2. the ground-and-solve semantics (the meanings of rules are dependent on the input data with which the program is grounded), and 3. limitations of existing tools. My research agenda has been focused on addressing these three issues with the intention of making ASP verification an accessible, routine task that is regularly performed alongside program development. In this vein, I have investigated alternative semantics for ASP based on translations into the logic of here-and-there and many-sorted first-order logic. These semantics promote a modular understanding of logic programs, bypass grounding, and enable us to use automated theorem provers to automatically verify properties of programs.",https://openalex.org/W4407349692,Relating Answer Set Programming and Many-sorted Logics for Formal Verification,2025.0,0.0,46.0,0.0,False,article,
DOI:10.4204/eptcs.416.35,10.4204/eptcs.416.35,True,"Nowadays, sophisticated domains are emerging which require appropriate formalisms to be specified accurately in order to reason about them. One such domain is constituted of smart contracts that have emerged in cyber physical systems as a way of enforcing formal agreements between components of these systems. Smart contracts self-execute to run and share business processes through blockchain, in decentralized systems, with many different participants. Legal contracts are in many cases complex documents, with a number of exceptions, and many subcontracts. The implementation of smart contracts based on legal contracts is a long and laborious task, that needs to include all actions, procedures, and the effects of actions related to the execution of the contract. An ongoing open problem in this area is to formally account for smart contracts using a uniform and somewhat universal formalism. This thesis proposes logical foundations to smart contracts using the Situation Calculus, a logic for reasoning about actions. Situation Calculus is one of the prominent logic-based artificial intelligence approaches that provides enough logical mechanism to specify and implement dynamic and complex systems such as contracts. Situation Calculus is suitable to show how worlds dynamically change. Smart contracts are going to be implement with Golog (written en Prolog), a Situation Calculus-based programming language for modeling complex and dynamic behaviors.",https://openalex.org/W4407349698,Logical foundations of Smart Contracts,2025.0,0.0,31.0,0.0,False,article,
DOI:10.4204/eptcs.416.36,10.4204/eptcs.416.36,True,"Autonomous Vehicle (AV) systems have been developed with a strong reliance on machine learning techniques. While machine learning approaches, such as deep learning, are extremely effective at tasks that involve observation and classification, they struggle when it comes to performing higher level reasoning about situations on the road. This research involves incorporating commonsense reasoning models that use image data to improve AV systems. This will allow AV systems to perform more accurate reasoning while also making them more adjustable, explainable, and ethical. This paper will discuss the findings so far and motivate its direction going forward.",https://openalex.org/W4407349709,Commonsense Reasoning-Aided Autonomous Vehicle Systems,2025.0,0.0,15.0,0.0,False,article,
DOI:10.4204/eptcs.416.37,10.4204/eptcs.416.37,True,"Approximation Fixpoint Theory (AFT) was founded in the early 2000s by Denecker, Marek, and Truszczy\'nski as an abstract algebraic framework to study the semantics of non-monotonic logics. Since its early successes, the potential of AFT as a unifying semantic framework has become widely recognised, and the interest in AFT has gradually increased, with applications now ranging from foundations of database theory to abstract argumentation. The non-monotonic constructive processes that occur in many more areas of computer science, together with their associated semantic structures, can be successfully studied using AFT, which greatly simplifies their characterizations. The goal of my research is to take a step towards the lifting of AFT into a more general framework for constructive knowledge.",https://openalex.org/W4407349701,A Category-Theoretic Perspective on Approximation Fixpoint Theory,2025.0,0.0,29.0,0.0,False,article,
DOI:10.4204/eptcs.416.38,10.4204/eptcs.416.38,True,"Answer Set Programming (ASP) is a powerful tool for solving real-world problems. However, many problems involve numeric values and complex constraints beyond the capabilities of standard ASP solvers. Hybrid solvers like CLINGCON and CLINGO[DL] address this by using specialized methods for specific constraints. However, these solvers lack a strong theoretical foundation. This issue has first been addressed by introducing the Logic of Here-and-There with constraints (HT_c) as an extension of the Logic of Here-and-There (HT) and its non-monotone extension Equilibrium Logic. Nowadays, HT serves as a logical foundation for ASP and has facilitated a broader understanding of this paradigm. The idea is that HTC (and other extensions) play an analogous role for hybrid ASP. There remain many open questions about these logics regarding their fundamental characteristics as well as their practical use in solvers, ie. how they can guide the implementation. Having a formal understanding of these hybrid logics is also needed to better understand the inherent structure of the (real-world) problems they are applied to and to improve their representations in ASP. As an example of an application of ASP we use product configuration.",https://openalex.org/W4407349670,Hybrid Answer Set Programming: Foundations and Applications,2025.0,0.0,38.0,0.0,False,article,
DOI:10.4204/eptcs.416.41,10.4204/eptcs.416.41,True,"Efforts have been made to make machines converse like humans in the past few decades.The recent techniques of Large Language Models (LLMs) make it possible to have human-like conversations with machines, but LLM's flaws of lacking understanding and reliability are well documented.We believe that the best way to eliminate this problem is to use LLMs only as parsers to translate text to knowledge and vice versa and carry out the conversation by reasoning over this knowledge using the answer set programming.I have been developing a framework based on LLMs and ASP to realize reliable chatbots that ""understand"" human conversation.This framework has been used to develop task-specific chatbots as well as socialbots.My future research is focused on making these chatbots scalable and trainable.",https://openalex.org/W4407349680,Reliable Conversational Agents under ASP Control that Understand Natural Language,2025.0,0.0,16.0,0.0,False,article,
DOI:10.4204/eptcs.385.27,10.4204/eptcs.385.27,True,"Humans understand language by extracting information (meaning) from sentences, combining it with existing commonsense knowledge, and then performing reasoning to draw conclusions.While large language models (LLMs) such as GPT-3 and ChatGPT are able to leverage patterns in the text to solve a variety of NLP tasks, they fall short in problems that require reasoning.They also cannot reliably explain the answers generated for a given question.In order to emulate humans better, we propose STAR, a framework that combines LLMs with Answer Set Programming (ASP).We show how LLMs can be used to effectively extract knowledge-represented as predicates-from language.Goal-directed ASP is then employed to reliably reason over this knowledge.We apply the STAR framework to three different NLU tasks requiring reasoning: qualitative reasoning, mathematical reasoning, and goal-directed conversation.Our experiments reveal that STAR is able to bridge the gap of reasoning in NLU tasks, leading to significant performance improvements, especially for smaller LLMs, i.e., LLMs with a smaller number of parameters.NLU applications developed using the STAR framework are also explainable: along with the predicates generated, a justification in the form of a proof tree can be produced for a given output.",https://openalex.org/W4386211255,Reliable Natural Language Understanding with Large Language Models and Answer Set Programming,2023.0,17.0,31.0,2.9381,False,article,
DOI:10.4204/eptcs.385.11,10.4204/eptcs.385.11,True,"This paper introduces the Fusemate probabilistic logic programming system. Fusemate's inference engine comprises a grounding component and a variable elimination method for probabilistic inference. Fusemate differs from most other systems by grounding the program in a bottom-up way instead of the common top-down way. While bottom-up grounding is attractive for a number of reasons, e.g., for dynamically creating distributions of varying support sizes, it makes it harder to control the amount of ground clauses generated. We address this problem by interleaving grounding with a query-guided relevance test which prunes rules whose bodies are inconsistent with the query. % This is done We present our method in detail and demonstrate it with examples that involve ""time"", such as (hidden) Markov models. Our experiments demonstrate competitive or better performance compared to a state-of-the art probabilistic logic programming system, in particular for high branching problems.",https://openalex.org/W4386211517,Bottom-Up Stratified Probabilistic Logic Programming with Fusemate,2023.0,3.0,23.0,0.5274,False,article,
DOI:10.4204/eptcs.385.14,10.4204/eptcs.385.14,True,"Domain-specific heuristics are a crucial technique for the efficient solving of problems that are large or computationally hard. Answer Set Programming (ASP) systems support declarative specifications of domain-specific heuristics to improve solving performance. However, such heuristics must be invented manually so far. Inventing domain-specific heuristics for answer-set programs requires expertise with the domain under consideration and familiarity with ASP syntax, semantics, and solving technology. The process of inventing useful heuristics would highly profit from automatic support. This paper presents a novel approach to the automatic learning of such heuristics. We use Inductive Logic Programming (ILP) to learn declarative domain-specific heuristics from examples stemming from (near-)optimal answer sets of small but representative problem instances. Our experimental results indicate that the learned heuristics can improve solving performance and solution quality when solving larger, harder instances of the same problem.",https://openalex.org/W4386211109,Inductive Learning of Declarative Domain-Specific Heuristics for ASP,2023.0,0.0,21.0,0.0,False,article,
DOI:10.4204/eptcs.385.17,10.4204/eptcs.385.17,True,"Pearl and Verma developed d-separation as a widely used graphical criterion to reason about the conditional independencies that are implied by the causal structure of a Bayesian network. As acyclic ground probabilistic logic programs correspond to Bayesian networks on their dependency graph, we can compute conditional independencies from d-separation in the latter. In the present paper, we generalize the reasoning above to the non-ground case. First, we abstract the notion of a probabilistic logic program away from external databases and probabilities to obtain so-called program structures. We then present a correct meta-interpreter that decides whether a certain conditional independence statement is implied by a program structure on a given external database. Finally, we give a fragment of program structures for which we obtain a completeness statement of our conditional independence oracle. We close with an experimental evaluation of our approach revealing that our meta-interpreter performs significantly faster than checking the definition of independence using exact inference in ProbLog 2.",https://openalex.org/W4386211080,On the Independencies Hidden in the Structure of a Probabilistic Logic Program,2023.0,0.0,14.0,0.0,False,article,
DOI:10.4204/eptcs.385.20,10.4204/eptcs.385.20,True,"The programming language Prolog makes declarative programming possible, at least to a substantial extent. Programs may be written and reasoned about in terms of their declarative semantics. All the advantages of declarative programming are however lost when it comes to program debugging. This is because the Prolog debugger is based solely on the operational semantics. Declarative methods of diagnosis (i.e. locating errors in programs) exist, but are neglected. This paper discusses their possibly main weaknesses and shows how to overcome them. We argue that useful ways of declarative diagnosis of logic programs exist, and should be usable in actual programming.",https://openalex.org/W4386211070,On Feasibility of Declarative Diagnosis,2023.0,1.0,20.0,0.1758,False,article,
DOI:10.4204/eptcs.385.39,10.4204/eptcs.385.39,True,"The rise of powerful AI technology for a range of applications that are sensitive to legal, social, and ethical norms demands decision-making support in presence of norms and regulations. Normative reasoning is the realm of deontic logics, that are challenged by well-known benchmark problems (deontic paradoxes), and lack efficient computational tools. In this paper, we use Answer Set Programming (ASP) for addressing these shortcomings and showcase how to encode and resolve several well-known deontic paradoxes utilizing weak constraints. By abstracting and generalizing this encoding, we present a methodology for translating normative systems in ASP with weak constraints. This methodology is applied to ""ethical"" versions of Pac-man, where we obtain a comparable performance with related works, but ethically preferable results.",https://openalex.org/W4386211076,Deontic Paradoxes in ASP with Weak Constraints,2023.0,6.0,25.0,1.0548,False,article,
DOI:10.4204/eptcs.385.1,10.4204/eptcs.385.1,True,"ProbLog is a popular probabilistic logic programming language and tool, widely used for applications requiring to deal with inherent uncertainties in structured domains. In this paper we study some connections between ProbLog and a variant of another well-known formalism combining symbolic reasoning and reasoning under uncertainty, namely probabilistic argumentation. Specifically, we show that ProbLog is an instance of a form of Probabilistic Abstract Argumentation (PAA) under the constellation approach, which builds upon Assumption-Based Argumentation (ABA). The connections pave the way towards equipping ProbLog with a variety of alternative semantics, inherited from PAA/PABA, as well as obtaining novel argumentation semantics for PAA/PABA, leveraging on existing connections between ProbLog and argumentation. Moreover, the connections pave the way towards novel forms of argumentative explanations for ProbLog’s outputs.",https://openalex.org/W4386211500,ABA Learning via ASP,2023.0,1.0,19.0,0.1713,False,article,
DOI:10.4204/eptcs.385.3,10.4204/eptcs.385.3,True,"Integrating logic rules with other language features is increasingly sought after for advanced applications that require knowledge-base capabilities. To address this demand, increasingly more languages and extensions for such integration have been developed. How to evaluate such languages? This paper describes a set of programming and performance benchmarks for evaluating languages supporting integrated use of rules and other features, and the results of evaluating such an integrated language together with logic languages and languages not supporting logic rules.",https://openalex.org/W4386211259,Benchmarking for Integrating Logic Rules with Everything Else,2023.0,2.0,24.0,0.3426,False,article,
DOI:10.4204/eptcs.385.5,10.4204/eptcs.385.5,True,"In this work, which is done in the context of a (moded) logic programming language, we devise a data-flow analysis dedicated to computing what we call argument profiles. Such a profile essentially describes, for each argument of a predicate, its functionality, i.e. the operations in which the argument can be involved during an evaluation of the predicate, as well as how the argument contributes to the consumption and/or construction of data values. While the computed argument profiles can be useful for applications in the context of program understanding (as each profile essentially provides a way to better understand the role of the argument), they more importantly provide a way to discern between arguments in a manner that is more fine-grained than what can be done with other abstract characterizations such as types and modes. This is important for applications where one needs to identify correspondences between the arguments of two or more different predicates that need to be compared, such as during clone detection. Moreover, since a total order can be defined on the abstract domain of profiles, our analysis can be used for rearranging predicate arguments and order them according to their functionality, constituting as such an essential ingredient for predicate normalization techniques.",https://openalex.org/W4386211111,A Dataflow Analysis for Comparing and Reordering Predicate Arguments,2023.0,1.0,29.0,0.4606,False,article,
DOI:10.4204/eptcs.385.9,10.4204/eptcs.385.9,True,"With the ever-increasing potential of AI to perform personalised tasks, it is becoming essential to develop new machine learning techniques which are data-efficient and do not require hundreds or thousands of training data. In this paper, we explore an Inductive Logic Programming approach for one-shot text classification. In particular, we explore the framework of Meta-Interpretive Learning (MIL), along with using common-sense background knowledge extracted from ConceptNet. Results indicate that MIL can learn text classification rules from a small number of training examples. Moreover, the higher complexity of chosen examples, the higher accuracy of the outcome.",https://openalex.org/W4386211654,Towards One-Shot Learning for Text Classification using Inductive Logic Programming,2023.0,0.0,22.0,0.0,False,article,
DOI:10.4204/eptcs.385.10,10.4204/eptcs.385.10,True,"In this paper we explore the possibility of using OpenAI's CLIP to perform logically coherent grounded visual reasoning. To that end, we formalize our terms and give a geometric analysis of how embeddings in CLIP's latent space would need to be configured in order for the system to be logically coherent. Our main conclusion is that, as usually configured, CLIP cannot perform such reasoning.",https://openalex.org/W4386211497,On the Potential of CLIP for Compositional Logical Reasoning,2023.0,1.0,14.0,0.1758,False,article,
DOI:10.4204/eptcs.385.12,10.4204/eptcs.385.12,True,"In answer set programming (ASP), answer sets capture solutions to search problems of interest and thus the efficient computation of answer sets is of utmost importance. One viable implementation strategy is provided by translation-based ASP where logic programs are translated into other KR formalisms such as Boolean satisfiability (SAT), SAT modulo theories (SMT), and mixed-integer programming (MIP). Consequently, existing solvers can be harnessed for the computation of answer sets. Many of the existing translations rely on program completion and level rankings to capture the minimality of answer sets and default negation properly. In this work, we take level ranking constraints into reconsideration, aiming at their generalizations to cover aggregate-based extensions of ASP in more systematic way. By applying a number of program transformations, ranking constraints can be rewritten in a general form that preserves the structure of monotone and convex aggregates and thus offers a uniform basis for their incorporation into translation-based ASP. The results open up new possibilities for the implementation of translators and solver pipelines in practice.",https://openalex.org/W4386211240,Generalizing Level Ranking Constraints for Monotone and Convex Aggregates,2023.0,1.0,36.0,0.1728,False,article,
DOI:10.4204/eptcs.385.13,10.4204/eptcs.385.13,True,"Answer set programs in practice are often subject to change. This can lead to inconsistencies in the modified program due to conflicts between rules which are the results of the derivation of strongly complementary literals. To facilitate the maintenance of consistency in answer set programs, in this paper we continue work on a recently presented framework that implements interactive conflict resolution by extending the bodies of conflicting rules by suitable literals, so-called $\lambda$-extensions. More precisely, we present strategies to choose $\lambda$-extensions that allow for resolving several conflicts at a time in an order that aims at minimizing (cognitive) efforts. In particular, we present a graphical representation of connections between conflicts and their possible solutions. Such a representation can be utilized to efficiently guide the user through the conflict resolution process by displaying conflicts and suggesting solutions in a suitable order.",https://openalex.org/W4386213017,Sorting Strategies for Interactive Conflict Resolution in ASP,2023.0,0.0,12.0,0.0,False,article,
DOI:10.4204/eptcs.385.18,10.4204/eptcs.385.18,True,"ProbLog is a popular probabilistic logic programming language/tool, widely used for applications requiring to deal with inherent uncertainties in structured domains. In this paper we study connections between ProbLog and a variant of another well-known formalism combining symbolic reasoning and reasoning under uncertainty, i.e. probabilistic argumentation. Specifically, we show that ProbLog is an instance of a form of Probabilistic Abstract Argumentation (PAA) that builds upon Assumption-Based Argumentation (ABA). The connections pave the way towards equipping ProbLog with alternative semantics, inherited from PAA/PABA, as well as obtaining novel argumentation semantics for PAA/PABA, leveraging on prior connections between ProbLog and argumentation. Further, the connections pave the way towards novel forms of argumentative explanations for ProbLog's outputs.",https://openalex.org/W4386211097,Understanding ProbLog as Probabilistic Argumentation,2023.0,0.0,28.0,0.0,False,article,
DOI:10.4204/eptcs.385.23,10.4204/eptcs.385.23,True,"In a co-design environment changes need to be integrated quickly and in an automated manner. This paper considers the challenge of creating and optimizing a global logistics system for the construction of a passenger aircraft within a co-design approach with respect to key performance indicators (like cost, time or resilience). The product in question is an aircraft, comprised of multiple components, manufactured at multiple sites worldwide. The goal is to find an optimal way to build the aircraft taking into consideration the requirements for its industrial system. The main motivation for approaching this challenge is to develop the industrial system in tandem with the product and making it more resilient against unforeseen events, reducing the risks of bottlenecks in the supply chain. This risk reduction ensures continued efficiency and operational success. To address this challenging and complex task we have chosen Answer Set Programming (ASP) as the modeling language, formalizing the relevant requirements of the investigated industrial system. The approach presented in this paper covers three main aspects: the extraction of the relevant information from a knowledge graph, the translation into logic programs and the computation of existing configurations guided by optimization criteria. Finally we visualize the results for an effortless evaluation of these models. Internal results seem promising and yielded several new research questions for future improvements of the discussed use case.",https://openalex.org/W4386211494,A Logic Programming Approach to Global Logistics in a Co-Design Environment,2023.0,1.0,18.0,0.1758,False,article,
DOI:10.4204/eptcs.385.24,10.4204/eptcs.385.24,True,"Python and Prolog express different programming paradigms, with different strengths. Python is wildly popular because it is well-structured, easy to use, and mixes well with thousands of scientific and machine learning programs written in C. Prolog's logic-based approach provides powerful reasoning capabilities, especially when combined with constraint evaluation, probabilistic reasoning, well-founded negation, and other advances. Both languages have commonalities as well: both are usually written in C, both are dynamically typed, and both use data structures based on a small number of recursive types. This paper describes the design and implementation of Janus, a system that tightly combines Prolog and Python into a single process. Janus bi-translates data structures and offers performance of many hundreds of thousands of round-trip inter-language calls per second. Although Janus is still new, it has been used in commercial applications including natural language processing, visual query answering and robotic automation. Janus was developed for XSB, but porting Janus code to a second Prolog has been straightforward, indicating that Janus is a tool that other Prologs may easily adopt.",https://openalex.org/W4386211486,The Janus System: Multi-paradigm Programming in Prolog and Python,2023.0,4.0,16.0,1.8425,False,article,
DOI:10.4204/eptcs.385.28,10.4204/eptcs.385.28,True,"Next-gen computing paradigms foresee deploying applications to virtualised resources along a continuum of Cloud-Edge nodes. Much literature focussed on how to place applications onto such resources so as to meet their requirements. To lease resources to application operators, infrastructure providers need to identify a portion of their Cloud-Edge assets to meet set requirements. This article proposes a novel declarative resource selection strategy prototyped in Prolog to determine a suitable infrastructure portion that satisfies all requirements. The proposal is showcased over a lifelike scenario.",https://openalex.org/W4386211104,"Leasing the Cloud-Edge Continuum, à la Carte",2023.0,0.0,18.0,0.0,False,article,
DOI:10.4204/eptcs.385.33,10.4204/eptcs.385.33,True,"Active Logic Documents (ALD) are web pages which incorporate embedded Prolog engines that run locally within the browser. ALD offers both a very easy way to add click-to-run capabilities to any kind of teaching materials, independently of the tool used to generate them, as well as a tool-set for generating web-based materials with embedded examples and exercises. Both leverage on (components of) the Ciao Prolog Playground. We present a demonstration of the ALD approach and the Ciao Prolog Playground, as well as a recent extension to ALDs to facilitate the integration of other tools into the system for creating Hybrid Active Logic Documents (HALD). We also present a concrete application of these technologies to the creation of tutorials for a program verification tool.",https://openalex.org/W4386211451,"Demonstrating (Hybrid) Active Logic Documents and the Ciao Prolog Playground, and an Application to Verification Tutorials",2023.0,2.0,11.0,0.3516,False,article,
DOI:10.4204/eptcs.385.35,10.4204/eptcs.385.35,True,"This system demonstration presents Nemo, a new logic programming engine with a focus on reliability and performance.Nemo is built for data-centric analytic computations, modelled in a fully declarative Datalog dialect.Its scalability for these tasks matches or exceeds that of leading Datalog systems.We demonstrate uses in reasoning with knowledge graphs and ontologies with 10 5 -10 8 input facts, all on a laptop.Nemo is written in Rust and available as a free and open source tool.",https://openalex.org/W4386211526,Nemo: First Glimpse of a New Rule Engine,2023.0,4.0,13.0,0.6852,False,article,
DOI:10.4204/eptcs.385.38,10.4204/eptcs.385.38,True,"The generation of natural language text from data series gained renewed interest among AI research goals. Not surprisingly, the few proposals in the state of the art are based on training some system, in order to produce a text that describes and that is coherent to the data provided as input. Main challenges of such approaches are the proper identification of ""what"" to say (the key descriptive elements to be addressed in the data) and ""how"" to say: the correspondence and accuracy between data and text, the presence of contradictions/redundancy in the text, the control of the amount of synthesis. This paper presents a framework that is compliant with xAI requirements. In particular we model ASP/Python programs that enable an explicit control of accuracy errors and amount of synthesis, with proven optimal solutions. The text description is hierarchically organized, in a top-down structure where text is enriched with further details, according to logic rules. The generation of natural language descriptions' structure is also managed by logic rules.",https://openalex.org/W4386211087,An xAI Approach for Data-to-Text Processing with ASP,2023.0,1.0,16.0,0.1728,False,article,
DOI:10.4204/eptcs.385.51,10.4204/eptcs.385.51,True,"Deep Learning (DL) models have become popular for solving complex problems, but they have limitations such as the need for high-quality training data, lack of transparency, and robustness issues. Neuro-Symbolic AI has emerged as a promising approach combining the strengths of neural networks and symbolic reasoning. Symbolic knowledge injection (SKI) techniques are a popular method to incorporate symbolic knowledge into sub-symbolic systems. This work proposes solutions to improve the knowledge injection process and integrate elements of ML and logic into multi-agent systems (MAS).",https://openalex.org/W4386212956,Beyond Traditional Neural Networks: Toward adding Reasoning and Learning Capabilities through Computational Logic Techniques,2023.0,1.0,39.0,0.1737,False,article,
DOI:10.4204/eptcs.385.52,10.4204/eptcs.385.52,True,"The interest in explainability in artificial intelligence (AI) is growing vastly due to the near ubiquitous state of AI in our lives and the increasing complexity of AI systems. Answer-set Programming (ASP) is used in many areas, among them are industrial optimisation, knowledge management or life sciences, and thus of great interest in the context of explainability. To ensure the successful application of ASP as a problem-solving paradigm in the future, it is thus crucial to investigate explanations for ASP solutions. Such an explanation generally tries to give an answer to the question of why something is, respectively is not, part of the decision produced or solution to the formulated problem. Although several explanation approaches for ASP exist, almost all of them lack support for certain language features that are used in practice. Most notably, this encompasses the various ASP extensions that have been developed in the recent years to enable reasoning over theories, external computations, or neural networks. This project aims to fill some of these gaps and contribute to the state of the art in explainable ASP. We tackle this by extending the language support of existing approaches but also by the development of novel explanation formalisms, like contrastive explanations.",https://openalex.org/W4386211066,Explainable Answer-set Programming,2023.0,1.0,41.0,0.1758,False,article,
DOI:10.4204/eptcs.385.26,10.4204/eptcs.385.26,True,"Signalling pathways are conserved across different species, therefore making yeast a model organism to study these via disruption of kinase activity. Yeast has 159 genes that encode protein kinases and phosphatases, and 136 of these have counterparts in humans. Therefore any insight in this model organism could potentially offer indications of mechanisms of action in the human kinome. The study utilises a Prolog-based approach, data from a yeast kinase deletions strains study and publicly available kinase-protein associations. Prolog, a programming language that is well-suited for symbolic reasoning is used to reason over the data and infer compensatory kinase networks. This approach is based on the idea that when a kinase is knocked out, other kinases may compensate for this loss of activity. Background knowledge on kinases targeting proteins is used to guide the analysis. This knowledge is used to infer the potential compensatory interactions between kinases based on the changes in phosphorylation observed in the phosphoproteomics data from the yeast study. The results demonstrate the effectiveness of the Prolog-based approach in analysing complex cell signalling mechanisms in yeast. The inferred compensatory kinase networks provide new insights into the regulation of cell signalling in yeast and may aid in the identification of potential therapeutic targets for modulating signalling pathways in yeast and other organisms.",https://openalex.org/W4386211069,Inferring Compensatory Kinase Networks in Yeast using Prolog,2023.0,0.0,12.0,0.0,False,article,
