lookup_id,source_title,found,abstract,match_score,openalex_id,openalex_title,year,cited_by_count,referenced_works_count,fwci,is_retracted,doi
TITLE:train:412,Introspecting Preferences in Answer Set Programming.,True,"This paper develops a logic programming language, ASP^EP, that extends answer set programming language with a new epistemic operator >~_x where x in {#,supseteq}. The operator are used between two literals in rules bodies, and thus allows for the representation of introspections of preferences in the presence of multiple belief sets: G >~_# F expresses that G is preferred to F by the cardinality of the sets, and G >~_supseteq F expresses G is preferred to F by the set-theoretic inclusion. We define the semantics of ASP^EP, explore the relation to the languages of strong introspections, and study the applications of ASP^EP by modeling the Monty Hall problem and the principle of majority.",1.0,https://openalex.org/W2903426411,Introspecting Preferences in Answer Set Programming,2018.0,3.0,0.0,0.3258,False,https://doi.org/10.4230/oasics.iclp.2018.3
TITLE:train:413,"Technical Communications of the 33rd International Conference on Logic Programming, ICLP 2017, Melbourne, Australia, August 28 - September 1, 2017",False,,0.0,,,,,,,False,
TITLE:train:414,"Technical Communications of the 34th International Conference on Logic Programming, ICLP 2018, Oxford, United Kingdom, July 14-17, 2018",False,"Answer set programming (ASP) is a declarative programming language suited to solve complex combinatorial search problems. Prioritized ASP is the subdiscipline of ASP which aims at prioritizing the models (answer sets) of ASP programs. Common approaches to prioritized ASP require an additional input, sometimes expressed as special literals within the ASP program, that guides the prioritization of the answer sets. In this paper, to the best of our knowledge, we propose the first approach that is able to prioritize answer sets solely based on the original ASP program. For this, we adapt the notion of tolerance from conditional reasoning according to System Z and establish tolerance partitions of ASP programs which can be used for prioritization.",0.3822222222222222,https://openalex.org/W4400281341,Intrinsic Prioritization in Answer Set Programming Based on an Adapted Notion of Tolerance,2024.0,0.0,0.0,0.0,False,https://doi.org/10.32473/flairs.37.1.135287
TITLE:train:415,Entity set expansion from the Web via ASP.,True,"Knowledge on the Web in a large part is stored in various semantic resources that formalize, represent and organize it differently. Combining information from several sources can improve results of tasks such as recognizing similarities among objects. In this paper, we propose a logic-based method for the problem of entity set expansion (ESE), i.e. extending a list of named entities given a set of seeds. This problem has relevant applications in the Information Extraction domain, specifically in automatic lexicon generation for dictionary-based annotating tools. Contrary to typical approaches in natural languages processing, based on co-occurrence statistics of words, we determine the common category of the seeds by analyzing the semantic relations of the objects the words represent. To do it, we integrate information from selected Web resources. We introduce a notion of an entity network that uniformly represents the combined knowledge and allow to reason over it. We show how to use the network to disambiguate word senses by relying on a concept of optimal common ancestor and how to discover similarities between two entities. Finally, we show how to expand a set of entities, by using answer set programming with external predicates.",1.0,https://openalex.org/W2788515687,Entity set expansion from the Web via ASP,2018.0,15.0,0.0,2.4433,False,https://doi.org/10.4230/oasics.iclp.2017.1
TITLE:train:416,The Pyglaf Argumentation Reasoner.,True,"The pyglaf reasoner takes advantage of circumscription to solve computational problems of abstract argumentation frameworks. In fact, many of these problems are reduced to circumscription by means of linear encodings, and a few others are solved by means of a sequence of calls to an oracle for circumscription. Within pyglaf, Python is used to build the encodings and to control the execution of the external circumscription solver, which extends the SAT solver glucose and implements an algorithm based on unsatisfiable core analysis.",1.0,https://openalex.org/W2790580136,The Pyglaf Argumentation Reasoner,2018.0,18.0,6.0,2.1174,False,https://doi.org/10.4230/oasics.iclp.2017.2
TITLE:train:417,Reasoning on anonymity in Datalog+/-.,True,"In this paper we empower the ontology-based query answering framework with the ability to reason on the properties of “known” (non-anonymous) and anonymous individuals. To this end, we extend Datalog+/- with epistemic variables that range over “known” individuals only. The resulting framework, called datalog^{\exists,K}, offers good and novel knowledge representation capabilities, allowing for reasoning even on the anonymity of individuals. To guarantee effective computability, we define shyK, a decidable subclass of datalog^{\exists,K}, that fully generalizes (plain) Datalog, enhancing its knowledge modeling features without any computational overhead: OBQA for shyK keeps exactly the same (data and combined) complexity as for Datalog. To measure the expressiveness of shyK, we borrow the notion of uniform equivalence from answer set programming, and show that shyK is strictly more expressive than the DL ELH. Interestingly, shyK keeps a lower complexity, compared to other Datalog+/- languages that can express this DL.",1.0,https://openalex.org/W2788108184,Reasoning on anonymity in Datalog+/-,2018.0,2.0,0.0,0.3461,False,https://doi.org/10.4230/oasics.iclp.2017.3
TITLE:train:418,Treewidth in Non-Ground Answer Set Solving and Alliance Problems in Graphs.,True,"To solve hard problems efficiently via answer set programming (ASP), a promising approach is to take advantage of the fact that real-world instances of many hard problems exhibit small treewidth. Algorithms that exploit this have already been proposed -- however, they suffer from an enormous overhead. In the thesis, we present improvements in the algorithmic methodology for leveraging bounded treewidth that are especially targeted toward problems involving subset minimization. This can be useful for many problems at the second level of the polynomial hierarchy like solving disjunctive ground ASP. Moreover, we define classes of non-ground ASP programs such that grounding such a program together with input facts does not lead to an excessive increase in treewidth of the resulting ground program when compared to the treewidth of the input. This allows ASP users to take advantage of the fact that state-of-the-art ASP solvers perform better on ground programs of small treewidth. Finally, we resolve several open questions on the complexity of alliance problems in graphs. In particular, we settle the long-standing open questions of the complexity of the Secure Set problem and whether the Defensive Alliance problem is fixed-parameter tractable when parameterized by treewidth.",1.0,https://openalex.org/W2791132641,Treewidth in Non-Ground Answer Set Solving and Alliance Problems in Graphs,2018.0,1.0,0.0,0.1692,False,https://doi.org/10.4230/oasics.iclp.2017.12
TITLE:train:419,Rule Based Temporal Inference.,True,"Time-wise knowledge is relevant in knowledge graphs as the majority facts are true in some time period, for instance, (Barack Obama, president of, USA, 2009, 2017). Consequently, temporal information extraction and temporal scoping of facts in knowledge graphs have been a focus of recent research. Due to this, a number of temporal knowledge graphs have become available such as YAGO and Wikidata. In addition, since the temporal facts are obtained from open text, they can be weighted, i.e., the extraction tools assign each fact with a confidence score indicating how likely that fact is to be true. Temporal facts coupled with confidence scores result in a probabilistic temporal knowledge graph. In such a graph, probabilistic query evaluation (marginal inference) and computing most probable explanations (MPE inference) are fundamental problems. In addition, in these problems temporal coalescing, an important research in temporal databases, is very challenging. In this work, we study these problems by using probabilistic programming. We report experimental results comparing the efficiency of several state of the art systems.",1.0,https://openalex.org/W2780770411,Rule Based Temporal Inference,2018.0,4.0,0.0,0.6515,False,https://doi.org/10.4230/oasics.iclp.2017.4
TITLE:train:420,Logic Programming with Max-Clique and its Application to Graph Coloring (Tool Description).,True,"This paper presents pl-cliquer, a Prolog interface to the cliquer tool for the maximum clique problem. Using pl-cliquer facilitates a programming style that allows logic programs to integrate with other tools such as: Boolean satisfiability solvers, finite domain constraint solvers, and graph isomorphism tools. We illustrate this programming style to solve the Graph Coloring problem, applying a symmetry break that derives from finding a maximum clique in the input graph. We present an experimentation of the resulting Graph Coloring solver on two benchmarks, one from the graph coloring community and the other from the examination timetabling community. The implementation of pl-cliquer consists of two components: A lightweight C interface, connecting cliquer's C library and Prolog, and a Prolog module which loads the library. The complete tool is available as a SWI-Prolog module.",1.0,https://openalex.org/W2794146300,Logic Programming with Max-Clique and its Application to Graph Coloring (Tool Description),2018.0,2.0,0.0,0.1692,False,https://doi.org/10.4230/oasics.iclp.2017.5
TITLE:train:421,Achieving High Quality Knowledge Acquisition using Controlled Natural Language.,True,"Constraints on Pseudo-Boolean (PB) expressions can be translated into Conjunctive Normal Form (CNF) using several known translations. In Answer-Set Programming (ASP), analogous expressions appear in weight rules and optimization statements. Previously, we have translated weight rules into normal rules, using normalizations designed in accord with existing CNF encodings. In this work, we rededicate such designs to rewrite optimization statements in ASP. In this context, a rewrite of an optimization statement is a replacement accompanied by a set of normal rules that together replicate the original meaning. The goal is partially the same as in translating PB constraints or weight rules: to introduce new meaningful auxiliary atoms that may help a solver in the search for (optimal) solutions. In addition to adapting previous translations, we present selective rewriting techniques in order to meet the above goal while using only a limited amount of new rules and atoms. We experimentally evaluate these methods in preprocessing ASP optimization statements and then searching for optimal answer sets. The results exhibit significant advances in terms of numbers of optimally solved instances, reductions in search conflicts, and shortened computation times. By appropriate choices of rewriting techniques, improvements are made on instances involving both small and large weights. In particular, we show that selective rewriting is paramount on benchmarks involving large weights.",1.0,https://openalex.org/W2594402149,Achieving High Quality Knowledge Acquisition using Controlled Natural Language,2016.0,8.0,0.0,0.4417,False,https://doi.org/10.4230/oasics.iclp.2016.5
TITLE:train:422,Semantic Versioning Checking in a Declarative Package Manager.,True,"Semantic versioning is a principle to associate version numbers to different software releases in a meaningful manner. The correct use of version numbers is important in software package systems where packages depend on other packages with specific releases. When patch or minor version numbers are incremented, the API is unchanged or extended, respectively, but the semantics of the operations should not be affected (apart from bug fixes). Although many software package management systems assumes this principle, they do not check it or perform only simple syntactic signature checks. In this paper we show that more substantive and fully automatic checks are possible for declarative languages. We extend a package manager for the functional logic language Curry with features to check the semantic equivalence of two different versions of a software package. For this purpose, we combine CurryCheck, a tool for automated property testing, with program analysis techniques in order to ensure the termination of the checker even in case of possibly non-terminating operations defined in some package. As a result, we obtain a software package manager which checks semantic versioning and, thus, supports a reliable and also specification-based development of software packages.",1.0,https://openalex.org/W2788596746,Semantic Versioning Checking in a Declarative Package Manager,2018.0,2.0,0.0,0.7854,False,https://doi.org/10.4230/oasics.iclp.2017.6
TITLE:train:423,A Simple Complete Search for Logic Programming.,True,"Here, we present a family of complete interleaving depth-first search strategies for embedded, domain-specific logic languages. We derive our search family from a stream-based implementation of incomplete depth-first search. The DSL's programs' texts induce particular strategies guaranteed to be complete.",1.0,https://openalex.org/W2789248829,A Simple Complete Search for Logic Programming,2018.0,1.0,0.0,0.0,False,https://doi.org/10.4230/oasics.iclp.2017.14
TITLE:train:424,Understanding Restaurant Stories Using an ASP Theory of Intentions.,True,"The paper describes an application of logic programming to story understanding. Substantial work in this direction has been done by Erik Mueller, who focused on texts about stereotypical activities (or scripts), in particular restaurant stories. His system performed well, but could not understand texts describing exceptional scenarios. We propose addressing this problem by using a theory of intentions developed by Blount, Gelfond, and Balduccini. We present a methodology in which we model scripts as activities and employ the concept of an intentional agent to reason about both normal and exceptional scenarios.",1.0,https://openalex.org/W2788117839,Understanding Restaurant Stories Using an ASP Theory of Intentions,2018.0,1.0,0.0,0.1629,False,https://doi.org/10.4230/oasics.iclp.2017.7
TITLE:train:425,Learning Effect Axioms via Probabilistic Logic Programming.,True,"In this paper we showed how we can automatically learn the structure and parameters of probabilistic effect axioms for the Simple Event Calculus (SEC) from positive and negative example interpretations stated as short dialogue sequences in natural language. We used the cplint framework for this task that provides libraries for structure and parameter learning and for answering queries with exact and inexact inference. The example dialogues that are used for learning the structure of the probabilistic logic program are parsed into dependency structures and then further translated into the Event Calculus notation with the help of a simple ontology. The novelty of our approach is that we can not only process uncertainty in event recognition but also learn the structure of effect axioms and combine these two sources of uncertainty to successfully answer queries under this probabilistic setting. Interestingly, our extension of the logic-based version of the SEC is completely elaboration-tolerant in the sense that the probabilistic version fully includes the logic-based version. This makes it possible to use the probabilistic version of the SEC in the traditional way as well as when we have to deal with uncertainty in the observed world. In the future, we would like to extend the probabilistic version of the SEC to deal -- among other things -- with concurrent actions and continuous change.",1.0,https://openalex.org/W2788012528,Learning Effect Axioms via Probabilistic Logic Programming,2018.0,0.0,0.0,0.0,False,https://doi.org/10.4230/oasics.iclp.2017.8
TITLE:train:426,On Improving Run-time Checking in Dynamic Languages.,True,"In order to detect incorrect program behaviors, a number of approaches&#13;\nhave been proposed, which include a combination of language-level&#13;\nconstructs (procedure-level annotations such as assertions/contracts,&#13;\ngradual types, etc.) and associated tools (such as static code analyzers&#13;\nand run-time verification frameworks).&#13;\nHowever, it is often the case that these constructs and tools are not&#13;\nused to their full extent in practice due to a number of limitations&#13;\nsuch as excessive run-time overhead and/or limited expressiveness.&#13;\nThe issue is especially prominent in the context of dynamic&#13;\nlanguages without an underlying strong type system, such as Prolog.&#13;\nIn our work we propose several practical solutions for minimizing the&#13;\nrun-time overhead associated with assertion-based verification while&#13;\nkeeping the correctness guarantees provided by run-time checks.&#13;\nWe present the solutions in the context of the Ciao system, where a&#13;\ncombination of an abstract interpretation-based static analyzer and&#13;\nrun-time verification framework is available, although our proposals&#13;\ncan be straightforwardly adapted to any other similar system.",1.0,https://openalex.org/W2789158043,On Improving Run-time Checking in Dynamic Languages,2018.0,0.0,0.0,0.0,False,https://doi.org/10.4230/oasics.iclp.2017.15
TITLE:train:427,Towards Run-time Checks Simplification via Term Hiding.,True,"One of the most attractive features of untyped languages for programmers is the flexibility in term creation and manipulation. However, with such power comes the responsibility of ensuring correctness of operations. A solution is adding run-time checks to the program via assertions, but this can introduce overheads that are in many cases impractical. While such overheads can be greatly reduced with static analysis, the gains depend strongly on the quality of the information inferred. Reusable libraries, i.e., library modules that are pre-compiled independently of the client, pose special challenges in this context. We propose a relaxed form of atom-based module system (which hides only a selected set of functor symbols but still provides a strict mechanism to prevent breaking visibility rules across modules) that can enrich significantly the shape information that can be inferred in reusable modular programs. We also propose an improved run-time checking approach that takes advantage of the proposed mechanisms to achieve large reductions in overhead, closer to those of static languages even in the reusable-library context. While the approach is general and system-independent, we present it for concreteness in the context of the Ciao assertion language and combined static/dynamic checking framework. Our method maintains full expressiveness of the checks in this context. Contrary to other approaches it does not introduce the need to switch the language to (static) type systems, which is known to change the semantics in languages like Prolog. We also study the approach experimentally and evaluate the overhead reduction achieved in the run-time checks.",1.0,https://openalex.org/W2788336743,Towards Run-time Checks Simplification via Term Hiding,2018.0,2.0,0.0,0.3927,False,https://doi.org/10.4230/oasics.iclp.2017.9
TITLE:train:428,A Hitchhiker&apos;s Guide to Reinventing a Prolog Machine.,False,,0.0,,,,,,,False,
TITLE:train:429,"Front Matter, Table of Contents, Preface, Conference Organization.",True,"Front Matter, Table of Contents, Preface, Conference Organization",1.0,https://openalex.org/W3108106901,"Front Matter, Table of Contents, Preface, Conference Organization",2019.0,63.0,0.0,1.9414,False,https://doi.org/10.4230/lipics.ipec.2018.0
TITLE:train:430,// Efficient Declarative Solutions in Picat for Optimal Multi-Agent Pathfinding.,True,"The multi-agent pathfinding (MAPF) problem has attracted considerable attention because of its relation to practical applications. The majority of solutions for MAPF are algorithmic. Recently, declarative solutions that reduce MAPF to encodings for off-the-shelf solvers have achieved remarkable success. We present a constraint-based declarative model for MAPF, together with its implementation in Picat, which uses SAT and MIP. We consider both the makespan and the sum-of-costs objectives, and propose a preprocessing technique for improving the performance of the model. Experimental results show that the implementation using SAT is highly competitive. We also analyze the high performance of the SAT solution by relating it to the SAT encoding algorithms that are used in the Picat compiler.",1.0,https://openalex.org/W2794263866,Efficient Declarative Solutions in Picat for Optimal Multi-Agent Pathfinding,2018.0,0.0,0.0,0.0,False,https://doi.org/10.4230/oasics.iclp.2017.11
TITLE:train:431,Computing Diverse Optimal Stable Models.,True,"We introduce a comprehensive framework for computing diverse (or similar) solutions to logic programs with preferences. Our framework provides a wide spectrum of complete and incomplete methods for solving this task. Apart from proposing several new methods, it also accommodates existing ones and generalizes them to programs with preferences. Interestingly, this is accomplished by integrating and automating several basic ASP techniques - being of general interest even beyond diversification. The enabling factor of this lies in the recent advance of multi-shot ASP solving that provides us with fine-grained control over reasoning processes and abolishes the need for solver modifications and wrappers that were indispensable in previous approaches. Our framework is implemented as an extension to the ASP-based preference handling system asprin. We use the resulting system asprin 2 for an empirical evaluation of the diversification methods comprised in our framework.",1.0,https://openalex.org/W2579855366,Computing Diverse Optimal Stable Models,2016.0,6.0,0.0,2.225,False,https://doi.org/10.4230/oasics.iclp.2016.3
TITLE:train:432,Tabled CLP for Reasoning Over Stream Data.,True,"The interest in reasoning over stream data is growing as quickly as the amount of data generated. Our intention is to change the way stream data is analyzed. This is an important problem because we constantly have new sensors collecting information, new events from electronic devices and/or from customers and we want to reason about this information. For example, information about traffic jams and costumer order could be used to define a deliverer route. When there is a new order or a new traffic jam, we usually restart from scratch in order to recompute the route. However, if we have several deliveries and we analyze the information from thousands of sensors, we would like to reduce the computation requirements, e.g. reusing results from the previous computation. Nowadays, most of the applications that analyze stream data are specialized for specific problems (using complex algorithms and heuristics) and combine a computation language with a query language. As a result, when the problems become more complex (in e.g. reasoning requirements), in order to modify the application complex and error prone coding is required. We propose a framework based on a high-level language rooted in logic and constraints that will be able to provide customized services to different problems. The framework will discard wrong solutions in early stages and will reuse previous results that are still consistent with the current data set. The use of a constraint logic programming language will make it easier to translate the problem requirements into the code and will minimize the amount of re-engineering needed to comply with the requirements when they change.",1.0,https://openalex.org/W2574190931,Tabled CLP for Reasoning Over Stream Data,2016.0,4.0,0.0,1.3252,False,https://doi.org/10.4230/oasics.iclp.2016.17
TITLE:train:433,Justifications and Blocking Sets in a Rule-Based Answer Set Computation.,True,"Notions of justifications for logic programs under answer set semantics have been recently studied for atom-based approaches or argumentation approaches. The paper addresses the question in a rule-based answer set computation: the search algorithm does not guess on the truth or falsity of an atom but on the application or non application of a non monotonic rule. In this view, justifications are sets of ground rules with particular properties. Properties of these justifications are established; in particular the notion of blocking set (a reason incompatible with an answer set) is defined, that permits to explain computation failures. Backjumping, learning, debugging and explanations are possible applications.",1.0,https://openalex.org/W2578593895,Justifications and Blocking Sets in a Rule-Based Answer Set Computation,2016.0,4.0,0.0,0.4417,False,https://doi.org/10.4230/oasics.iclp.2016.6
TITLE:train:434,Rewriting Optimization Statements in Answer-Set Programs.,False,,0.4482758620689655,https://openalex.org/W2725553666,lp2normal — A Normalization Tool for Extended Logic Programs,2017.0,13.0,18.0,1.4123,False,https://doi.org/10.1007/978-3-319-61660-5_20
TITLE:train:435,Answer Set Programming for Qualitative Spatio-Temporal Reasoning: Methods and Experiments.,True,"We study the translation of reasoning problems involving qualitative spatio-temporal calculi into answer set programming (ASP). We present various alternative transformations and provide a qualitative comparison among them. An implementation of these transformations is provided by a tool that transforms problem instances specified in the language of the Generic Qualitative Reasoner (GQR) into ASP problems. Finally, we report on an experimental analysis of solving consistency problems for Allen's Interval Algebra and the Region Connection Calculus with eight base relations (RCC-8).",1.0,https://openalex.org/W2575463631,Answer Set Programming for Qualitative Spatio-Temporal Reasoning: Methods and Experiments,2016.0,22.0,0.0,4.4341,False,https://doi.org/10.4230/oasics.iclp.2016.4
TITLE:train:436,Constraint CNF: SAT and CSP Language Under One Roof.,True,"A new language, called constraint CNF, is proposed. It integrates propositional logic with constraints stemming from constraint programming. A family of algorithms is designed to solve problems expressed in constraint CNF. These algorithms build on techniques from both propositional satisfiability and constraint programming. The result is a uniform language and an algorithmic framework, which allow us to gain a deeper understanding of the relation between the solving techniques used in propositional satisfiability and in constraint programming and apply them together.",1.0,https://openalex.org/W2236450292,Constraint CNF: SAT and CSP Language Under One Roof,2016.0,0.0,11.0,0.0,False,https://doi.org/10.4230/oasics.iclp.2016.12
TITLE:train:437,Automating Disease Management Using Answer Set Programming.,True,"Management of chronic diseases such as heart failure, diabetes, and chronic obstructive pulmonary disease (COPD) is a major problem in health care. A standard approach that the medical community has devised to manage widely prevalent chronic diseases such as chronic heart failure (CHF) is to have a committee of experts develop guidelines that all physicians should follow. These guidelines typically consist of a series of complex rules that make recommendations based on a patient's information. Due to their complexity, often the guidelines are either ignored or not complied with at all, which can result in poor medical practices. It is not even clear whether it is humanly possible to follow these guidelines due to their length and complexity. In the case of CHF management, the guidelines run nearly 80 pages. In this paper we describe a physician-advisory system for CHF management that codes the entire set of clinical practice guidelines for CHF using answer set programming. Our approach is based on developing reasoning templates (that we call knowledge patterns) and using these patterns to systemically code the clinical guidelines for CHF as ASP rules. Use of the knowledge patterns greatly facilitates the development of our system. Given a patient's medical information, our system generates a recommendation for treatment just as a human physician would, using the guidelines. Our system will work even in the presence of incomplete information. Our work makes two contributions: (i) it shows that highly complex guidelines can be successfully coded as ASP rules, and (ii) it develops a series of knowledge patterns that facilitate the coding of knowledge expressed in a natural language and that can be used for other application domains.",1.0,https://openalex.org/W2576868331,Automating Disease Management Using Answer Set Programming,2016.0,0.0,0.0,0.0,False,https://doi.org/10.4230/oasics.iclp.2016.22
TITLE:train:438,Grounded Fixpoints and Active Integrity Constraints.,True,"The formalism of active integrity constraints was introduced as a way to specify particular classes of integrity constraints over relational databases together with preferences on how to repair existing inconsistencies. The rule-based syntax of such integrity constraints also provides algorithms for finding such repairs that achieve the best asymptotic complexity. However, the different semantics that have been proposed for these integrity constraints all exhibit some counter-intuitive examples. In this work, we look at active integrity constraints using ideas from algebraic fixpoint theory. We show how database repairs can be modeled as fixpoints of particular operators on databases, and study how the notion of grounded fixpoint induces a corresponding notion of grounded database repair that captures several natural intuitions, and in particular avoids the problems of previous alternative semantics. In order to study grounded repairs in their full generality, we need to generalize the notion of grounded fixpoint to non-deterministic operators. We propose such a definition and illustrate its plausibility in the database context.",1.0,https://openalex.org/W3099923865,Grounded Fixpoints and Active Integrity Constraints,2016.0,6.0,0.0,,False,https://doi.org/10.48550/arxiv.1607.05412
TITLE:train:439,A Compositional Typed Higher-Order Logic with Definitions.,True,"Expressive KR languages are built by integrating different language constructs, or extending a language with new language constructs. This process is difficult if non-truth-functional or non-monotonic constructs are involved. What is needed is a compositional principle. This paper presents a compositional principle for defining logics by modular composition of logical constructs, and applies it to build a higher order logic integrating typed lambda calculus and rule sets under a well-founded or stable semantics. Logical constructs are formalized as triples of a syntactical rule, a semantical rule, and a typing rule. The paper describes how syntax, typing and semantics of the logic are composed from the set of its language constructs. The base semantical concept is the infon: mappings from structures to values in these structures. Semantical operators of language constructs operate on infons and allow to construct the infons of compound expressions from the infons of its subexpressions. This conforms to Frege's principle of compositionality.",1.0,https://openalex.org/W2591642135,A Compositional Typed Higher-Order Logic with Definitions,2016.0,5.0,0.0,1.3252,False,https://doi.org/10.4230/oasics.iclp.2016.14
TITLE:train:440,P-rho-Log: Combining Logic Programming with Conditional Transformation Systems.,True,P-rho-Log extends Prolog by conditional transformations that are controlled by strategies. We give a brief overview of the tool and illustrate its capabilities.,1.0,https://openalex.org/W2576723267,P-rho-Log: Combining Logic Programming with Conditional Transformation Systems,2016.0,0.0,0.0,0.0,False,https://doi.org/10.4230/oasics.iclp.2016.10
TITLE:train:441,Methods for Solving Extremal Problems in Practice.,True,"During the 20 th century there has been an incredible progress in solving theoretically hard problems in practice. One of the most prominent examples is the DPLL algorithm and its derivatives to solve the Boolean satisfiability problem, which can handle instances with millions of variables and clauses in reasonable time, notwithstanding the theoretical difficulty of solving the problem. Despite this progress, there are classes of problems that contain especially hard instances, which have remained open for decades despite their relative small size. One such class is the class of extremal problems, which typically involve finding a combinatorial object under some constraints (e.g, the search for Ramsey numbers). In recent years, a number of specialized methods have emerged to tackle extremal problems. Most of these methods are applied to a specific problem, despite the fact there is a great deal in common between different problems. Following a meticulous examination of these methods, we would like to extend them to handle general extremal problems. Further more, we would like to offer ways to exploit the general structure of extremal problems in order to develop constraints and symmetry breaking techniques which will, hopefully, improve existing tools. The latter point is of immense importance in the context of extremal problems, which often hamper existing tools when there is a great deal of symmetry in the search space, or when not enough is known of the problem structure. For example, if a graph is a solution to a problem instance, in many cases any isomorphic graph will also be a solution. In such cases, existing methods can usually be applied only if the model excludes symmetries.",1.0,https://openalex.org/W2216632330,Methods for Solving Extremal Problems in Practice,2015.0,1.0,4.0,0.4451,False,https://doi.org/10.4230/oasics.iclp.2016.21
TITLE:train:442,Constraint Propagation and Explanation over Novel Types by Abstract Compilation.,True,"The appeal of constraint programming (CP) lies in compositionality – the ability to mix and match constraints as needed. However, this flexibility typically does not extend to the types of variables. Solvers usually support only a small set of pre-defined variable types, and extending this is not typically a simple exercise: not only must the solver engine be updated, but then the library of supported constraints must be re-implemented to support the new type. In this paper, we attempt to ease this second step. We describe a system for automatically deriving a native-code implementation of a global constraint (over novel variable types) from a declarative specification, complete with the ability to explain its propagation, a requirement if we want to make use of modern lazy clause generation CP solvers. We demonstrate this approach by adding support for wrapped-integer variables to chuffed, a lazy clause generation CP solver.",1.0,https://openalex.org/W2572387202,Constraint Propagation and Explanation over Novel Types by Abstract Compilation,2016.0,1.0,0.0,0.3036,False,https://doi.org/10.4230/oasics.iclp.2016.13
TITLE:train:443,Controlled Natural Languages for Knowledge Representation and Reasoning.,True,"Controlled natural languages (CNLs) are effective languages for knowledge representation and reasoning. They are designed based on certain natural languages with restricted lexicon and grammar. CNLs are unambiguous and simple as opposed to their base languages. They preserve the expressiveness and coherence of natural languages. In this paper, it mainly focuses on a class of CNLs, called machine-oriented CNLs, which have well-defined semantics that can be deterministically translated into formal languages to do logical reasoning. Although a number of machine-oriented CNLs emerged and have been used in many application domains for problem solving and question answering, there are still many limitations: First, CNLs cannot handle inconsistencies in the knowledge base. Second, CNLs are not powerful enough to identify different variations of a sentence and therefore might not return the expected inference results. Third, CNLs do not have a good mechanism for defeasible reasoning. This paper addresses these three problems and proposes a research plan for solving these problems. It also shows the current state of research: a paraconsistent logical framework from which six principles that guide the user to encode CNL sentences were created. Experiment results show this paraconsistent logical framework and these six principles can consistently and effectively solve word puzzles with injections of inconsistencies.",1.0,https://openalex.org/W2576951684,Controlled Natural Languages for Knowledge Representation and Reasoning,2016.0,3.0,0.0,0.0,False,https://doi.org/10.4230/oasics.iclp.2016.19
TITLE:train:444,Answer Set Solving with Generalized Learned Constraints.,True,"Conflict learning plays a key role in modern Boolean constraint solving. Advanced in satisfiability testing, it has meanwhile become a base technology in many neighboring fields, among them answer set programming (ASP). However, learned constraints are only valid for a currently solved problem instance and do not carry over to similar instances. We address this issue in ASP and introduce a framework featuring an integrated feedback loop that allows for reusing conflict constraints. The idea is to extract (propositional) conflict constraints, generalize and validate them, and reuse them as integrity constraints. Although we explore our approach in the context of dynamic applications based on transition systems, it is driven by the ultimate objective of overcoming the issue that learned knowledge is bound to specific problem instances. We implemented this workflow in two systems, namely, a variant of the ASP solver clasp that extracts integrity constraints along with a downstream system for generalizing and validating them.",1.0,https://openalex.org/W2576280707,Answer Set Solving with Generalized Learned Constraints,2016.0,2.0,0.0,0.4417,False,https://doi.org/10.4230/oasics.iclp.2016.9
TITLE:train:445,Theory Solving Made Easy with Clingo 5.,True,"Answer Set Programming (ASP) is a model, ground, and solve paradigm. The integration of application- or theory-specific reasoning into ASP systems thus impacts on many if not all elements of its workflow, viz. input language, grounding, intermediate language, solving, and output format. We address this challenge with the fifth generation of the ASP system clingo and its grounding and solving components by equipping them with well-defined generic interfaces facilitating the manifold integration efforts. On the grounder's side, we introduce a generic way of specifying language extensions and propose an intermediate format accommodating their ground representation. At the solver end, this is accompanied by high-level interfaces easing the integration of theory propagators dealing with these extensions.",1.0,https://openalex.org/W2578895614,Theory Solving Made Easy with Clingo 5,2016.0,147.0,0.0,28.2703,False,https://doi.org/10.4230/oasics.iclp.2016.2
TITLE:train:446,On the Expressiveness of Spatial Constraint Systems.,True,"In this paper we shall report on our progress using spatial constraint system as an abstract representation of modal and epistemic behaviour. First we shall give an introduction as well as the background to our work. Then, we present our preliminary results on the representation of modal behaviour by using spatial constraint systems. Then, we present our ongoing work on the characterization of the epistemic notion of knowledge. Finally, we discuss about the future work of our research.",1.0,https://openalex.org/W2578278993,On the Expressiveness of Spatial Constraint Systems,2016.0,4.0,0.0,0.8629,False,https://doi.org/10.4230/oasics.iclp.2016.16
TITLE:train:447,Testing of Concurrent Programs.,True,"Although structural testing techniques are among the weakest available with regard to developing confidence in sequential programs, they are not without merit. The authors extend the notion of structural testing criteria to concurrent programs and propose a hierarchy of supporting structural testing techniques. Coverage criteria described include concurrency state coverage, state transition coverage and synchronization coverage. Requisite support tools include a static concurrency analyzer and either a program transformation system or a powerful run-time monitor. Also helpful is a controllable run-time scheduler. The techniques proposed are suitable for Ada or CSP-like languages. Best results are obtained for programs having only static naming of tasking objects.< <ETX xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">&gt;</ETX>",0.8450704225352113,https://openalex.org/W2043292640,Structural testing of concurrent programs,1992.0,225.0,32.0,6.58588958,False,https://doi.org/10.1109/32.126769
