source_split,id,title,year,doi,doi_norm,s2_paper_id,abstract,abstract_source,abstract_len,has_abstract,s2_lookup_id,s2_found,s2_abstract,s2_tldr,s2_s2_paper_id,s2_title,s2_year,s2_venue,s2_publication_types,s2_fields_of_study,s2_citation_count,s2_reference_count,s2_external_ids_json,oa_doi_norm,oa_found,oa_abstract,oa_openalex_id,oa_title,oa_year,oa_cited_by_count,oa_referenced_works_count,oa_fwci,oa_is_retracted,oa_type,oa_type_crossref,cr_doi_norm,cr_found,cr_abstract,cr_publisher,cr_type,cr_container_title,cr_subjects,oat_source_title,oat_found,oat_abstract,oat_match_score,oat_openalex_id,oat_openalex_title,oat_year,oat_cited_by_count,oat_referenced_works_count,oat_fwci,oat_is_retracted,oat_doi
train,10,ASP Chef Creates Surveys.,2025,https://www.semanticscholar.org/paper/d5f2cec014c85b45fea94485b6e554d34ef687d1,,d5f2cec014c85b45fea94485b6e554d34ef687d1,"The integration of SurveyJS, an open-source JavaScript library for building dynamic and interactive forms, into ASP Chef, a web-based framework for designing and executing Answer Set Programming (ASP) pipelines known as recipes, significantly expands the applicability of ASP Chef in domains requiring real-time data acquisition and interactive workflows.",s2_tldr,355,True,S2:d5f2cec014c85b45fea94485b6e554d34ef687d1,True,,"The integration of SurveyJS, an open-source JavaScript library for building dynamic and interactive forms, into ASP Chef, a web-based framework for designing and executing Answer Set Programming (ASP) pipelines known as recipes, significantly expands the applicability of ASP Chef in domains requiring real-time data acquisition and interactive workflows.",d5f2cec014c85b45fea94485b6e554d34ef687d1,ASP Chef Creates Surveys,2025.0,ICLP Workshops,JournalArticle|Review,Computer Science,0.0,28.0,"{""DBLP"": ""conf/iclp/AlvianoCR25"", ""CorpusId"": 283674142}",,,,,,,,,,,,,,,,,,,,ASP Chef Creates Surveys.,False,"Edible oils are the major natural dietary sources of tocopherols and tocotrienols, collectively known as tocols. Plant foods with low lipid content usually have negligible quantities of tocols. However, seeds and other plant food processing by-products may serve as alternative sources of edible oils with considerable contents of tocopherols and tocotrienols. Tocopherols are among the most important lipid-soluble antioxidants in food as well as in human and animal tissues. Tocopherols are found in lipid-rich regions of cells (e.g., mitochondrial membranes), fat depots, and lipoproteins such as low-density lipoprotein cholesterol. Their health benefits may also be explained by regulation of gene expression, signal transduction, and modulation of cell functions. Potential health benefits of tocols include prevention of certain types of cancer, heart disease, and other chronic ailments. Although deficiencies of tocopherol are uncommon, a continuous intake from common and novel dietary sources of tocopherols and tocotrienols is advantageous. Thus, this contribution will focus on the relevant literature on common and emerging edible oils as a source of tocols. Potential application and health effects as well as the impact of new cultivars as sources of edible oils and their processing discards are presented. Future trends and drawbacks are also briefly covered.",0.2028985507246377,https://openalex.org/W2537643964,"Tocopherols and Tocotrienols in Common and Emerging Dietary Sources: Occurrence, Applications, and Health Benefits",2016.0,422.0,189.0,12.1499,False,https://doi.org/10.3390/ijms17101745
train,11,neXSim: A System for Explaining Nexus of Similarities.,2025,https://www.semanticscholar.org/paper/74d9f339477a40f464005794d75a93938d61fef7,,74d9f339477a40f464005794d75a93938d61fef7,,,0,False,S2:74d9f339477a40f464005794d75a93938d61fef7,True,,,74d9f339477a40f464005794d75a93938d61fef7,neXSim: A System for Explaining Nexus of Similarities,2025.0,ICLP Workshops,JournalArticle,Computer Science,0.0,0.0,"{""DBLP"": ""conf/iclp/AmendolaCMR25"", ""CorpusId"": 286423499}",,,,,,,,,,,,,,,,,,,,neXSim: A System for Explaining Nexus of Similarities.,False,,0.0,,,,,,,False,
train,12,Iterative ASP Pipelines: Enhancements for Robots Playing Mobile Games.,2025,https://www.semanticscholar.org/paper/b07ad7be825bbb717bfb0b8edf221ef232896e3a,,b07ad7be825bbb717bfb0b8edf221ef232896e3a,"It is argued that an iterative decision making pipeline enabling a delta robot to play certain families of turn-based mobile games provides potential for KR and robotics to be combined in creative ways, and offers itself as a general controlled environment where to experiment with forms of hybrid reasoning, while relieving from implementation details.",s2_tldr,353,True,S2:b07ad7be825bbb717bfb0b8edf221ef232896e3a,True,,"It is argued that an iterative decision making pipeline enabling a delta robot to play certain families of turn-based mobile games provides potential for KR and robotics to be combined in creative ways, and offers itself as a general controlled environment where to experiment with forms of hybrid reasoning, while relieving from implementation details.",b07ad7be825bbb717bfb0b8edf221ef232896e3a,Iterative ASP Pipelines: Enhancements for Robots Playing Mobile Games,2025.0,ICLP Workshops,JournalArticle|Review,Computer Science,0.0,5.0,"{""DBLP"": ""conf/iclp/AngilicaAI25"", ""CorpusId"": 283673424}",,,,,,,,,,,,,,,,,,,,Iterative ASP Pipelines: Enhancements for Robots Playing Mobile Games.,False,"The combination of Reinforcement Learning (RL) with deep learning has led to a series of impressive feats, with many believing (deep) RL provides a path towards generally capable agents. However, the success of RL agents is often highly sensitive to design choices in the training process, which may require tedious and error-prone manual tuning. This makes it challenging to use RL for new problems and also limits its full potential. In many other areas of machine learning, AutoML has shown that it is possible to automate such design choices, and AutoML has also yielded promising initial results when applied to RL. However, Automated Reinforcement Learning (AutoRL) involves not only standard applications of AutoML but also includes additional challenges unique to RL, that naturally produce a different set of methods. As such, AutoRL has been emerging as an important area of research in RL, providing promise in a variety of applications from RNA design to playing games, such as Go. Given the diversity of methods and environments considered in RL, much of the research has been conducted in distinct subfields, ranging from meta-learning to evolution. In this survey, we seek to unify the field of AutoRL, provide a common taxonomy, discuss each area in detail and pose open problems of interest to researchers going forward.",0.3478260869565217,https://openalex.org/W4221141793,Automated Reinforcement Learning (AutoRL): A Survey and Open Problems,2022.0,82.0,383.0,10.5491,False,https://doi.org/10.1613/jair.1.13596
train,13,General Grid Recognition and Logic-Driven Gameplay for Intelligent Robots.,2025,https://www.semanticscholar.org/paper/16e7436d3cb4f8995a7bd882475fc183914e2409,,16e7436d3cb4f8995a7bd882475fc183914e2409,"The goal of this research work is to design a general framework to identify a grid-like structure in a given image and then detect and classify objects having different shapes and colours within the cells of the grid, which could be used to auto-detect and count the products placed on store shelves.",s2_tldr,300,True,S2:16e7436d3cb4f8995a7bd882475fc183914e2409,True,,"The goal of this research work is to design a general framework to identify a grid-like structure in a given image and then detect and classify objects having different shapes and colours within the cells of the grid, which could be used to auto-detect and count the products placed on store shelves.",16e7436d3cb4f8995a7bd882475fc183914e2409,General Grid Recognition and Logic-Driven Gameplay for Intelligent Robots,2025.0,ICLP Workshops,JournalArticle,Computer Science,0.0,8.0,"{""DBLP"": ""conf/iclp/Ateeq25"", ""CorpusId"": 283674171}",,,,,,,,,,,,,,,,,,,,General Grid Recognition and Logic-Driven Gameplay for Intelligent Robots.,False,"Abstract Planning and decision-making technology at intersections is a comprehensive research problem in intelligent transportation systems due to the uncertainties caused by a variety of traffic participants. As wireless communication advances, vehicle infrastructure integrated algorithms designed for intersection planning and decision-making have received increasing attention. In this paper, the recent studies on the planning and decision-making technologies at intersections are primarily overviewed. The general planning and decision-making approaches are presented, which include graph-based approach, prediction base approach, optimization-based approach and machine learning based approach. Since connected autonomous vehicles (CAVs) is the future direction for the automated driving area, we summarized the evolving planning and decision-making methods based on vehicle infrastructure cooperative technologies. Both four-way signalized and unsignalized intersection(s) are investigated under purely automated driving traffic and mixed traffic. The study benefit from current strategies, protocols, and simulation tools to help researchers identify the presented approaches’ challenges and determine the research gaps, and several remaining possible research problems that need to be solved in the future.",0.311377245508982,https://openalex.org/W4200081874,Planning and Decision-making for Connected Autonomous Vehicles at Road Intersections: A Review,2021.0,88.0,172.0,8.3264,False,https://doi.org/10.1186/s10033-021-00639-3
train,14,Tackling the Air Traffic Flow and Capacity Management Problem with Explainable Answer Set Programming.,2025,https://www.semanticscholar.org/paper/e3a41328c54f87564400dc2a3c529f7cb7bdd246,,e3a41328c54f87564400dc2a3c529f7cb7bdd246,This project will tackle the lack of trustworthiness in AI for ATFM by combining the logic programming paradigm Answer Set Programming (ASP) with explanations by solving and explaining real-world-sized instances of the European airspace.,s2_tldr,237,True,S2:e3a41328c54f87564400dc2a3c529f7cb7bdd246,True,,This project will tackle the lack of trustworthiness in AI for ATFM by combining the logic programming paradigm Answer Set Programming (ASP) with explanations by solving and explaining real-world-sized instances of the European airspace.,e3a41328c54f87564400dc2a3c529f7cb7bdd246,Tackling the Air Traffic Flow and Capacity Management Problem with Explainable Answer Set Programming,2025.0,ICLP Workshops,JournalArticle,Computer Science,0.0,56.0,"{""DBLP"": ""conf/iclp/Beiser25"", ""CorpusId"": 283687422}",,,,,,,,,,,,,,,,,,,,Tackling the Air Traffic Flow and Capacity Management Problem with Explainable Answer Set Programming.,False,"As of today, the fifth generation (5G) mobile communication system has been rolled out in many countries and the number of 5G subscribers already reaches a very large scale. It is time for academia and industry to shift their attention towards the next generation. At this crossroad, an overview of the current state of the art and a vision of future communications are definitely of interest. This article thus aims to provide a comprehensive survey to draw a picture of the sixth generation (6G) system in terms of drivers, use cases, usage scenarios, requirements, key performance indicators (KPIs), architecture, and enabling technologies. First, we attempt to answer the question of “Is there any need for 6G?” by shedding light on its key driving factors, in which we predict the explosive growth of mobile traffic until 2030, and envision potential use cases and usage scenarios. Second, the technical requirements of 6G are discussed and compared with those of 5G with respect to a set of KPIs in a quantitative manner. Third, the state-of-the-art 6G research efforts and activities from representative institutions and countries are summarized, and a tentative roadmap of definition, specification, standardization, and regulation is projected. Then, we identify a dozen of potential technologies and introduce their principles, advantages, challenges, and open research issues. Finally, the conclusions are drawn to paint a picture of “What 6G may look like?.” This survey is intended to serve as an enlightening guideline to spur interests and further investigations for subsequent research and development of 6G communications systems.",0.3055555555555556,https://openalex.org/W3126686235,The Road Towards 6G: A Comprehensive Survey,2021.0,1462.0,144.0,103.9263,False,https://doi.org/10.1109/ojcoms.2021.3057679
train,15,Knowledge Graphs &amp; Reasoning in Concert: Automating Regulation in Corporate Economics.,2025,https://www.semanticscholar.org/paper/0cec1ac0f79ff618cbbdfa515eb11875a938bb3e,,0cec1ac0f79ff618cbbdfa515eb11875a938bb3e,"Since its emergence two decades ago, Product Lifecycle Management (PLM) has shaped product development and production engineering while helping achieve a tremendous quickening in processes and operations. On the other hand, Internet of Things (IoT) is currently in extraordinarily strong emergence and overall interest is increasingly growing. Surprisingly, interactions between IoT platforms and PLM software are very scarce to this day. The industry has enabled a few connections when and where return on investment was high and certain. However, nowadays, the struggle for systems integration remains. The two systems’ integration is key to make the most of the data collected by various sensors about a product’s manufacturing, usage, maintenance, and failures, namely its lifecycle. This data will then be exploited to improve either conception, manufacturing, servicing, or disposal of either the current product, the product range or a future product therefore creating a virtuous feedback loop enabling more sustainable products via product servitisation or pay-per-use. This thesis’ problem statement is “How to link product lifecycle management information, especially engineering information, and data from smart things, whatever they are, in a discrete manufacturing industry context?” First, it presents the current state-of-the-art of existing methodologies, PLM, IoT and Interoperability and phrases the research question: “What framework could be used to develop an industry-ready solution to ensure a digital thread between PLM software and IoT Platform?” This thesis then proposes a methodological framework for a digital thread between PLM and IoT based on four key concepts and three novel approaches. The four key concepts are Baselines, Change Management, Product Instantiation and IoT information structuration. The three novel approaches are Function-enabled PLM (based on reacting, interfacing, storing and data processing functions), Problem report as a medium, and Enrichment of ‘as to be’ baselines. Thirdly, it is validated upon use cases based on the REBO smart bottle. Finally, discussion covers the possible extension of the framework over other industries and trades.",oat_abstract,2200,True,S2:0cec1ac0f79ff618cbbdfa515eb11875a938bb3e,True,,,0cec1ac0f79ff618cbbdfa515eb11875a938bb3e,Knowledge Graphs & Reasoning in Concert: Automating Regulation in Corporate Economics,2025.0,ICLP Workshops,JournalArticle,Computer Science,0.0,0.0,"{""DBLP"": ""conf/iclp/BellomariniB0LM25"", ""CorpusId"": 286423382}",,,,,,,,,,,,,,,,,,,,Knowledge Graphs &amp; Reasoning in Concert: Automating Regulation in Corporate Economics.,False,"Since its emergence two decades ago, Product Lifecycle Management (PLM) has shaped product development and production engineering while helping achieve a tremendous quickening in processes and operations. On the other hand, Internet of Things (IoT) is currently in extraordinarily strong emergence and overall interest is increasingly growing. Surprisingly, interactions between IoT platforms and PLM software are very scarce to this day. The industry has enabled a few connections when and where return on investment was high and certain. However, nowadays, the struggle for systems integration remains. The two systems’ integration is key to make the most of the data collected by various sensors about a product’s manufacturing, usage, maintenance, and failures, namely its lifecycle. This data will then be exploited to improve either conception, manufacturing, servicing, or disposal of either the current product, the product range or a future product therefore creating a virtuous feedback loop enabling more sustainable products via product servitisation or pay-per-use. This thesis’ problem statement is “How to link product lifecycle management information, especially engineering information, and data from smart things, whatever they are, in a discrete manufacturing industry context?” First, it presents the current state-of-the-art of existing methodologies, PLM, IoT and Interoperability and phrases the research question: “What framework could be used to develop an industry-ready solution to ensure a digital thread between PLM software and IoT Platform?” This thesis then proposes a methodological framework for a digital thread between PLM and IoT based on four key concepts and three novel approaches. The four key concepts are Baselines, Change Management, Product Instantiation and IoT information structuration. The three novel approaches are Function-enabled PLM (based on reacting, interfacing, storing and data processing functions), Problem report as a medium, and Enrichment of ‘as to be’ baselines. Thirdly, it is validated upon use cases based on the REBO smart bottle. Finally, discussion covers the possible extension of the framework over other industries and trades.",0.2016806722689075,https://openalex.org/W4401200531,Methodological framework for a digital thread between product lifecycle management and internet of things : application to the manufacturing industry,2022.0,0.0,0.0,,False,
train,16,"Flexible, Lifelong, Explainable, and Robust Solutions for Multi-Agent Path Finding Problems.",2025,10.1609/aaai.v40i48.42143,10.1609/aaai.v40i48.42143,,"The multi-agent path finding (MAPF) problem is a combinatorial search problem that aims at finding paths for multiple agents in an environment without collisions, subject to constraints on the lengths of paths. The real-world applications of MAPF require flexible, lifelong, robust and explainable solutions. In this study, these challenges are being addressed.",s2_abstract,361,True,DOI:10.1609/aaai.v40i48.42143,True,"The multi-agent path finding (MAPF) problem is a combinatorial search problem that aims at finding paths for multiple agents in an environment without collisions, subject to constraints on the lengths of paths. The real-world applications of MAPF require flexible, lifelong, robust and explainable solutions. In this study, these challenges are being addressed.",,ca520927e9bf5f41fa3140b1aa3e7b9b4827d290,"Flexible, Lifelong, Explainable, and Robust Solutions for Multi-Agent Path Finding Problems",2026.0,ICLP Workshops,JournalArticle,Computer Science,0.0,33.0,"{""DBLP"": ""conf/iclp/Bogatarkan25"", ""DOI"": ""10.1609/aaai.v40i48.42143"", ""CorpusId"": 283675446}",10.1609/aaai.v40i48.42143,True,"The multi-agent path finding (MAPF) problem is a combinatorial search problem that aims at finding paths for multiple agents in an environment without collisions, subject to constraints on the lengths of paths. The real-world applications of MAPF require flexible, lifelong, robust and explainable solutions. In this study, these challenges are being addressed.",https://openalex.org/W7138964997,"Flexible, Lifelong, Explainable, and Robust Solutions for Multi-Agent Path Finding Problems",2026.0,0.0,0.0,0.0,False,article,,10.1609/aaai.v40i48.42143,True,"The multi-agent path finding (MAPF) problem is a combinatorial search problem that aims at finding paths for multiple agents in an environment without collisions, subject to constraints on the lengths of paths. The real-world applications of MAPF require flexible, lifelong, robust and explainable solutions. In this study, these challenges are being addressed.",Association for the Advancement of Artificial Intelligence (AAAI),journal-article,Proceedings of the AAAI Conference on Artificial Intelligence,,,,,,,,,,,,,
train,17,Neurosymbolic AI in Digital Forensics: Commonsense and Qualitative Reasoning.,2025,https://www.semanticscholar.org/paper/2423ca4c3595deb2c6a5014a5e8949e20db06714,,2423ca4c3595deb2c6a5014a5e8949e20db06714,"This research proposal aims to leverage new Neurosymbolic Artificial Intelligence approaches to build tools and explore the possibility of automating tasks in Digital Forensics with the main ingredients useful to accomplish this task being Commonsense and Qualitative reasoning, Answer Set Programming, and Large Language Models.",s2_tldr,329,True,S2:2423ca4c3595deb2c6a5014a5e8949e20db06714,True,,"This research proposal aims to leverage new Neurosymbolic Artificial Intelligence approaches to build tools and explore the possibility of automating tasks in Digital Forensics with the main ingredients useful to accomplish this task being Commonsense and Qualitative reasoning, Answer Set Programming, and Large Language Models.",2423ca4c3595deb2c6a5014a5e8949e20db06714,Neurosymbolic AI in Digital Forensics: Commonsense and Qualitative Reasoning,2025.0,ICLP Workshops,JournalArticle,Computer Science,0.0,29.0,"{""DBLP"": ""conf/iclp/Camarda25"", ""CorpusId"": 283692492}",,,,,,,,,,,,,,,,,,,,Neurosymbolic AI in Digital Forensics: Commonsense and Qualitative Reasoning.,False,"Given the uncertainty surrounding how existing explainability methods for autonomous vehicles (AVs) meet the diverse needs of stakeholders, a thorough investigation is imperative to determine the contexts requiring explanations and suitable interaction strategies. A comprehensive review becomes crucial to assess the alignment of current approaches with the varied interests and expectations within the AV ecosystem. This study presents a review to discuss the complexities associated with explanation generation and presentation to facilitate the development of more effective and inclusive explainable AV systems. Our investigation led to categorising existing literature into three primary topics: explanatory tasks, explanatory information, and explanatory information communication. Drawing upon our insights, we have proposed a comprehensive roadmap for future research centred on (i) knowing the interlocutor, (ii) generating timely explanations, (ii) communicating human-friendly explanations, and (iv) continuous learning. Our roadmap is underpinned by principles of responsible research and innovation, emphasising the significance of diverse explanation requirements. To effectively tackle the challenges associated with implementing explainable AV systems, we have delineated various research directions, including the development of privacy-preserving data integration, ethical frameworks, real-time analytics, human-centric interaction design, and enhanced cross-disciplinary collaborations. By exploring these research directions, the study aims to guide the development and deployment of explainable AVs, informed by a holistic understanding of user needs, technological advancements, regulatory compliance, and ethical considerations, thereby ensuring safer and more trustworthy autonomous driving experiences.",0.2958579881656805,https://openalex.org/W4393722879,Advancing Explainable Autonomous Vehicle Systems: A Comprehensive Review and Research Roadmap,2024.0,2.0,0.0,,False,https://doi.org/10.48550/arxiv.2404.00019
train,18,A Tool Set for Converting Controlled Natural Languages into AI Formalisms.,2025,https://www.semanticscholar.org/paper/d56c21dd9eec50685a99172f73e1deb039278ba1,,d56c21dd9eec50685a99172f73e1deb039278ba1,"This paper introduces two tools that translate CNL into ASP and telingo input language, and a third tool that facilitates the definition of CNLs and their mappings into corresponding target formalisms, supporting the use of formal knowledge representation paradigms through structured natural language.",s2_tldr,302,True,S2:d56c21dd9eec50685a99172f73e1deb039278ba1,True,,"This paper introduces two tools that translate CNL into ASP and telingo input language, and a third tool that facilitates the definition of CNLs and their mappings into corresponding target formalisms, supporting the use of formal knowledge representation paradigms through structured natural language.",d56c21dd9eec50685a99172f73e1deb039278ba1,A Tool Set for Converting Controlled Natural Languages into AI Formalisms,2025.0,ICLP Workshops,JournalArticle,Computer Science,0.0,42.0,"{""DBLP"": ""conf/iclp/Caruso25"", ""CorpusId"": 283692241}",,,,,,,,,,,,,,,,,,,,A Tool Set for Converting Controlled Natural Languages into AI Formalisms.,False,"This paper surveys the current state of the art in Natural Language Generation (NLG), defined as the task of generating text or speech from non-linguistic input. A survey of NLG is timely in view of the changes that the field has undergone over the past two decades, especially in relation to new (usually data-driven) methods, as well as new applications of NLG technology. This survey therefore aims to (a) give an up-to-date synthesis of research on the core tasks in NLG and the architectures adopted in which such tasks are organised; (b) highlight a number of recent research topics that have arisen partly as a result of growing synergies between NLG and other areas of artificial intelligence; (c) draw attention to the challenges in NLG evaluation, relating them to similar challenges faced in other areas of NLP, with an emphasis on different evaluation methods and the relationships between them.",0.4,https://openalex.org/W2604799547,"Survey of the State of the Art in Natural Language Generation: Core tasks, applications and evaluation",2018.0,750.0,734.0,70.9252,False,https://doi.org/10.1613/jair.5477
train,19,Representing and Evaluating SBVR Specification via ASP.,2025,https://www.semanticscholar.org/paper/534021c0c931fb6e0d18ed506f4a6eca64eeb6ac,,534021c0c931fb6e0d18ed506f4a6eca64eeb6ac,"A novel approach based on Answer Set Programming (ASP) is proposed that offers a simple and declarative way of representing SBVR, a set of robust tools for conflict explanation, and high-performance solvers.",s2_tldr,207,True,S2:534021c0c931fb6e0d18ed506f4a6eca64eeb6ac,True,,"A novel approach based on Answer Set Programming (ASP) is proposed that offers a simple and declarative way of representing SBVR, a set of robust tools for conflict explanation, and high-performance solvers.",534021c0c931fb6e0d18ed506f4a6eca64eeb6ac,Representing and Evaluating SBVR Specification via ASP,2025.0,ICLP Workshops,JournalArticle|Review,Computer Science,0.0,43.0,"{""DBLP"": ""conf/iclp/CarusoDM25"", ""CorpusId"": 283673569}",,,,,,,,,,,,,,,,,,,,Representing and Evaluating SBVR Specification via ASP.,False,"Electronic business surely represents the new development perspective for world-wide trade. Together with the idea of ebusiness, and the exigency to exchange business messages between trading partners, the concept of business-to-business (B2B) integration arouse. B2B integration is becoming necessary to allow partners to communicate and exchange business documents, like catalogues, purchase orders, reports and invoices, overcoming architectural, applicative, and semantic differences, according to the business processes implemented by each enterprise. Business relationships can be very heterogeneous, and consequently there are variousways to integrate enterprises with each other. Moreover nowadays not only large enterprises, but also the small- and medium- enterprises are moving towards ebusiness: more than two-thirds of Small and Medium Enterprises (SMEs) use the Internet as a business tool. One of the business areas which is actively facing the interoperability problem is that related with the supply chain management. In order to really allow the SMEs to improve their business and to fully exploit ICT technologies in their business transactions, there are three main players that must be considered and joined: the new emerging ICT technologies, the scenario and the requirements of the enterprises and the world of standards and standardisation bodies. This thesis presents the definition and the development of an interoperability framework (and the bounded standardisation intiatives) to provide the Textile/Clothing sectorwith a shared set of business documents and protocols for electronic transactions. Considering also some limitations, the thesis proposes a ontology-based approach to improve the functionalities of the developed framework and, exploiting the technologies of the semantic web, to improve the standardisation life-cycle, intended as the development, dissemination and adoption of B2B protocols for specific business domain. The use of ontologies allows the semantic modellisation of knowledge domains, upon which it is possible to develop a set of components for a better management of B2B protocols, and to ease their comprehension and adoption for the target users.",0.3278688524590163,https://openalex.org/W2137844975,An ontology-based approach to define and manage B2B interoperability,2007.0,4.0,45.0,0.9659,False,https://doi.org/10.6092/unibo/amsdottorato/372
