source_split,id,source_title,found,abstract,tldr,match_score,s2_paper_id,s2_title,error
train,2220,"Proceedings Sixth Workshop on Synthesis, SYNT@CAV 2017, Heidelberg, Germany, 22nd July 2017.",False,,,1.0,a023a8f93781daeb8b7ac5eb96e91f461583bda9,"Proceedings Sixth Workshop on Synthesis, SYNT@CAV 2017, Heidelberg, Germany, 22nd July 2017",
train,2574,"LICS &apos;22: 37th Annual ACM/IEEE Symposium on Logic in Computer Science, Haifa, Israel, August 2 - 5, 2022",False,,,1.0,e3fe896c726e715c828f8248841c5d56012f92be,"LICS '22: 37th Annual ACM/IEEE Symposium on Logic in Computer Science, Haifa, Israel, August 2 - 5, 2022",
train,2671,On the computational content of Zorn&apos;s lemma.,False,,,0.0,,,"HTTP 404: {""error"":""Title match not found""}
"
train,2744,"LICS &apos;20: 35th Annual ACM/IEEE Symposium on Logic in Computer Science, Saarbrücken, Germany, July 8-11, 2020.",False,,,0.0,,,"HTTP 404: {""error"":""Title match not found""}
"
train,2872,Type-two polynomial-time and restricted lookahead.,True,"This paper provides an alternate characterization of second-order polynomial-time computability, with the goal of making second-order complexity theory more approachable. We rely on the usual oracle machines to model programs with subroutine calls. In contrast to previous results, the use of higher-order objects as running times is avoided, either explicitly or implicitly. Instead, regular polynomials are used. This is achieved by refining the notion of oracle-poly-time computability introduced by Cook. We impose a further restriction on oracle interactions to force feasibility. Both the restriction and its purpose are very simple: it is well-known that Cook's model allows polynomial depth iteration of functional inputs with no restrictions on size, and thus does not preserve poly-time computability. To mend this we restrict the number of lookahead revisions, that is the number of times a query whose size exceeds that of any previous query may be asked. We prove that this leads to a class of feasible functionals and that all feasible problems can be solved within this class if one is allowed to separate a task into efficiently solvable subtasks. Formally, the closure of our class under lambda-abstraction and application are the basic feasible functionals. We also revisit the very similar class of strongly poly-time computable operators previously introduced by Kawamura and Steinberg. We prove it to be strictly included in our class and, somewhat surprisingly, to have the same closure property. This is due to the nature of the limited recursion operator: it is not strongly poly-time but decomposes into two such operations and lies in our class.","This paper provides an alternate characterization of second-order polynomial-time computability, by refining the notion of oracle-poly- time computability introduced by Cook, and proves that all feasible problems can be solved within this class if one is allowed to separate a task into efficiently solvable subtasks.",1.0,16bd6d0b7e45295299bb389dfbc209cd2808d4f9,Type-two polynomial-time and restricted lookahead,
train,2908,"Proceedings of the 33rd Annual ACM/IEEE Symposium on Logic in Computer Science, LICS 2018, Oxford, UK, July 09-12, 2018",False,,,0.0,,,"HTTP 404: {""error"":""Title match not found""}
"
train,2934,On shift-invariant maximal filters and hormonal cellular automata.,False,,,1.0,0b4fd211dcf06bc891d90fb9ce456402b0c24447,On shift-invariant maximal filters and hormonal cellular automata,
train,2935,Verification of randomized security protocols.,False,,,1.0,d80e39a561c154f5bb7489ca41745b3773c13cf1,Verification of randomized security protocols,
train,2981,Riesz Modal logic for Markov processes.,False,,,1.0,490ac6a32a625fe2a8ba05c0903e865398fbe35d,Riesz Modal logic for Markov processes,
train,2998,Infinitary intersection types as sequences: A new answer to Klop&apos;s problem.,False,,,1.0,06f819696d7dcf8aa1d6387159d74122839316d4,Infinitary intersection types as sequences: A new answer to Klop's problem,
train,3003,"32nd Annual ACM/IEEE Symposium on Logic in Computer Science, LICS 2017, Reykjavik, Iceland, June 20-23, 2017",False,,,1.0,4b2145c3cd211fa36d257816467806cb8eb2765d,"32nd Annual ACM/IEEE Symposium on Logic in Computer Science, LICS 2017, Reykjavik, Iceland, June 20-23, 2017",
train,3010,Stochastic mechanics of graph rewriting.,False,,,1.0,f09e7fad6c479eefb9f835572903388639a8f31d,Stochastic mechanics of graph rewriting,
train,3033,From positive and intuitionistic bounded arithmetic to monotone proof complexity.,False,,,1.0,213be05fd8e9437c8d09144bdd876b1182c448a7,From positive and intuitionistic bounded arithmetic to monotone proof complexity,
train,3036,Decidability and Complexity for Quiescent Consistency.,False,,,1.0,b92c825e2b8d8762c58ed18339344ec691214b8c,Decidability and Complexity for Quiescent Consistency,
train,3043,Semantically Acyclic Conjunctive Queries under Functional Dependencies.,False,,,1.0,f50567f6829573bd494f185e5561a9bb9c87c178,Semantically Acyclic Conjunctive Queries under Functional Dependencies,
train,3048,Effective Brenier Theorem: Applications to Computable Analysis and Algorithmic Randomness.,False,,,1.0,0b85b47bb6fb27714d732526f55eb0825caeddf0,Effective Brenier Theorem : Applications to Computable Analysis and Algorithmic Randomness,
train,3049,Duality in Computer Science.,False,,,1.0,ace4a0bacb3961fe00f3a5952ae720af272478d0,Duality in Computer Science *,
train,3054,Conflict nets: Efficient locally canonical MALL proof nets.,False,,,1.0,1b206ce26b6a7a8582024a44da2aad8d19193df2,Conflict nets: Efficient locally canonical MALL proof nets,
train,3086,Factor Varieties and Symbolic Computation.,False,,,1.0,db9b81d35070a4530e0ca9f36ffc12a47a1758a2,Factor Varieties and Symbolic Computation,
train,3093,"Proceedings of the 31st Annual ACM/IEEE Symposium on Logic in Computer Science, LICS &apos;16, New York, NY, USA, July 5-8, 2016",False,,,0.0,,,"HTTP 404: {""error"":""Title match not found""}
"
public_test,796,Who&apos;s the Expert? On Multi-source Belief Change.,False,,,0.0,,,"HTTP 404: {""error"":""Title match not found""}
"
public_test,1296,ASP-Based Large Neighborhood Prioritized Search for Course Timetabling.,False,,,1.0,dc78183d77ab4c479bd98892a4d8b14be1eb4675,ASP-Based Large Neighborhood Prioritized Search for Course Timetabling,
public_test,1310,Analysis of Cyclic Fault Propagation via ASP.,False,,,1.0,b6960e4475add25ad42ecce2653f0d41dad48a0b,Analysis of Cyclic Fault Propagation via ASP,
public_test,1305,Statistical Statements in Probabilistic Logic Programming.,False,,,1.0,07154ae36547d1ebc7277558b4e0c0b2ae83e112,Statistical Statements in Probabilistic Logic Programming,
public_test,2275,Investigating Safety of a Radiotherapy Machine Using System Models with Pluggable Checkers.,False,,,0.0,,,"HTTP 404: {""error"":""Title match not found""}
"
public_test,1648,NNV 2.0: The Neural Network Verification Tool.,False,,,0.0,,,"HTTP 404: {""error"":""Title match not found""}
"
public_test,1602,"Computer Aided Verification - 36th International Conference, CAV 2024, Montreal, QC, Canada, July 24-27, 2024, Proceedings, Part II",False,,,0.9836065573770492,c62b4186b6893a8993a0f32ca8d8f8d5ac5b37eb,"Computer Aided Verification: 36th International Conference, CAV 2024, Montreal, QC, Canada, July 24–27, 2024, Proceedings, Part II",
public_test,1302,Modal Logic S5 in Answer Set Programming with Lazy Creation of Worlds.,False,,,1.0,d190e2a651dfd634302ad1930bb45832a23d8338,Modal Logic S5 in Answer Set Programming with Lazy Creation of Worlds,
public_test,1321,A Qualitative Temporal Extension of Here-and-There Logic.,False,,,1.0,6c70227838f9e320d380c8237b8590c91b00ca20,A Qualitative Temporal Extension of Here-and-There Logic,
public_test,1011,Modelling ICU Patients to Improve Care Requirements and Outcome Prediction of Acute Respiratory Distress Syndrome: A Supervised Learning Approach.,False,,,1.0,b8d796b5275e0c0b93c86224a4ecea54eacd0b52,Modelling ICU Patients to Improve Care Requirements and Outcome Prediction of Acute Respiratory Distress Syndrome: A Supervised Learning Approach,
public_test,1508,"Computer Aided Verification - 37th International Conference, CAV 2025, Zagreb, Croatia, July 23-25, 2025, Proceedings, Part III",False,,,0.9915966386554622,3359c1987f3b90d7250a8a3ec3748aee66a896e2,"Computer Aided Verification: 37th International Conference, CAV 2025, Zagreb, Croatia, July 23-25, 2025, Proceedings, Part III",
public_test,1032,Introduction.,False,,,0.0,,,"HTTP 404: {""error"":""Title match not found""}
"
public_test,1299,"Policies, Penalties, and Autonomous Agents.",False,,,1.0,30cc1450564631d71efaf8beb7a2dc462667c51a,"Policies, Penalties, and Autonomous Agents",
public_test,1172,Post-quantum security: Power Analysis of NTRUEncrypt.,False,,,1.0,7854e60780ac345bd90bc1bc9de1a28b6201f873,Post-quantum security: Power Analysis of NTRUEncrypt,
public_test,1042,When Memory Serves Not So Well - Memory Errors 30 Years Later.,False,,,1.0,3b9e8f32c7d22cff04d21e2bb85abaf2d2f3e9f6,When Memory Serves Not So Well - Memory Errors 30 Years Later,
public_test,1579,Probabilistic Access Policies with Automated Reasoning Support.,False,,,1.0,1ed4cfda18132a5351f2c7601fa1caf5ff3ad547,Probabilistic Access Policies with Automated Reasoning Support,
public_test,1313,Metric Temporal Answer Set Programming over Timed Traces.,False,,,1.0,552e56ad692e7b96e73bf527e586fa84878137b8,Metric Temporal Answer Set Programming over Timed Traces,
public_test,1180,"Principles of Knowledge Representation and Reasoning: Proceedings of the Sixteenth International Conference, KR 2018, Tempe, Arizona, 30 October - 2 November 2018.",False,,,1.0,9c0c2b4b892e1ff13c47815427fbb1f04d7ebaf5,"Principles of Knowledge Representation and Reasoning: Proceedings of the Sixteenth International Conference, KR 2018, Tempe, Arizona, 30 October - 2 November 2018",
public_test,1737,CEG4N: Counter-Example Guided Neural Network Quantization Refinement.,True,"Neural networks are essential components of learning-based software systems. However, their high compute, memory, and power requirements make using them in low resources domains challenging. For this reason, neural networks are often quantized before deployment. Existing quantization techniques tend to degrade the network accuracy. We propose Counter-Example Guided Neural Network Quantization Refinement (CEG4N). This technique combines search-based quantization and equivalence verification: the former minimizes the computational requirements, while the latter guarantees that the network's output does not change after quantization. We evaluate CEG4N~on a diverse set of benchmarks, including large and small networks. Our technique successfully quantizes the networks in our evaluation while producing models with up to 72% better accuracy than state-of-the-art techniques.","This work proposes Counter-Example Guided Neural Network Quantization Refinement (CEG4N), a technique that combines search-based quantization and equivalence verification that minimizes the computational requirements, while the latter guarantees that the network's output does not change after quantization.",1.0,7ce942f1085d0f4b0105189c5bb2f98160248cdb,CEG4N: Counter-Example Guided Neural Network Quantization Refinement,
public_test,896,"Proceedings of the Second Workshop on Second-Order Quantifier Elimination and Related Topics (SOQE 2021) associated with the 18th International Conference on Principles of Knowledge Representation and Reasoning (KR 2021), Online Event, November 4, 2021.",False,,,1.0,1d517ee6c466ba2ca5eb51f2f116e456299fd4e9,"Proceedings of the Second Workshop on Second-Order Quantifier Elimination and Related Topics (SOQE 2021) associated with the 18th International Conference on Principles of Knowledge Representation and Reasoning (KR 2021), Online Event, November 4, 2021",
public_test,1298,A Simulation for Supply Chains Contract Execution.,False,,,1.0,7cc8dcf62578a3498c896b756fdcfcddae04c0a0,A Simulation for Supply Chains Contract Execution,
public_test,1573,Approximate Relational Reasoning for Quantum Programs.,False,,,1.0,27b1ef75cef9fa04e7b02403a9b1901f8fb60964,Approximate Relational Reasoning for Quantum Programs,
public_test,1441,Structural Operational Semantics for Functional and Security Verification of Pipelined Processors.,False,,,1.0,3b731c2a2b19cc99babf0f4f55b495d67d8aaa49,Structural Operational Semantics for Functional and Security Verification of Pipelined Processors,
public_test,1436,Automated Parameterized Verification of a Railway Protection System with Dafny.,False,,,1.0,51643d0a721d1f0e6cfe865be572cea510d9c09d,Automated Parameterized Verification of a Railway Protection System with Dafny,
public_test,1481,A Misconception-Driven Adaptive Tutor for Linear Temporal Logic.,False,,,1.0,a8d3b854521035acd9705d17102270f007640f7f,A Misconception-Driven Adaptive Tutor for Linear Temporal Logic,
public_test,1704,Proof-Guided Underapproximation Widening for Bounded Model Checking.,False,,,1.0,11184422e3ef31e748c560e4bab970b9ee7a7157,Proof-Guided Underapproximation Widening for Bounded Model Checking,
public_test,1699,Local Search for SMT on Linear Integer Arithmetic.,False,,,1.0,131cbfd2700f7b109f76da44c105a54312588d2a,Local Search for SMT on Linear Integer Arithmetic,
public_test,1163,Examining Leakage from Access Counts in ORAM Constructions.,False,,,1.0,0cbe29017d2a54104851be0570a635e0c560f612,Examining Leakage from Access Counts in ORAM Constructions,
private_test,1330,State Transition in Multi-agent Epistemic Domains Using Answer Set Programming.,False,,,1.0,ece549f0a85b89eb24404c87dd5e9b8831eb6603,State Transition in Multi-agent Epistemic Domains Using Answer Set Programming,
private_test,1561,The Top-Down Solver Verified: Building Confidence in Static Analyzers.,False,,,1.0,7c5eb2a1a77ebbf8d2d07eb2972618e041c6b429,The Top-Down Solver Verified: Building Confidence in Static Analyzers,
private_test,888,Living Without Beth and Craig: Explicit Definitions and Interpolants without Beth Definability and Craig Interpolation (Abstract of Invited Talk).,False,,,1.0,82de3e258fcbd5064399de562c4c19bd268c62dc,Living Without Beth and Craig: Explicit Definitions and Interpolants without Beth Definability and Craig Interpolation (Abstract of Invited Talk),
private_test,2551,Temporal Team Semantics Revisited.,True,"In this paper, we study a novel approach to asynchronous hyperproperties by reconsidering the foundations of temporal team semantics. We consider three logics: , and , which are obtained by adding quantification over so-called time evaluation functions controlling the asynchronous progress of traces. We then relate synchronous to our new logics and show how it can be embedded into them. We show that the model checking problem for with Boolean disjunctions is highly undecidable by encoding recurrent computations of non-deterministic 2-counter machines. Finally, we present a translation from to Alternating Asynchronous Büchi Automata and obtain decidability results for the path checking problem as well as restricted variants of the model checking and satisfiability problems.",A novel approach to asynchronous hyperproperties by reconsidering the foundations of temporal team semantics is studied and it is shown that the model checking problem for with Boolean disjunctions is highly undecidable by encoding recurrent computations of non-deterministic 2-counter machines.,1.0,cd1c7b649fc53cc823681db87ebc7a65b6e454de,Temporal Team Semantics Revisited,
private_test,744,"Proceedings of the 20th International Conference on Principles of Knowledge Representation and Reasoning, KR 2023, Rhodes, Greece, September 2-8, 2023.",False,,,1.0,884df898fdf141a3fe29b654aecd4be30177b7ce,"Proceedings of the 20th International Conference on Principles of Knowledge Representation and Reasoning, KR 2023, Rhodes, Greece, September 2-8, 2023",
private_test,1509,"Computer Aided Verification - 37th International Conference, CAV 2025, Zagreb, Croatia, July 23-25, 2025, Proceedings, Part IV",False,,,0.9915254237288136,59f4f48a0688ae14ff4061a0a0473c0e38722be1,"Computer Aided Verification: 37th International Conference, CAV 2025, Zagreb, Croatia, July 23-25, 2025, Proceedings, Part IV",
private_test,1623,Learning Assumptions for Compositional Verification of Timed Automata.,False,,,1.0,e43a8446d86bc2b634094309aaae5c52f5732140,Learning Assumptions for Compositional Verification of Timed Automata,
private_test,3077,A bifibrational reconstruction of Lawvere&apos;s presheaf hyperdoctrine.,False,,,0.0,,,"HTTP 404: {""error"":""Title match not found""}
"
private_test,1332,Towards Provenance in Heterogeneous Knowledge Bases.,False,,,1.0,aa8b2bcef1296a62639b57cb4f508c2a71f4d2a3,Towards Provenance in Heterogeneous Knowledge Bases,
private_test,1753,"Computer Aided Verification - 34th International Conference, CAV 2022, Haifa, Israel, August 7-10, 2022, Proceedings, Part I",False,,,0.9827586206896552,a64a25c5f8da9ef27b517ec4bbc5ec483cc57e47,"Computer Aided Verification: 34th International Conference, CAV 2022, Haifa, Israel, August 7–10, 2022, Proceedings, Part I",
private_test,2066,"Numerical Software Verification - 12th International Workshop, NSV@CAV 2019, New York City, NY, USA, July 13-14, 2019, Proceedings",False,,,0.9666666666666667,b44035b5551d06005c9c1a2d16743edec1e1800e,"Numerical Software Verification: 12th International Workshop, NSV 2019, New York City, NY, USA, July 13–14, 2019, Proceedings",
private_test,1592,Minimal Logic Detection and Exporting SMTLIB Problems with Dolmen.,False,,,1.0,6fb58d1d5b959b238ee5e87fa4666a126d4a68f3,Minimal Logic Detection and Exporting SMTLIB Problems with Dolmen,
private_test,1615,Automated Analyses of IOT Event Monitoring Systems.,False,,,1.0,519f28e997f58218c2fcc740c7805764b35b3d6c,Automated Analyses of IOT Event Monitoring Systems,
private_test,1157,Can Verification of Cryptographic Libraries be liberated from the von Neumann Style?,False,,,1.0,7a8ba4a334239b39ee8564b0226383a89571bc0b,Can Verification of Cryptographic Libraries be liberated from the von Neumann Style?,
private_test,1632,Formula Normalizations in Verification.,False,,,1.0,57a814333c92bb8f67d3e51cfdce4dd898d80dae,Formula Normalizations in Verification,
private_test,1510,"Proceedings of the 12th Workshop on Horn Clauses for Verification and Synthesis, HCVS@CAV 2025, Zagreb, Croatia, 22 July 2025.",False,,,1.0,6a2c93fd9503a3e741bc41ddf0920382f9764190,"Proceedings of the 12th Workshop on Horn Clauses for Verification and Synthesis, HCVS@CAV 2025, Zagreb, Croatia, 22 July 2025",
private_test,1342,Towards Causality-Based Conflict Resolution in Answer Set Programs.,False,,,1.0,88537c4413c915432111a4aae33c03b38dd184ad,Towards Causality-Based Conflict Resolution in Answer Set Programs,
private_test,999,"Proceedings of the 17th International Conference on Principles of Knowledge Representation and Reasoning, KR 2020, Rhodes, Greece, September 12-18, 2020.",False,,,1.0,33c35cf64b96e65a8817b8329f381f14925513c9,"Proceedings of the 17th International Conference on Principles of Knowledge Representation and Reasoning, KR 2020, Rhodes, Greece, September 12-18, 2020",
private_test,1673,Searching for i-Good Lemmas to Accelerate Safety Model Checking.,False,,,1.0,8739c826d13724100699683baffd8078696ef26b,Searching for i-Good Lemmas to Accelerate Safety Model Checking,
private_test,1567,Safe Exploration in Reinforcement Learning by Reachability Analysis over Learned Models.,False,,,1.0,9d92fc477c2d8d16e545efafa670e52e86405282,Safe Exploration in Reinforcement Learning by Reachability Analysis over Learned Models,
private_test,1164,Hardware Accelerated Sender Identification for the Controller Area Network.,False,,,1.0,a2a797cdd378fd88b2f63d3ee031c704f4558ab4,Hardware Accelerated Sender Identification for the Controller Area Network,
private_test,1281,An ILASP-Based Approach to Repair Petri Nets.,False,,,1.0,a34df843e5ffc451a42fd6781316fbe5567b75a5,An ILASP-Based Approach to Repair Petri Nets,
private_test,1182,"28. Krypto-Tag, Kirchheim bei München, Germany, June 7-8, 2018",False,,,1.0,c429cde90f6371d35f3f4582aa4a4555168f0a30,"28. Krypto-Tag, Kirchheim bei München, Germany, June 7-8, 2018",
private_test,1603,"Computer Aided Verification - 36th International Conference, CAV 2024, Montreal, QC, Canada, July 24-27, 2024, Proceedings, Part III",False,,,0.983739837398374,84078b822bd5a05cb5b2fc4b4588e993cfd7077e,"Computer Aided Verification: 36th International Conference, CAV 2024, Montreal, QC, Canada, July 24–27, 2024, Proceedings, Part III",
private_test,743,"Joint Proceedings of the 2nd Workshop on Knowledge Diversity and the 2nd Workshop on Cognitive Aspects of Knowledge Representation co-located with 20th International Conference on Principles of Knowledge Representation and Reasoning (KR2023), Rhodes, Greece, September 3-4, 2023.",False,,,1.0,dc650041838b505357e4a72d7ef269660d28101a,"Joint Proceedings of the 2nd Workshop on Knowledge Diversity and the 2nd Workshop on Cognitive Aspects of Knowledge Representation co-located with 20th International Conference on Principles of Knowledge Representation and Reasoning (KR2023), Rhodes, Greece, September 3-4, 2023",
private_test,1723,Program Verification with Constrained Horn Clauses (Invited Paper).,False,,,1.0,7a1e9c709531cda62443c5d1047ca08cfc3a495b,Program Verification with Constrained Horn Clauses (Invited Paper),
private_test,1318,A Practical Account into Counting Dung&apos;s Extensions by Dynamic Programming.,False,,,1.0,e50e69c314fd40210e1731b1a34edaf16482c9ac,A Practical Account into Counting Dung's Extensions by Dynamic Programming,
private_test,3035,Unifying Logical and Statistical AI.,False,,,1.0,99d15b4c9b95600675c11fb287e63850fd2cc133,Unifying Logical and Statistical AI,
private_test,1754,"Computer Aided Verification - 34th International Conference, CAV 2022, Haifa, Israel, August 7-10, 2022, Proceedings, Part II",False,,,0.9829059829059829,d79da1ef6ba583f9eed3c92eac51cc987c6a3187,"Computer Aided Verification: 34th International Conference, CAV 2022, Haifa, Israel, August 7–10, 2022, Proceedings, Part II",
private_test,1785,Formally Documenting Tenderbake (Short Paper).,False,,,1.0,9c5f3c0ff283249fe91960e8d9a772b53311a068,Formally Documenting Tenderbake (Short Paper),
