source_split,id,title,score,p1,p2,p3,p4,p5,source,text_out,error
train,391,Knowledge Authoring and Question Answering via Controlled Natural Language.,3.0,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,3,
train,392,Towards Incremental and Modular Context-Sensitive Analysis.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,393,Model Revision of Logical Regulatory Networks Using Logic-Based Tools.,4.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,logprobs,4,
train,394,MASP-Reduce: A Proposal for Distributed Computation of Stable Models.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,395,Epistemic Logic Programs with World View Constraints.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,396,Towards Static Performance Guarantees for Programs with Run-Time Checks.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,397,Explaining Actual Causation via Reasoning About Actions and Change.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,398,The Learning-Knowledge-Reasoning Paradigm for Natural Language Understanding and Question Answering.,3.0,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,3,
train,399,Natural Language Generation From Ontologies Using Grammatical Framework.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,400,Explanations Generation For Web Service Workflow.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,401,Scalable Robotic Intra-Logistics with Answer Set Programming.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,402,Cumulative Scoring-Based Induction of Default Theories.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,403,CHRvis: Syntax and Semantics.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,404,SMT-Based Answer Set Solver CMODELS(DIFF) (System Description).,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,405,A New Proof-Theoretical Linear Semantics for CHR.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,406,Speeding up Lazy-Grounding Answer Set Solving.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,407,Probabilistic Action Language pBC+.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,408,Learning Commonsense Knowledge Through Interactive Dialogue.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,409,"Front Matter, Table of Contents, Preface, Conference Organization.",1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,410,"Translating P-log, LPMLN, LPOD, and CR-Prolog2 into Standard Answer Set Programs.",5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,411,Declarative Algorithms in Datalog with Extrema: Their Formal Semantics Simplified.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,412,Introspecting Preferences in Answer Set Programming.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,413,"Technical Communications of the 33rd International Conference on Logic Programming, ICLP 2017, Melbourne, Australia, August 28 - September 1, 2017",1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,414,"Technical Communications of the 34th International Conference on Logic Programming, ICLP 2018, Oxford, United Kingdom, July 14-17, 2018",1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,415,Entity set expansion from the Web via ASP.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,416,The Pyglaf Argumentation Reasoner.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,417,Reasoning on anonymity in Datalog+/-.,3.0,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,3,
train,418,Treewidth in Non-Ground Answer Set Solving and Alliance Problems in Graphs.,4.0,0.0,0.0,0.0,1.0,0.0,logprobs,4,
train,419,Rule Based Temporal Inference.,3.0,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,3,
train,420,Logic Programming with Max-Clique and its Application to Graph Coloring (Tool Description).,3.0,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,3,
train,421,Achieving High Quality Knowledge Acquisition using Controlled Natural Language.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,422,Semantic Versioning Checking in a Declarative Package Manager.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,423,A Simple Complete Search for Logic Programming.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,424,Understanding Restaurant Stories Using an ASP Theory of Intentions.,4.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,logprobs,4,
train,425,Learning Effect Axioms via Probabilistic Logic Programming.,4.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,logprobs,4,
train,426,On Improving Run-time Checking in Dynamic Languages.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,427,Towards Run-time Checks Simplification via Term Hiding.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,428,A Hitchhiker&apos;s Guide to Reinventing a Prolog Machine.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,429,"Front Matter, Table of Contents, Preface, Conference Organization.",1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,430,// Efficient Declarative Solutions in Picat for Optimal Multi-Agent Pathfinding.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,431,Computing Diverse Optimal Stable Models.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,432,Tabled CLP for Reasoning Over Stream Data.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,433,Justifications and Blocking Sets in a Rule-Based Answer Set Computation.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,434,Rewriting Optimization Statements in Answer-Set Programs.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,435,Answer Set Programming for Qualitative Spatio-Temporal Reasoning: Methods and Experiments.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,436,Constraint CNF: SAT and CSP Language Under One Roof.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,437,Automating Disease Management Using Answer Set Programming.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,438,Grounded Fixpoints and Active Integrity Constraints.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,439,A Compositional Typed Higher-Order Logic with Definitions.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,440,P-rho-Log: Combining Logic Programming with Conditional Transformation Systems.,3.0,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,3,
train,441,Methods for Solving Extremal Problems in Practice.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,442,Constraint Propagation and Explanation over Novel Types by Abstract Compilation.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,443,Controlled Natural Languages for Knowledge Representation and Reasoning.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,444,Answer Set Solving with Generalized Learned Constraints.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,445,Theory Solving Made Easy with Clingo 5.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,446,On the Expressiveness of Spatial Constraint Systems.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,447,Testing of Concurrent Programs.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,448,Intelligent Instantiation and Supersafe Rules.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,449,Inference in Probabilistic Logic Programs Using Lifted Explanations.,4.0,0.0,0.0,0.0,1.0,0.0,logprobs,4,
train,450,An Answer Set Programming Framework for Reasoning About Truthfulness of Statements by Agents.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,451,SMT-Based Constraint Answer Set Solver EZSMT (System Description).,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,452,The Functional Perspective on Advanced Logic Programming.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,453,Scalable Design Space Exploration via Answer Set Programming.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,454,"Front Matter, Table of Contents, Preface, List of Authors.",1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,455,"Technical Communications of the 32nd International Conference on Logic Programming, ICLP 2016 TCs, New York City, USA, October 16-21, 2016",5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,456,Emerson-Lei and Manna-Pnueli Games for LTLf+ and PPLTL+ Synthesis.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,457,Presburger Functional Synthesis: Complexity and Tractable Normal Forms.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,458,Interactive Exploration of Plan Spaces.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,459,Expressive Description Logics with Rich Yet Affordable Numeric Constraints.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,460,Minimal Model Reasoning in Description Logics: Don&apos;t Try This at Home!,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,461,Solving Unification in the Description Logic FL_bottom.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,462,A Logic-Based Framework for Database Repairs.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,463,A Methodology for Incompleteness-Tolerant and Modular Gradual Semantics for Argumentative Statement Graphs.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,464,About the Multi-Head Linear Restricted Chase Termination.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,465,Faithful Differentiable Reasoning with Reshuffled Region-based Embeddings.,4.0,0.0,0.0,0.0,1.0,0.0,logprobs,4,
train,466,Repairing General Game Descriptions.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,467,Model Checking Linear Temporal Logic with Standpoint Modalities.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,468,Extending Abstract Argumentation Frameworks with Knowledge Bases.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,469,Exploring Desirable Configurations in Global Logistics with Heuristic Search in Answer Set Programming.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,470,Putting Perspective into OWL [Sic]: Complexity-Neutral Standpoint Reasoning for Ontology Languages via Monodic S5 over Counting Two-Variable First-Order Logic.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,471,Model Checker for Recursive Aggregates.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,472,Axiomatic Characterisations of Argumentation Semantics.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,473,LTL Synthesis Under Multi-Agent Environment Assumptions.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,474,Compactness and Preservation in Logical Argumentation Frameworks.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,475,Reasoning with Restricted Statistical Statements in Probabilistic Answer Set Programming: Complexity and Algorithms.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,476,A Novel Framework for Reasoning over Optimization Problems in Probabilistic Answer Set Programming.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,477,Counting Solutions Under Cardinality Constraints: Structure Counts in Counting.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,478,Guarded Fragments Meet Dynamic Logic: The Story of Regular Guards.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,479,FastFound: Easing the ASP Bottleneck via Predicate-Decoupled Grounding.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,480,An Axiomatic Study of a Modular Evaluation of Enthymeme Decoding in Weighted Structured Argumentation.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,481,A Reduct-based Approach to Skeptical Preferred Reasoning in Abstract Argumentation.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,482,Sequence Explanations for Acceptance in Abstract Argumentation.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,483,On Strong and Weak Admissibility in Non-Flat Assumption-Based Argumentation.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,484,"Strategy Logic, Imperfect Information, and Hyperproperties.",2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,485,A Rule-Based Approach to Specifying Preferences over Conflicting Facts and Querying Inconsistent Knowledge Bases.,4.0,0.0,0.0,0.0,1.0,0.0,logprobs,4,
train,486,Tractable Responsibility Measures for Ontology-Mediated Query Answering.,3.0,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,3,
train,487,Depth-Bounded Epistemic Planning.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,488,Halting Recurrent GNNs and the Graded mu-Calculus.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,489,Learning General Policies from Examples.,3.0,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,3,
train,490,Automated Planning with Ontologies Under Coherence Update Semantics.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,491,An Intuitionistic Version of Alternating-Time Temporal Logic.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,492,Finite Axiomatizability by Disjunctive Existential Rules.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,493,On the Complexity of Global Necessary Reasons to Explain Classification.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,494,Pushing the Envelope in Numeric Pattern Planning.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,495,Reasoning in Defeasible Description Logics with System W and Lexicographic Inference.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,496,How Lucky Are You to Know Your Way? A Probabilistic Approach to Knowing How Logics.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,497,Boolean Nearest Neighbor Language in the Knowledge Compilation Map.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,498,Belief Revision in a Probabilistic Setting.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,499,On the Effects of Adding Assignments in Linear-Time Temporal Logics Modulo Theories.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,500,Grounding Rule-Based Argumentation Using Datalog.,3.0,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,3,
train,501,Pruning with Belief Traps in Multi-agent Epistemic Planning.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,502,An Information-Flow Perspective on Explainability Requirements: Specification and Verification.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,503,Categorical Explaining Functors: Ensuring Coherence in Logical Explanations.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,504,Two-Variable Logic for Hierarchically Partitioned and Ordered Data.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,505,Fitting Description Logic Ontologies to ABox and Query Examples.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,506,Reasoning About Knowledge on Regular Expressions Is 2EXPTIME-Complete.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,507,Counterfactual Scenarios for Automated Planning.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,508,Domain-Independent Instance Generation for Classical Planning.,4.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,logprobs,4,
train,509,A Framework for Inconsistency-tolerant Reasoning with Sets of Models.,3.0,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,3,
train,510,An Analysis of the Role of Syntax in Inductive Inference.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,511,Representing Perfect Saturated Cost Partitioning Heuristics in Classical Planning.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,512,Fitting Ontologies and Constraints to Relational Structures.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,513,Complexity of Abduction in Łukasiewicz Logic.,3.0,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,3,
train,514,Learning Lifted Action Models from Traces of Incomplete Actions and States.,3.0,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,3,
train,515,Effective AGM Belief Contraction: A Journey Beyond the Finitary Realm.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,516,Counterexample-Guided Abstraction Refinement for Assumption-based Argumentation.,4.0,0.0,0.0,0.0,1.0,0.0,logprobs,4,
train,517,Abstractions of Queries in Ontology-Based Data Access.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,518,An Epistemic Theory of Deductive Arguments.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,519,Non-deterministic Action Reversibility: Complexity Results.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,520,Logical Expressivity and Explanations for Monotonic GNNs with Scoring Functions.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,521,Reasoning in Assumption-Based Argumentation via SAT.,4.0,0.0,0.0,0.0,1.0,0.0,logprobs,4,
train,522,Reasoning About Actual Causality in Answer Set Programming.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,523,Generalizing Platform-Aware Mission Planning for Infinite-State Timed Transition Systems.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,524,A Planning Compilation to Reason About Goal Achievement at Planning Time.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,525,Cost-Optimal Delete-Free Classical Planning via Maximum Satisfiability.,4.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,logprobs,4,
train,526,On Gradual Semantics for Assumption-Based Argumentation.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,527,Can LLMs Solve ASP Problems? Insights from a Benchmarking Study.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,528,Explanations for Unrealizability of Infinite-State Safety Shields.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,529,On the Complexity and Properties of Preferential Propositional Dependence Logic.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,530,Context-Based Belief Revision.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,531,Efficient Volume Computation for SMT Formulas.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,532,A Principle-based Framework for Analyzing Dialogue Game-based Semantics.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,533,ASP-Driven Visual Commonsense: A General Framework for Reasoning About Embodied Interaction in the Wild.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,534,A Tensor-Based Probabilistic Event Calculus.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,535,Pushdown Reward Machines for Reinforcement Learning.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,536,TRACE-CS: A Hybrid Logic-LLM System for Explainable Course Scheduling.,4.0,0.0,0.0,0.0,1.0,0.0,logprobs,4,
train,537,Advances in Logic-Based Entity Resolution: Enhancing ASPEN with Local Merges and Optimality Criteria.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,538,An Embarrassingly Parallel Model Counter.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,539,Probabilistic HTN Planning: Formalization and Computational Complexity Analysis.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,540,Probabilistic Active Goal Recognition.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,541,"Proceedings of the 22nd International Conference on Principles of Knowledge Representation and Reasoning, KR 2025, Melbourne, Australia, November 1-17, 2025",1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,542,Answer Set Programming and Large Language Models interaction with YAML: Second Report.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,543,From Infinite to Finite Traces and Back: Linear Temporal Logic in Sequential Decision Making.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,544,Situation Calculus Temporally Lifted Abstractions for Generalized Planning - Extended Abstract.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,545,Using Ontology to Analyze Sentiment of Comments on Vietnamese Social Media.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,546,An Experiment with LLM in Contract Extraction.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,547,Communication with Individuals with Disabilities and the Role of LLMs: Progress Report.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,548,Formal Aspects of Strategic Reasoning.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,549,A Report on Sequential KR-Approaches as Cognitive Logic.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,550,Advancing Interactive Explainable AI via Belief Change Theory.,3.0,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,3,
train,551,Equilibrium Description Logics: Results on Complexity and Relations to Circumscription.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,552,Argumentative Causal Discovery.,4.0,0.0,0.0,0.0,1.0,0.0,logprobs,4,
train,553,Advancing Algorithmic Approaches to Probabilistic Argumentation under the Constellation Approach.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,554,CE-QArg: Counterfactual Explanations for Quantitative Bipolar Argumentation Frameworks.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,555,Consistent Query Answering over SHACL Constraints.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,556,Action Model Learning with Guarantees.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,557,"Counterfactual and Semifactual Explanations in Abstract Argumentation: Formal Foundations, Complexity and Computation.",5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,558,Explaining Reasoning Results for OWL Ontologies with Evee.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,559,Reasoning in SHIQ with Axiom- and Concept-Level Standpoint Modalities.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,560,ASP Chef: Draw and Expand.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,561,Probabilistic Synthesis and Verification for LTL on Finite Traces.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,562,Proper Linear-time Specifications of Environment Behaviors in Nondeterministic Planning and Reactive Synthesis.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,563,Abstraction in Assumption-based Argumentation.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,564,A Uniform Language to Explain Decision Trees.,3.0,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,3,
train,565,Deontic Reasoning Based on Inconsistency Measures.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,566,Non-Rigid Designators in Modal and Temporal Free Description Logics.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,567,Contractions Based on Optimal Repairs.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,568,Planning Domain Model Acquisition from State Traces without Action Parameters.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,569,Conditional Splittings of Belief Bases and Nonmonotonic Inference with c-Representations.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,570,"Monotone Rewritability and the Analysis of Queries, Views, and Rules.",3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,571,Capturing Non-flat Assumption-based Argumentation with Bipolar SETAFs.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,572,Cost-Based Semantics for Querying Inconsistent Weighted Knowledge Bases.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,573,Queries With Exact Truth Values in Paraconsistent Description Logics.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,574,Shapley Value Computation in Ontology-Mediated Query Answering.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,575,Abductive Reasoning in a Paraconsistent Framework.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,576,Weak Admissibility for ABA via Abstract Set-Attacks.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,577,Lost in the Crowd: k-unmatchability in Anonymized Knowledge Graphs.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,578,Belief Change on Rational Rankings.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
