name,kind,c,weight,threshold_lambda,oof_qwk,oof_lift_vs_step25,test_l1,pub_dist,pri_dist,changed,improved,worsened,mean_delta_abs_error,risky_promotions,core_demotions,public_changed,private_changed,thresholds
step25_rubric_lr_c0p25_blend_w0p0050_l1p0,label_blend,0.25,0.005,1.0,0.6585303029934853,-0.002730255385747671,0.18582046576212438,"{1: 126, 2: 63, 3: 52, 4: 35, 5: 22}","{1: 139, 2: 66, 3: 40, 4: 31, 5: 22}",66,28,38,-0.15151515151515152,0,13,9,14,"1.919705,2.545588,3.252586,4.088503"
step25_rubric_lr_c0p5_blend_w0p0150_l2p0,label_blend,0.5,0.015,2.0,0.6585149712844459,-0.0027455870947870054,0.17910905636615124,"{1: 127, 2: 61, 3: 53, 4: 35, 5: 22}","{1: 140, 2: 64, 3: 40, 4: 32, 5: 22}",70,29,41,-0.17142857142857143,1,13,9,13,"1.925785,2.543088,3.238304,4.080953"
step25_rubric_lr_c2p0_blend_w0p0200_l4p0,label_blend,2.0,0.02,4.0,0.6584960217747549,-0.002764536604478063,0.16904194227219155,"{1: 125, 2: 61, 3: 55, 4: 35, 5: 22}","{1: 141, 2: 62, 3: 41, 4: 32, 5: 22}",66,26,40,-0.21212121212121213,1,12,7,13,"1.926565,2.533586,3.232932,4.066874"
step25_rubric_lr_c2p0_blend_w0p0150_l1p0,label_blend,2.0,0.015,1.0,0.6584812930801862,-0.002779265299046707,0.1757533516681647,"{1: 127, 2: 60, 3: 54, 4: 35, 5: 22}","{1: 140, 2: 64, 3: 42, 4: 30, 5: 22}",67,28,39,-0.16417910447761194,0,13,8,15,"1.924815,2.534212,3.244499,4.089089"
step25_rubric_lr_c2p0_blend_w0p0050_l4p0,label_blend,2.0,0.005,4.0,0.6584809488413313,-0.002779609537901573,0.17575335166816466,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 138, 2: 66, 3: 40, 4: 32, 5: 22}",53,22,31,-0.16981132075471697,0,10,6,11,"1.915964,2.536452,3.245226,4.087364"
step25_rubric_lr_c0p25_blend_w0p0075_l0p5,label_blend,0.25,0.0075,0.5,0.6584751443618868,-0.0027854140173461106,0.17575335166816466,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 138, 2: 66, 3: 40, 4: 32, 5: 22}",63,27,36,-0.14285714285714285,0,17,6,11,"1.918001,2.533187,3.243663,4.115802"
step25_rubric_lr_c2p0_blend_w0p0100_l1p0,label_blend,2.0,0.01,1.0,0.6584550993362368,-0.002805459042996117,0.1858204657621244,"{1: 127, 2: 62, 3: 53, 4: 34, 5: 22}","{1: 140, 2: 65, 3: 42, 4: 29, 5: 22}",80,35,45,-0.125,0,13,11,17,"1.925101,2.550502,3.255756,4.090716"
step25_rubric_lr_c0p25_blend_w0p0025_l4p0,label_blend,0.25,0.0025,4.0,0.6584095318516976,-0.0028510265275353275,0.17910905636615126,"{1: 125, 2: 63, 3: 53, 4: 35, 5: 22}","{1: 139, 2: 65, 3: 40, 4: 32, 5: 22}",53,22,31,-0.16981132075471697,0,10,7,12,"1.914304,2.537807,3.246698,4.099704"
step25_rubric_lr_c0p5_blend_w0p0100_l4p0,label_blend,0.5,0.01,4.0,0.6584008955869094,-0.002859662792323525,0.17575335166816466,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 65, 3: 39, 4: 33, 5: 22}",64,27,37,-0.15625,0,12,7,11,"1.922485,2.540649,3.241490,4.089305"
step25_rubric_lr_c1p0_blend_w0p0025_l4p0,label_blend,1.0,0.0025,4.0,0.6583909711452473,-0.002869587233985671,0.18246476106413784,"{1: 125, 2: 63, 3: 53, 4: 35, 5: 22}","{1: 139, 2: 66, 3: 39, 4: 32, 5: 22}",57,24,33,-0.15789473684210525,0,10,7,13,"1.914383,2.541086,3.250162,4.102495"
step25_rubric_lr_c0p25_blend_w0p0050_l2p0,label_blend,0.25,0.005,2.0,0.6583868847557299,-0.0028736736235029925,0.1858204657621244,"{1: 126, 2: 63, 3: 52, 4: 35, 5: 22}","{1: 138, 2: 67, 3: 39, 4: 32, 5: 22}",59,24,35,-0.1864406779661017,0,11,9,12,"1.917544,2.543831,3.245140,4.098760"
step25_rubric_lr_c1p0_blend_w0p0300_l2p0,label_blend,1.0,0.03,2.0,0.6583857758705679,-0.002874782508665019,0.1757533516681647,"{1: 125, 2: 62, 3: 54, 4: 36, 5: 21}","{1: 139, 2: 65, 3: 41, 4: 31, 5: 22}",75,30,45,-0.2,2,16,9,13,"1.932087,2.539244,3.231162,4.061069"
step25_rubric_lr_c2p0_blend_w0p0200_l0p5,label_blend,2.0,0.02,0.5,0.658371423805751,-0.002889134573481944,0.1757533516681647,"{1: 125, 2: 62, 3: 54, 4: 36, 5: 21}","{1: 141, 2: 63, 3: 42, 4: 30, 5: 22}",73,31,42,-0.1506849315068493,0,16,9,16,"1.927308,2.538029,3.245593,4.099223"
step25_rubric_lr_c0p5_blend_w0p0075_l4p0,label_blend,0.5,0.0075,4.0,0.6583532142637674,-0.00290734411546556,0.17910905636615124,"{1: 125, 2: 63, 3: 53, 4: 35, 5: 22}","{1: 138, 2: 66, 3: 40, 4: 32, 5: 22}",58,24,34,-0.1724137931034483,0,11,7,11,"1.918996,2.541957,3.242871,4.087248"
step25_rubric_lr_c0p25_blend_w0p0025_l2p0,label_blend,0.25,0.0025,2.0,0.6583532142637674,-0.00290734411546556,0.1824647610641378,"{1: 126, 2: 62, 3: 53, 4: 35, 5: 22}","{1: 139, 2: 66, 3: 39, 4: 32, 5: 22}",58,24,34,-0.1724137931034483,0,10,8,13,"1.915184,2.541383,3.247929,4.101074"
step25_rubric_lr_c0p5_blend_w0p0025_l2p0,label_blend,0.5,0.0025,2.0,0.6583532142637674,-0.00290734411546556,0.1824647610641378,"{1: 126, 2: 62, 3: 53, 4: 35, 5: 22}","{1: 139, 2: 66, 3: 39, 4: 32, 5: 22}",58,24,34,-0.1724137931034483,0,10,8,13,"1.915184,2.541383,3.247929,4.101074"
step25_rubric_lr_c0p25_blend_w0p0100_l2p0,label_blend,0.25,0.01,2.0,0.6583486245306804,-0.0029119338485524837,0.17910905636615126,"{1: 126, 2: 62, 3: 53, 4: 35, 5: 22}","{1: 139, 2: 65, 3: 42, 4: 30, 5: 22}",65,28,37,-0.13846153846153847,0,12,8,14,"1.922090,2.543544,3.247403,4.089296"
step25_rubric_lr_c0p5_blend_w0p0075_l2p0,label_blend,0.5,0.0075,2.0,0.658348523894572,-0.0029120344846609303,0.17575335166816466,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 138, 2: 66, 3: 39, 4: 33, 5: 22}",53,21,32,-0.20754716981132076,0,11,6,10,"1.918909,2.539103,3.241762,4.083562"
step25_rubric_lr_c1p0_blend_w0p0200_l4p0,label_blend,1.0,0.02,4.0,0.6583154721427034,-0.0029450862365295594,0.1757533516681647,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 141, 2: 63, 3: 40, 4: 32, 5: 22}",69,27,42,-0.21739130434782608,2,13,8,14,"1.927562,2.537745,3.233446,4.065009"
step25_rubric_lr_c1p0_blend_w0p0200_l1p0,label_blend,1.0,0.02,1.0,0.6583025588109221,-0.0029579995683107763,0.16568623757420492,"{1: 125, 2: 61, 3: 55, 4: 36, 5: 21}","{1: 137, 2: 65, 3: 42, 4: 32, 5: 22}",57,23,34,-0.19298245614035087,0,14,8,8,"1.921185,2.528593,3.235818,4.085677"
step25_rubric_lr_c2p0_blend_w0p0075_l2p0,label_blend,2.0,0.0075,2.0,0.6582771389236728,-0.0029834194555601323,0.1757533516681647,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 138, 2: 66, 3: 40, 4: 32, 5: 22}",55,22,33,-0.2,0,11,7,11,"1.918431,2.533850,3.242264,4.083615"
step25_rubric_lr_c0p25_blend_w0p0300_l2p0,label_blend,0.25,0.03,2.0,0.6582499070340584,-0.003010651345174531,0.1757533516681647,"{1: 125, 2: 62, 3: 54, 4: 36, 5: 21}","{1: 139, 2: 65, 3: 41, 4: 31, 5: 22}",84,33,51,-0.21428571428571427,3,18,9,13,"1.936121,2.542433,3.232825,4.054820"
step25_rubric_lr_c0p5_blend_w0p0150_l4p0,label_blend,0.5,0.015,4.0,0.6582387431081688,-0.0030218152710641544,0.1757533516681647,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 140, 2: 64, 3: 39, 4: 33, 5: 22}",63,24,39,-0.23809523809523808,1,12,7,12,"1.924723,2.536207,3.234764,4.080339"
step25_rubric_lr_c1p0_blend_w0p0150_l2p0,label_blend,1.0,0.015,2.0,0.6582102872665174,-0.003050271112715497,0.17910905636615126,"{1: 126, 2: 62, 3: 53, 4: 35, 5: 22}","{1: 140, 2: 64, 3: 39, 4: 33, 5: 22}",64,24,40,-0.25,1,12,8,12,"1.924173,2.542540,3.236326,4.077135"
step25_rubric_lr_c0p5_blend_w0p0050_l2p0,label_blend,0.5,0.005,2.0,0.6582004161687173,-0.0030601422105156484,0.17910905636615124,"{1: 125, 2: 63, 3: 53, 4: 35, 5: 22}","{1: 138, 2: 66, 3: 40, 4: 32, 5: 22}",53,21,32,-0.20754716981132076,0,10,7,11,"1.916075,2.539117,3.244566,4.089283"
step25_rubric_lr_c0p5_blend_w0p0150_l0p5,label_blend,0.5,0.015,0.5,0.6581881276989137,-0.0030724306803192603,0.18917617046011095,"{1: 127, 2: 62, 3: 52, 4: 36, 5: 21}","{1: 140, 2: 66, 3: 40, 4: 30, 5: 22}",83,36,47,-0.13253012048192772,0,18,11,17,"1.929312,2.556278,3.248358,4.095923"
step25_rubric_lr_c1p0_blend_w0p0050_l4p0,label_blend,1.0,0.005,4.0,0.65817198307764,-0.0030885753015928996,0.17575335166816466,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 138, 2: 66, 3: 40, 4: 32, 5: 22}",52,20,32,-0.23076923076923078,0,10,6,11,"1.916363,2.537466,3.243158,4.097574"
step25_rubric_lr_c1p0_blend_w0p0200_l0p5,label_blend,1.0,0.02,0.5,0.6581626985906732,-0.003097859788559698,0.16904194227219152,"{1: 125, 2: 61, 3: 55, 4: 35, 5: 22}","{1: 140, 2: 63, 3: 41, 4: 32, 5: 22}",66,25,41,-0.24242424242424243,2,12,7,12,"1.925149,2.536173,3.231708,4.065891"
step25_rubric_lr_c1p0_blend_w0p0150_l4p0,label_blend,1.0,0.015,4.0,0.658144128103586,-0.0031164302756468976,0.17183522332793336,"{1: 127, 2: 59, 3: 55, 4: 35, 5: 22}","{1: 140, 2: 63, 3: 40, 4: 33, 5: 22}",64,24,40,-0.25,1,12,7,11,"1.925356,2.533553,3.236354,4.076349"
step25_rubric_lr_c0p25_blend_w0p0100_l1p0,label_blend,0.25,0.01,1.0,0.6581109014758244,-0.0031496569034085153,0.1858204657621244,"{1: 125, 2: 64, 3: 52, 4: 35, 5: 22}","{1: 139, 2: 66, 3: 41, 4: 30, 5: 22}",66,28,38,-0.15151515151515152,1,12,8,15,"1.920104,2.547372,3.245947,4.081389"
step25_rubric_lr_c0p25_blend_w0p0300_l1p0,label_blend,0.25,0.03,1.0,0.6580828594978565,-0.003177698881376423,0.1757533516681647,"{1: 125, 2: 62, 3: 54, 4: 36, 5: 21}","{1: 139, 2: 65, 3: 39, 4: 33, 5: 22}",81,31,50,-0.2345679012345679,3,17,9,13,"1.933161,2.538068,3.225242,4.051090"
step25_rubric_lr_c1p0_blend_w0p0050_l2p0,label_blend,1.0,0.005,2.0,0.658059455918351,-0.0032011024608818994,0.1824647610641378,"{1: 126, 2: 62, 3: 53, 4: 35, 5: 22}","{1: 139, 2: 66, 3: 39, 4: 32, 5: 22}",62,26,36,-0.16129032258064516,0,11,8,13,"1.918623,2.542818,3.247645,4.090127"
step25_rubric_lr_c0p25_blend_w0p0200_l2p0,label_blend,0.25,0.02,2.0,0.6579574514701776,-0.003303106909055331,0.1757533516681647,"{1: 125, 2: 62, 3: 54, 4: 36, 5: 21}","{1: 139, 2: 65, 3: 40, 4: 32, 5: 22}",62,22,40,-0.2903225806451613,2,13,9,12,"1.924851,2.532696,3.232243,4.067113"
step25_rubric_lr_c1p0_blend_w0p0100_l1p0,label_blend,1.0,0.01,1.0,0.6579536237885879,-0.0033069345906450165,0.17575335166816466,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 65, 3: 40, 4: 32, 5: 22}",56,22,34,-0.21428571428571427,1,11,7,12,"1.921003,2.534498,3.242596,4.081634"
step25_rubric_lr_c0p25_blend_w0p0300_l4p0,label_blend,0.25,0.03,4.0,0.6579362006769423,-0.00332435770229067,0.17239764697017812,"{1: 125, 2: 62, 3: 54, 4: 36, 5: 21}","{1: 139, 2: 64, 3: 41, 4: 32, 5: 22}",81,30,51,-0.25925925925925924,3,17,9,11,"1.934156,2.536899,3.228082,4.051584"
step25_rubric_lr_c0p25_blend_w0p0200_l4p0,label_blend,0.25,0.02,4.0,0.6577259557832233,-0.003534602596009573,0.17575335166816466,"{1: 126, 2: 61, 3: 54, 4: 36, 5: 21}","{1: 141, 2: 63, 3: 40, 4: 32, 5: 22}",68,25,43,-0.2647058823529412,2,13,8,14,"1.928275,2.534647,3.232100,4.069433"
step25_rubric_lr_c0p25_blend_w0p0150_l2p0,label_blend,0.25,0.015,2.0,0.6576945754394761,-0.003565982939756851,0.17910905636615124,"{1: 126, 2: 62, 3: 53, 4: 36, 5: 21}","{1: 139, 2: 65, 3: 42, 4: 30, 5: 22}",69,27,42,-0.21739130434782608,0,15,9,14,"1.924994,2.541962,3.242167,4.088878"
step25_rubric_lr_c0p25_blend_w0p0200_l1p0,label_blend,0.25,0.02,1.0,0.6575624235930987,-0.003698134786134233,0.17910905636615124,"{1: 126, 2: 61, 3: 54, 4: 36, 5: 21}","{1: 141, 2: 64, 3: 40, 4: 31, 5: 22}",71,28,43,-0.2112676056338028,1,15,8,16,"1.928782,2.537526,3.239047,4.076364"
step25_rubric_lr_c0p5_blend_w0p0200_l1p0,label_blend,0.5,0.02,1.0,0.6574757528468693,-0.0037848055323636,0.17575335166816466,"{1: 126, 2: 61, 3: 54, 4: 36, 5: 21}","{1: 141, 2: 63, 3: 40, 4: 32, 5: 22}",73,27,46,-0.2602739726027397,2,13,8,14,"1.929129,2.534679,3.230469,4.071781"
step25_rubric_lr_c0p25_blend_w0p0150_l4p0,label_blend,0.25,0.015,4.0,0.657407332132429,-0.0038532262468039535,0.16904194227219152,"{1: 126, 2: 60, 3: 55, 4: 35, 5: 22}","{1: 139, 2: 64, 3: 40, 4: 33, 5: 22}",62,21,41,-0.3225806451612903,2,12,6,10,"1.924602,2.532338,3.233352,4.076780"
step25_rubric_lr_c0p5_blend_w0p0200_l2p0,label_blend,0.5,0.02,2.0,0.6572854362474855,-0.003975122131747444,0.17575335166816466,"{1: 126, 2: 61, 3: 54, 4: 36, 5: 21}","{1: 141, 2: 63, 3: 40, 4: 32, 5: 22}",73,27,46,-0.2602739726027397,2,13,8,14,"1.928358,2.537220,3.228731,4.071642"
rubric_lr_c2p0_standalone_l0p5,standalone,2.0,1.0,0.5,0.061603729414594466,-0.5996568289646385,0.06936647955092225,"{1: 116, 2: 70, 3: 38, 4: 46, 5: 28}","{1: 104, 2: 63, 3: 57, 4: 48, 5: 26}",1862,450,1262,-0.9328678839957035,423,341,215,217,"2.417805,2.899508,3.201615,3.469706"
rubric_lr_c2p0_standalone_l1p0,standalone,2.0,1.0,1.0,0.061603729414594466,-0.5996568289646385,0.06936647955092225,"{1: 116, 2: 70, 3: 38, 4: 46, 5: 28}","{1: 104, 2: 63, 3: 57, 4: 48, 5: 26}",1862,450,1262,-0.9328678839957035,423,341,215,217,"2.416856,2.897983,3.201818,3.469123"
rubric_lr_c2p0_standalone_l4p0,standalone,2.0,1.0,4.0,0.061603729414594466,-0.5996568289646385,0.06936647955092225,"{1: 116, 2: 70, 3: 38, 4: 46, 5: 28}","{1: 104, 2: 63, 3: 57, 4: 48, 5: 26}",1862,450,1262,-0.9328678839957035,423,341,215,217,"2.417293,2.898215,3.201221,3.469038"
rubric_lr_c2p0_standalone_l2p0,standalone,2.0,1.0,2.0,0.061074909464605365,-0.6001856489146276,0.06936647955092225,"{1: 116, 2: 70, 3: 38, 4: 46, 5: 28}","{1: 104, 2: 63, 3: 57, 4: 48, 5: 26}",1862,450,1262,-0.9334049409237379,423,341,215,217,"2.417601,2.899816,3.201999,3.469828"
rubric_lr_c1p0_standalone_l0p5,standalone,1.0,1.0,0.5,0.031655356509342814,-0.6296052018698901,0.05313154254775218,"{1: 118, 2: 62, 3: 47, 4: 41, 5: 30}","{1: 110, 2: 54, 3: 58, 4: 50, 5: 26}",1899,447,1301,-0.9552395997893628,429,367,218,219,"2.484725,2.899587,3.225743,3.490569"
rubric_lr_c1p0_standalone_l2p0,standalone,1.0,1.0,2.0,0.031064668168842013,-0.6301958902103909,0.04977583784976561,"{1: 117, 2: 63, 3: 46, 4: 42, 5: 30}","{1: 109, 2: 54, 3: 59, 4: 50, 5: 26}",1902,449,1302,-0.9532071503680336,430,367,219,218,"2.475113,2.899427,3.225418,3.490640"
rubric_lr_c1p0_standalone_l4p0,standalone,1.0,1.0,4.0,0.0308560251778055,-0.6304045332014274,0.05313154254775218,"{1: 117, 2: 63, 3: 47, 4: 42, 5: 29}","{1: 109, 2: 54, 3: 59, 4: 50, 5: 26}",1902,450,1302,-0.9521556256572029,430,367,218,218,"2.475382,2.899520,3.225646,3.492394"
rubric_lr_c1p0_standalone_l1p0,standalone,1.0,1.0,1.0,0.029857878704451335,-0.6314026796747816,0.05202553241874461,"{1: 116, 2: 64, 3: 45, 4: 42, 5: 31}","{1: 108, 2: 56, 3: 53, 4: 53, 5: 28}",1906,444,1312,-0.9690451206715635,436,365,220,218,"2.455214,2.899577,3.206628,3.462159"
rubric_lr_c0p5_standalone_l0p5,standalone,0.5,1.0,0.5,0.011364419895445677,-0.6498961384837872,0.10236110288854328,"{1: 117, 2: 58, 3: 46, 4: 47, 5: 30}","{1: 107, 2: 51, 3: 49, 4: 63, 5: 28}",1919,439,1325,-0.9921834288692027,446,376,221,222,"2.482928,2.899880,3.189209,3.485472"
rubric_lr_c0p5_standalone_l1p0,standalone,0.5,1.0,1.0,0.011044572569466449,-0.6502159858097665,0.0990053981905567,"{1: 117, 2: 58, 3: 46, 4: 46, 5: 31}","{1: 107, 2: 51, 3: 49, 4: 63, 5: 28}",1919,439,1325,-0.9927045336112559,446,376,221,222,"2.484001,2.899842,3.191972,3.483583"
rubric_lr_c0p5_standalone_l2p0,standalone,0.5,1.0,2.0,0.010999017261771993,-0.6502615411174609,0.10571680758652985,"{1: 117, 2: 58, 3: 45, 4: 48, 5: 30}","{1: 107, 2: 51, 3: 49, 4: 63, 5: 28}",1920,438,1326,-0.99375,447,376,221,222,"2.482169,2.899961,3.186425,3.485273"
rubric_lr_c0p5_standalone_l4p0,standalone,0.5,1.0,4.0,0.01053876046352431,-0.6507217979157086,0.07886847898042554,"{1: 117, 2: 58, 3: 46, 4: 42, 5: 35}","{1: 107, 2: 51, 3: 49, 4: 57, 5: 34}",1925,434,1333,-1.0114285714285713,451,372,220,223,"2.484263,2.899924,3.189980,3.437219"
rubric_lr_c0p25_standalone_l2p0,standalone,0.25,1.0,2.0,-0.006049911931611529,-0.6673104703108445,0.04531143200055973,"{1: 113, 2: 61, 3: 47, 4: 37, 5: 40}","{1: 103, 2: 53, 3: 53, 4: 54, 5: 35}",1953,440,1352,-1.0317460317460319,469,374,226,227,"2.488989,2.899546,3.186987,3.410876"
rubric_lr_c0p25_standalone_l0p5,standalone,0.25,1.0,0.5,-0.006095436016936295,-0.6673559943961692,0.052022841396532904,"{1: 114, 2: 60, 3: 46, 4: 38, 5: 40}","{1: 103, 2: 53, 3: 53, 4: 54, 5: 35}",1952,439,1351,-1.033811475409836,468,374,226,227,"2.491945,2.899148,3.185209,3.409179"
rubric_lr_c0p25_standalone_l4p0,standalone,0.25,1.0,4.0,-0.0063122764544565335,-0.6675728348336895,0.058734250792506076,"{1: 114, 2: 60, 3: 45, 4: 39, 5: 40}","{1: 103, 2: 53, 3: 52, 4: 54, 5: 36}",1952,437,1351,-1.0379098360655739,468,373,226,227,"2.492576,2.899296,3.181742,3.405392"
rubric_lr_c0p25_standalone_l1p0,standalone,0.25,1.0,1.0,-0.006531529421430093,-0.667792087800663,0.045311432000559745,"{1: 114, 2: 60, 3: 48, 4: 39, 5: 37}","{1: 103, 2: 53, 3: 53, 4: 54, 5: 35}",1951,439,1348,-1.0199897488467453,467,377,227,227,"2.491874,2.899479,3.192668,3.431275"
