first_author_token,test_count,public_count,private_count,predicted_labels,prediction_mean,train_count,unique_train_labels,train_label_min,train_label_max,train_label_mean,train_labels,seen_in_train,single_train_label_repeated_test,single_train_label5_repeated_test,pure_author_repeated_test,all_predictions_match_only_train_label
first_author_kurkova,1,0,1,5,5.0,0,0,,,,,False,False,False,False,False
first_author_kuusisto,1,0,1,2,2.0,0,0,,,,,False,False,False,False,False
first_author_kuznetsov,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_laaji,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_lago,1,1,0,2,2.0,2,2,1.0,2.0,1.5,"1,2",True,False,False,False,False
first_author_lai,1,1,0,4,4.0,0,0,,,,,False,False,False,False,False
first_author_lal,1,1,0,2,2.0,0,0,,,,,False,False,False,False,False
first_author_lamperti,1,1,0,2,2.0,0,0,,,,,False,False,False,False,False
first_author_laurent,1,0,1,3,3.0,0,0,,,,,False,False,False,False,False
first_author_lavore,1,1,0,3,3.0,1,1,2.0,2.0,2.0,2,True,False,False,False,False
first_author_le,1,1,0,3,3.0,1,1,2.0,2.0,2.0,2,True,False,False,False,False
first_author_lebovitz,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_lee,1,0,1,1,1.0,6,3,1.0,5.0,2.0,"1,2,5",True,False,False,False,False
first_author_legg,1,1,0,2,2.0,0,0,,,,,False,False,False,False,False
first_author_lehtinen,1,1,0,1,1.0,1,1,1.0,1.0,1.0,1,True,False,False,False,True
first_author_lehtonen,1,0,1,2,2.0,3,3,1.0,4.0,2.6666666666666665,"1,3,4",True,False,False,False,False
first_author_leoni,1,0,1,2,2.0,0,0,,,,,False,False,False,False,False
first_author_leroux,1,1,0,2,2.0,1,1,1.0,1.0,1.0,1,True,False,False,False,False
first_author_lin,1,0,1,2,2.0,2,2,2.0,4.0,3.0,"2,4",True,False,False,False,False
first_author_lindenhovius,1,1,0,2,2.0,1,1,1.0,1.0,1.0,1,True,False,False,False,False
first_author_lopes,1,1,0,4,4.0,0,0,,,,,False,False,False,False,False
first_author_lopez,1,1,0,2,2.0,1,1,1.0,1.0,1.0,1,True,False,False,False,False
first_author_lotz,1,1,0,3,3.0,0,0,,,,,False,False,False,False,False
first_author_lukasiewicz,1,0,1,3,3.0,2,2,1.0,3.0,2.0,"1,3",True,False,False,False,False
first_author_lutz,1,0,1,4,4.0,5,2,2.0,4.0,3.2,"2,4",True,False,False,False,False
first_author_lyon,1,1,0,2,2.0,2,2,3.0,5.0,4.0,"3,5",True,False,False,False,False
first_author_m,1,1,0,3,3.0,2,1,1.0,1.0,1.0,1,True,False,False,False,False
first_author_maire,1,0,1,5,5.0,0,0,,,,,False,False,False,False,False
first_author_malusare,1,1,0,4,4.0,0,0,,,,,False,False,False,False,False
first_author_mangal,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_manuel,1,1,0,2,2.0,0,0,,,,,False,False,False,False,False
first_author_mari,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_marmsoler,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_matos,1,1,0,4,4.0,0,0,,,,,False,False,False,False,False
first_author_maubert,1,0,1,3,3.0,0,0,,,,,False,False,False,False,False
first_author_mcdonough,1,0,1,2,2.0,0,0,,,,,False,False,False,False,False
first_author_melgratti,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_merhej,1,0,1,5,5.0,0,0,,,,,False,False,False,False,False
first_author_mio,1,0,1,3,3.0,3,1,1.0,1.0,1.0,1,True,False,False,False,False
first_author_miquey,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_moeneclaey,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_montacute,1,0,1,1,1.0,1,1,2.0,2.0,2.0,2,True,False,False,False,False
first_author_mottet,1,1,0,1,1.0,1,1,2.0,2.0,2.0,2,True,False,False,False,False
first_author_mover,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_nadel,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_nadia,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_nagasamudram,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_nakajima,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_nakano,1,1,0,5,5.0,0,0,,,,,False,False,False,False,False
first_author_natsiavas,1,1,0,2,2.0,0,0,,,,,False,False,False,False,False
first_author_nemati,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_ner,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_niari,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_niskanen,1,0,1,3,3.0,3,3,2.0,4.0,3.0,"2,3,4",True,False,False,False,False
first_author_niu,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_nsk,1,0,1,1,1.0,4,2,1.0,2.0,1.25,"1,2",True,False,False,False,False
first_author_odekerken,1,1,0,3,3.0,0,0,,,,,False,False,False,False,False
first_author_odziejczyk,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_ohlmann,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_ong,1,1,0,1,1.0,1,1,2.0,2.0,2.0,2,True,False,False,False,False
first_author_ouaknine,1,0,1,2,2.0,1,1,1.0,1.0,1.0,1,True,False,False,False,False
first_author_parikh,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_pedrot,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_pernsteiner,1,1,0,3,3.0,0,0,,,,,False,False,False,False,False
first_author_peyras,1,1,0,2,2.0,0,0,,,,,False,False,False,False,False
first_author_pflueger,1,0,1,2,2.0,0,0,,,,,False,False,False,False,False
first_author_pick,1,0,1,2,2.0,0,0,,,,,False,False,False,False,False
first_author_pientka,1,0,1,1,1.0,1,1,5.0,5.0,5.0,5,True,False,False,False,False
first_author_pilipczuk,1,0,1,1,1.0,1,1,1.0,1.0,1.0,1,True,False,False,False,True
first_author_pinzani,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_pitchanathan,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_pkhakadze,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_place,1,1,0,1,1.0,5,3,1.0,3.0,1.6,"1,2,3",True,False,False,False,False
first_author_popescu,1,1,0,2,2.0,1,1,2.0,2.0,2.0,2,True,False,False,False,True
first_author_porcello,1,1,0,4,4.0,0,0,,,,,False,False,False,False,False
first_author_potyka,1,1,0,3,3.0,1,1,1.0,1.0,1.0,1,True,False,False,False,False
first_author_pous,1,1,0,1,1.0,1,1,2.0,2.0,2.0,2,True,False,False,False,False
first_author_pradic,1,1,0,3,3.0,0,0,,,,,False,False,False,False,False
first_author_prakken,1,1,0,3,3.0,0,0,,,,,False,False,False,False,False
first_author_prasad,1,1,0,2,2.0,0,0,,,,,False,False,False,False,False
first_author_preoteasa,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_proietti,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_pugh,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_qian,1,1,0,2,2.0,0,0,,,,,False,False,False,False,False
first_author_quatmann,1,1,0,2,2.0,0,0,,,,,False,False,False,False,False
first_author_r,1,1,0,1,1.0,1,1,1.0,1.0,1.0,1,True,False,False,False,True
first_author_rabe,1,1,0,1,1.0,1,1,1.0,1.0,1.0,1,True,False,False,False,True
first_author_rajaratnam,1,0,1,4,4.0,1,1,1.0,1.0,1.0,1,True,False,False,False,False
first_author_ravanbakhsh,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_re,1,1,0,2,2.0,3,3,1.0,5.0,3.3333333333333335,"1,4,5",True,False,False,False,False
first_author_redl,1,1,0,5,5.0,1,1,5.0,5.0,5.0,5,True,False,False,False,True
first_author_reeves,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_reid,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_ren,1,0,1,3,3.0,1,1,3.0,3.0,3.0,3,True,False,False,False,True
first_author_rienstra,1,1,0,4,4.0,1,1,1.0,1.0,1.0,1,True,False,False,False,False
first_author_ringert,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_riveret,1,1,0,4,4.0,0,0,,,,,False,False,False,False,False
first_author_rodriguez,1,1,0,2,2.0,0,0,,,,,False,False,False,False,False
first_author_roehm,1,1,0,3,3.0,0,0,,,,,False,False,False,False,False
first_author_ronca,1,0,1,4,4.0,0,0,,,,,False,False,False,False,False
first_author_roohi,1,1,0,2,2.0,0,0,,,,,False,False,False,False,False
first_author_rothenberg,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_s,1,0,1,1,1.0,7,4,1.0,4.0,2.142857142857143,"1,2,3,4",True,False,False,False,False
first_author_sabuncu,1,0,1,5,5.0,0,0,,,,,False,False,False,False,False
first_author_saifuddin,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_salerno,1,1,0,3,3.0,0,0,,,,,False,False,False,False,False
first_author_santos,1,1,0,3,3.0,0,0,,,,,False,False,False,False,False
first_author_sathyasri,1,1,0,2,2.0,0,0,,,,,False,False,False,False,False
first_author_sato,1,0,1,2,2.0,4,4,1.0,4.0,2.5,"1,2,3,4",True,False,False,False,False
first_author_sayed,1,1,0,4,4.0,0,0,,,,,False,False,False,False,False
first_author_schiex,1,1,0,2,2.0,0,0,,,,,False,False,False,False,False
first_author_schillinger,1,0,1,5,5.0,0,0,,,,,False,False,False,False,False
first_author_schwenk,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_seipel,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_shapiro,1,1,0,4,4.0,0,0,,,,,False,False,False,False,False
first_author_shaqfeh,1,1,0,3,3.0,0,0,,,,,False,False,False,False,False
first_author_shokry,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_sickert,1,1,0,4,4.0,0,0,,,,,False,False,False,False,False
first_author_silva,1,0,1,3,3.0,0,0,,,,,False,False,False,False,False
first_author_simpson,1,1,0,2,2.0,0,0,,,,,False,False,False,False,False
first_author_singher,1,1,0,2,2.0,0,0,,,,,False,False,False,False,False
first_author_singleton,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_sistla,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_ski,1,0,1,1,1.0,10,4,1.0,5.0,2.2,"1,2,4,5",True,False,False,False,False
first_author_slattery,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_smeeth,1,0,1,2,2.0,0,0,,,,,False,False,False,False,False
first_author_sojakova,1,1,0,1,1.0,1,1,4.0,4.0,4.0,4,True,False,False,False,False
first_author_sotoudeh,1,1,0,3,3.0,0,0,,,,,False,False,False,False,False
first_author_sousa,1,0,1,4,4.0,1,1,5.0,5.0,5.0,5,True,False,False,False,False
first_author_sparks,1,0,1,3,3.0,0,0,,,,,False,False,False,False,False
first_author_spork,1,0,1,4,4.0,0,0,,,,,False,False,False,False,False
first_author_stade,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_sterling,1,1,0,1,1.0,1,1,3.0,3.0,3.0,3,True,False,False,False,False
first_author_steup,1,0,1,4,4.0,0,0,,,,,False,False,False,False,False
first_author_storms,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_straccia,1,1,0,3,3.0,0,0,,,,,False,False,False,False,False
first_author_stump,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_sugimori,1,1,0,5,5.0,1,1,5.0,5.0,5.0,5,True,False,False,False,True
first_author_takisaka,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_taupe,1,1,0,1,1.0,4,3,2.0,5.0,4.0,"2,4,5",True,False,False,False,False
first_author_telang,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_thangarajan,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_thevapalan,1,0,1,5,5.0,1,1,2.0,2.0,2.0,2,True,False,False,False,False
first_author_tian,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_trieu,1,0,1,5,5.0,3,1,5.0,5.0,5.0,5,True,False,False,False,True
first_author_truong,1,0,1,5,5.0,0,0,,,,,False,False,False,False,False
first_author_tullsen,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_tummala,1,1,0,2,2.0,2,2,2.0,5.0,3.5,"2,5",True,False,False,False,False
first_author_uch,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_ulbricht,1,0,1,2,2.0,1,1,2.0,2.0,2.0,2,True,False,False,False,True
first_author_umbrico,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_urbat,1,1,0,1,1.0,1,1,3.0,3.0,3.0,3,True,False,False,False,False
first_author_usman,1,0,1,5,5.0,0,0,,,,,False,False,False,False,False
first_author_vafeiadis,1,0,1,3,3.0,0,0,,,,,False,False,False,False,False
first_author_verbrugge,1,1,0,2,2.0,0,0,,,,,False,False,False,False,False
first_author_verma,1,0,1,5,5.0,0,0,,,,,False,False,False,False,False
first_author_waga,1,1,0,1,1.0,1,1,2.0,2.0,2.0,2,True,False,False,False,False
first_author_walukiewicz,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_wen,1,1,0,2,2.0,0,0,,,,,False,False,False,False,False
first_author_wild,1,0,1,4,4.0,1,1,1.0,1.0,1.0,1,True,False,False,False,False
first_author_windsor,1,0,1,2,2.0,0,0,,,,,False,False,False,False,False
first_author_winkler,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_xia,1,0,1,3,3.0,1,1,3.0,3.0,3.0,3,True,False,False,False,True
first_author_yamamoto,1,1,0,3,3.0,0,0,,,,,False,False,False,False,False
first_author_yang,1,0,1,1,1.0,9,5,1.0,5.0,2.6666666666666665,"1,2,3,4,5",True,False,False,False,False
first_author_yoon,1,1,0,4,4.0,0,0,,,,,False,False,False,False,False
first_author_zaid,1,1,0,1,1.0,0,0,,,,,False,False,False,False,False
first_author_zdil,1,0,1,1,1.0,0,0,,,,,False,False,False,False,False
first_author_zeng,1,1,0,5,5.0,3,2,1.0,3.0,1.6666666666666667,"1,3",True,False,False,False,False
first_author_zhong,1,1,0,1,1.0,1,1,2.0,2.0,2.0,2,True,False,False,False,False
