id,title,venue,year,authors,doi,source_split,doi_norm,s2_id,first_surname,has_authors,title_len,author_count,oa_doi_found,openalex_error,oa_doi_id,oa_doi_title,oa_doi_year,oa_doi_cited_by_count,oa_doi_referenced_works_count,oa_doi_fwci,oa_doi_is_retracted,source_title,source_year,oa_title_found,title_search_error,title_match_score,title_year_delta,oa_title_id,openalex_doi,oa_title_title,oa_title_year,oa_title_cited_by_count,oa_title_referenced_works_count,oa_title_fwci,oa_title_is_retracted,oa_found,oa_source,oa_id,oa_year,oa_cited_by_count,oa_referenced_works_count,oa_fwci,oa_is_retracted,oa_title_match_score,oa_title_year_delta,oa_type,oa_type_crossref,abstract_source,abstract_len,has_abstract,s2_fields_of_study,s2_publication_types,doi_lookup_id,doi_lookup_type,doi_lookup_value,doi_s2_found,doi_s2_error,doi_s2_paper_id,doi_s2_title,doi_s2_venue,doi_s2_year,doi_s2_reference_count,doi_s2_citation_count,doi_s2_influential_citation_count,doi_s2_publication_types,doi_s2_fields_of_study,doi_s2_is_open_access,id_lookup_id,id_lookup_type,id_lookup_value,id_s2_found,id_s2_error,id_s2_paper_id,id_s2_title,id_s2_venue,id_s2_year,id_s2_reference_count,id_s2_citation_count,id_s2_influential_citation_count,id_s2_publication_types,id_s2_fields_of_study,id_s2_is_open_access,s2_found,s2_source,s2_reference_count,s2_citation_count,s2_influential_citation_count,s2_year,s2_is_open_access,s2_venue,crossref_found,crossref_error,crossref_title,crossref_publisher,crossref_type,crossref_subjects,crossref_subject_count,crossref_reference_count,crossref_is_referenced_by_count,crossref_license_count,crossref_has_abstract,coci_found,coci_error,coci_citation_count,log_oa_cited_by_count,log_oa_referenced_works_count,log_oa_fwci,log_s2_reference_count,log_s2_citation_count,log_s2_influential_citation_count,log_crossref_reference_count,log_crossref_is_referenced_by_count,log_coci_citation_count,paper_age,best_citation_count,best_reference_count,citation_velocity,citation_count_mean,citation_disagreement,citation_source_count,influential_ratio,external_found_count,top_s2_field,top_s2_pub_type,crossref_primary_subject,concept_has_logic,concept_has_ai,concept_has_asp,log_best_citation_count,best_citation_count_global_pct,best_citation_count_venue_pct,best_citation_count_year_pct,best_citation_count_venue_year_pct,log_best_reference_count,best_reference_count_global_pct,best_reference_count_venue_pct,best_reference_count_year_pct,best_reference_count_venue_year_pct,log_citation_velocity,citation_velocity_global_pct,citation_velocity_venue_pct,citation_velocity_year_pct,citation_velocity_venue_year_pct,oa_fwci_global_pct,oa_fwci_venue_pct,oa_fwci_year_pct,oa_fwci_venue_year_pct,s2_influential_citation_count_global_pct,s2_influential_citation_count_venue_pct,s2_influential_citation_count_year_pct,s2_influential_citation_count_venue_year_pct
196,The Janus System: Multi-paradigm Programming in Prolog and Python.,iclp,2023,"Theresa Swift, Carl Andersen",10.4204/eptcs.385.24,train,10.4204/eptcs.385.24,,swift,1,66,2,True,,https://openalex.org/W4386211486,The Janus System: Multi-paradigm Programming in Prolog and Python,2023.0,4.0,16.0,1.8425,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W4386211486,2023.0,4.0,16.0,1.8425,False,0.0,,article,,s2_abstract,1203,True,Computer Science,JournalArticle|Conference,DOI:10.4204/eptcs.385.24,doi,10.4204/eptcs.385.24,True,,6b20494d63e2d32e17efd5a4109e3c4d3cb4c7ea,The Janus System: Multi-paradigm Programming in Prolog and Python,International Conference on Logic Programming,2023.0,16.0,3.0,0.0,JournalArticle|Conference,Computer Science,True,,,,,,,,,,,,,,,,1,doi,16.0,3.0,0.0,2023.0,True,International Conference on Logic Programming,True,,The Janus System: Multi-paradigm Programming in Prolog and Python,Open Publishing Association,journal-article,,0.0,16.0,4.0,0.0,0.0,True,,2.0,1.6094379124341003,2.833213344056216,1.0446839466425542,2.833213344056216,1.3862943611198906,0.0,2.833213344056216,1.6094379124341003,1.0986122886681098,4,4.0,16.0,1.0,3.25,0.9574271077563381,4,0.0,4,computer science,journalarticle,none,1,1,1,1.6094379124341003,0.4582122093023256,0.7987616099071208,0.5376984126984127,0.7941176470588235,2.833213344056216,0.21711482558139536,0.43808049535603716,0.10317460317460317,0.3235294117647059,0.6931471805599453,0.5508720930232558,0.8575851393188855,0.5376984126984127,0.7941176470588235,0.7309131736526946,0.932258064516129,0.7773279352226721,0.96875,0.3228915662650602,0.46195652173913043,0.3938356164383562,0.46153846153846156
197,"Leasing the Cloud-Edge Continuum, à la Carte.",iclp,2023,"Stefano Forti, Ahmad Ibrahim, Antonio Brogi",10.4204/eptcs.385.28,train,10.4204/eptcs.385.28,,forti,1,45,3,True,,https://openalex.org/W4386211104,"Leasing the Cloud-Edge Continuum, à la Carte",2023.0,0.0,18.0,0.0,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W4386211104,2023.0,0.0,18.0,0.0,False,0.0,,article,,s2_abstract,604,True,Computer Science,JournalArticle|Conference,DOI:10.4204/eptcs.385.28,doi,10.4204/eptcs.385.28,True,,77ce45c5f0223747e0b10cfc0365ca22c6f1c09f,"Leasing the Cloud-Edge Continuum, à la Carte",International Conference on Logic Programming,2023.0,21.0,0.0,0.0,JournalArticle|Conference,Computer Science,True,,,,,,,,,,,,,,,,1,doi,21.0,0.0,0.0,2023.0,True,International Conference on Logic Programming,True,,"Leasing the Cloud-Edge Continuum, à la Carte",Open Publishing Association,journal-article,,0.0,18.0,0.0,0.0,0.0,True,,0.0,0.0,2.9444389791664403,0.0,3.091042453358316,0.0,0.0,2.9444389791664403,0.0,0.0,4,0.0,21.0,0.0,0.0,0.0,4,,4,computer science,journalarticle,none,1,1,1,0.0,0.08357558139534883,0.19040247678018576,0.06746031746031746,0.11764705882352941,3.091042453358316,0.3079578488372093,0.5789473684210527,0.15873015873015872,0.4411764705882353,0.0,0.08357558139534883,0.19040247678018576,0.06746031746031746,0.11764705882352941,0.13566616766467066,0.2532258064516129,0.09919028340080972,0.15625,0.3228915662650602,0.46195652173913043,0.3938356164383562,0.46153846153846156
198,Assessing Drivers&apos; Situation Awareness in Semi-Autonomous Vehicles: ASP based Characterisations of Driving Dynamics for Modelling Scene Interpretation and Projection.,iclp,2023,"Jakob Suchan, Jan-Patrick Osterloh",https://www.semanticscholar.org/paper/552c0d68c29884f2516826802f919fb3e3358668,train,,552c0d68c29884f2516826802f919fb3e3358668,suchan,1,171,2,,,,,,,,,,Assessing Drivers&apos; Situation Awareness in Semi-Autonomous Vehicles: ASP based Characterisations of Driving Dynamics for Modelling Scene Interpretation and Projection.,2023.0,False,,0.0,,,,,,,,,,0,none,,,,,,,0.0,,,,s2_abstract,1695,True,,,,,,,,,,,,,,,,,,S2:552c0d68c29884f2516826802f919fb3e3358668,s2_id,552c0d68c29884f2516826802f919fb3e3358668,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
199,"Demonstrating (Hybrid) Active Logic Documents and the Ciao Prolog Playground, and an Application to Verification Tutorials.",iclp,2023,"Daniela Ferreiro, José F. Morales, Salvador Abreu, Manuel V. Hermenegildo",10.4204/eptcs.385.33,train,10.4204/eptcs.385.33,,ferreiro,1,123,4,True,,https://openalex.org/W4386211451,"Demonstrating (Hybrid) Active Logic Documents and the Ciao Prolog Playground, and an Application to Verification Tutorials",2023.0,2.0,11.0,0.3516,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W4386211451,2023.0,2.0,11.0,0.3516,False,0.0,,article,,s2_abstract,778,True,Computer Science,JournalArticle|Conference|Review,DOI:10.4204/eptcs.385.33,doi,10.4204/eptcs.385.33,True,,fa622037b406dfa8388d059ea46288d803f51766,"Demonstrating (Hybrid) Active Logic Documents and the Ciao Prolog Playground, and an Application to Verification Tutorials",International Conference on Logic Programming,2023.0,13.0,4.0,0.0,JournalArticle|Conference|Review,Computer Science,True,,,,,,,,,,,,,,,,1,doi,13.0,4.0,0.0,2023.0,True,International Conference on Logic Programming,True,,"Demonstrating (Hybrid) Active Logic Documents and the Ciao Prolog Playground, and an Application to Verification Tutorials",Open Publishing Association,journal-article,,0.0,10.0,2.0,0.0,0.0,True,,1.0,1.0986122886681098,2.4849066497880004,0.3012890758579978,2.6390573296152584,1.6094379124341003,0.0,2.3978952727983707,1.0986122886681098,0.6931471805599453,4,4.0,13.0,1.0,2.25,1.2583057392117916,4,0.0,4,computer science,journalarticle,none,1,1,1,1.6094379124341003,0.4582122093023256,0.7987616099071208,0.5376984126984127,0.7941176470588235,2.6390573296152584,0.18023255813953487,0.3684210526315789,0.0873015873015873,0.25,0.6931471805599453,0.5508720930232558,0.8575851393188855,0.5376984126984127,0.7941176470588235,0.406437125748503,0.7483870967741936,0.42105263157894735,0.6875,0.3228915662650602,0.46195652173913043,0.3938356164383562,0.46153846153846156
200,Nemo: First Glimpse of a New Rule Engine.,iclp,2023,"Alex Ivliev, Stefan Ellmauthaler, Lukas Gerlach, Maximilian Marx, Matthias Meißner, Simon Meusel, Markus Krötzsch",10.4204/eptcs.385.35,train,10.4204/eptcs.385.35,,ivliev,1,41,7,True,,https://openalex.org/W4386211526,Nemo: First Glimpse of a New Rule Engine,2023.0,4.0,13.0,0.6852,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W4386211526,2023.0,4.0,13.0,0.6852,False,0.0,,article,,s2_abstract,491,True,Computer Science,JournalArticle|Conference,DOI:10.4204/eptcs.385.35,doi,10.4204/eptcs.385.35,True,,3e337ee15be8a08fee6c3cf6f045729cb6f2c22f,Nemo: First Glimpse of a New Rule Engine,International Conference on Logic Programming,2023.0,13.0,9.0,1.0,JournalArticle|Conference,Computer Science,True,,,,,,,,,,,,,,,,1,doi,13.0,9.0,1.0,2023.0,True,International Conference on Logic Programming,True,,Nemo: First Glimpse of a New Rule Engine,Open Publishing Association,journal-article,,0.0,13.0,3.0,0.0,0.0,True,,2.0,1.6094379124341003,2.6390573296152584,0.5218842511227244,2.6390573296152584,2.302585092994046,0.6931471805599453,2.6390573296152584,1.3862943611198906,1.0986122886681098,4,9.0,13.0,2.25,4.5,3.1091263510296048,4,0.1111111111111111,4,computer science,journalarticle,none,1,1,1,2.302585092994046,0.6584302325581395,0.9303405572755418,0.7916666666666666,0.9705882352941176,2.6390573296152584,0.18023255813953487,0.3684210526315789,0.0873015873015873,0.25,1.1786549963416462,0.7883357558139535,0.9566563467492261,0.7916666666666666,0.9705882352941176,0.5288173652694611,0.8290322580645161,0.5870445344129555,0.84375,0.7201807228915663,0.9483695652173914,0.8458904109589042,0.9423076923076923
201,An xAI Approach for Data-to-Text Processing with ASP.,iclp,2023,"Alessandro Dal Palù, Agostino Dovier, Andrea Formisano",10.4204/eptcs.385.38,train,10.4204/eptcs.385.38,,palù,1,53,3,True,,https://openalex.org/W4386211087,An xAI Approach for Data-to-Text Processing with ASP,2023.0,1.0,16.0,0.1728,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W4386211087,2023.0,1.0,16.0,0.1728,False,0.0,,article,,s2_abstract,1058,True,Computer Science,JournalArticle|Conference,DOI:10.4204/eptcs.385.38,doi,10.4204/eptcs.385.38,True,,3bd7322b1609932c827b459528bd2b777a7f1ac7,An xAI Approach for Data-to-Text Processing with ASP,International Conference on Logic Programming,2023.0,17.0,3.0,0.0,JournalArticle|Conference,Computer Science,True,,,,,,,,,,,,,,,,1,doi,17.0,3.0,0.0,2023.0,True,International Conference on Logic Programming,True,,An xAI Approach for Data-to-Text Processing with ASP,Open Publishing Association,journal-article,,0.0,14.0,0.0,0.0,0.0,True,,1.0,0.6931471805599453,2.833213344056216,0.15939405215025,2.8903717578961645,1.3862943611198906,0.0,2.70805020110221,0.0,0.6931471805599453,4,3.0,17.0,0.75,1.25,1.2583057392117916,4,0.0,4,computer science,journalarticle,none,1,1,1,1.3862943611198906,0.3960755813953488,0.7368421052631579,0.4583333333333333,0.6617647058823529,2.8903717578961645,0.2336482558139535,0.4674922600619195,0.11904761904761904,0.36764705882352944,0.5596157879354227,0.47547238372093026,0.8173374613003096,0.4583333333333333,0.6617647058823529,0.32110778443113774,0.6306451612903226,0.24696356275303644,0.359375,0.3228915662650602,0.46195652173913043,0.3938356164383562,0.46153846153846156
202,Beyond Traditional Neural Networks: Toward adding Reasoning and Learning Capabilities through Computational Logic Techniques.,iclp,2023,Andrea Rafanelli,10.4204/eptcs.385.51,train,10.4204/eptcs.385.51,,rafanelli,1,125,1,True,,https://openalex.org/W4386212956,Beyond Traditional Neural Networks: Toward adding Reasoning and Learning Capabilities through Computational Logic Techniques,2023.0,1.0,39.0,0.1737,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W4386212956,2023.0,1.0,39.0,0.1737,False,0.0,,article,,s2_abstract,587,True,Computer Science,JournalArticle|Conference,DOI:10.4204/eptcs.385.51,doi,10.4204/eptcs.385.51,True,,1a4f44a424c236866f48fd85815340b3a4b8b15d,Beyond Traditional Neural Networks: Toward adding Reasoning and Learning Capabilities through Computational Logic Techniques,International Conference on Logic Programming,2023.0,33.0,1.0,0.0,JournalArticle|Conference,Computer Science,True,,,,,,,,,,,,,,,,1,doi,33.0,1.0,0.0,2023.0,True,International Conference on Logic Programming,True,,Beyond Traditional Neural Networks: Toward adding Reasoning and Learning Capabilities through Computational Logic Techniques,Open Publishing Association,journal-article,,0.0,30.0,1.0,0.0,0.0,True,,1.0,0.6931471805599453,3.6888794541139363,0.16016115212394116,3.5263605246161616,0.6931471805599453,0.0,3.4339872044851463,0.6931471805599453,0.6931471805599453,4,1.0,39.0,0.25,1.0,0.0,4,0.0,4,computer science,journalarticle,none,1,1,1,0.6931471805599453,0.22311046511627908,0.47058823529411764,0.21428571428571427,0.3235294117647059,3.6888794541139363,0.6855014534883721,0.8947368421052632,0.5912698412698413,0.9411764705882353,0.22314355131420976,0.2467296511627907,0.5541795665634675,0.21428571428571427,0.3235294117647059,0.32297904191616766,0.635483870967742,0.26720647773279355,0.40625,0.3228915662650602,0.46195652173913043,0.3938356164383562,0.46153846153846156
203,Explainable Answer-set Programming.,iclp,2023,Tobias Geibinger,10.4204/eptcs.385.52,train,10.4204/eptcs.385.52,,geibinger,1,35,1,True,,https://openalex.org/W4386211066,Explainable Answer-set Programming,2023.0,1.0,41.0,0.1758,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W4386211066,2023.0,1.0,41.0,0.1758,False,0.0,,article,,s2_abstract,1298,True,Computer Science,JournalArticle|Conference,DOI:10.4204/eptcs.385.52,doi,10.4204/eptcs.385.52,True,,9b9b68b4584aefed52cb65b2d686a3031fdfab76,Explainable Answer-set Programming,International Conference on Logic Programming,2023.0,38.0,2.0,0.0,JournalArticle|Conference,Computer Science,True,,,,,,,,,,,,,,,,1,doi,38.0,2.0,0.0,2023.0,True,International Conference on Logic Programming,True,,Explainable Answer-set Programming,Open Publishing Association,journal-article,,0.0,38.0,1.0,0.0,0.0,True,,1.0,0.6931471805599453,3.7376696182833684,0.16194876698601754,3.6635616461296463,1.0986122886681098,0.0,3.6635616461296463,0.6931471805599453,0.6931471805599453,4,2.0,41.0,0.5,1.25,0.5,4,0.0,4,computer science,journalarticle,none,1,1,1,1.0986122886681098,0.32249273255813954,0.631578947368421,0.35714285714285715,0.5147058823529411,3.7376696182833684,0.7231104651162791,0.9179566563467493,0.6448412698412699,0.9705882352941176,0.4054651081081644,0.36773255813953487,0.7043343653250774,0.35714285714285715,0.5147058823529411,0.32522455089820357,0.6435483870967742,0.2874493927125506,0.484375,0.3228915662650602,0.46195652173913043,0.3938356164383562,0.46153846153846156
204,Deep Inductive Logic Programming meets Reinforcement Learning.,iclp,2023,", Yushi Cao",https://www.semanticscholar.org/paper/892f6b15bfec1f43c0ee739b5a9d740576692cc6,train,,892f6b15bfec1f43c0ee739b5a9d740576692cc6,,1,62,2,,,,,,,,,,Deep Inductive Logic Programming meets Reinforcement Learning.,2023.0,True,,1.0,0.0,https://openalex.org/W4386211065,https://doi.org/10.4204/eptcs.385.37,Deep Inductive Logic Programming meets Reinforcement Learning,2023.0,4.0,23.0,0.7032,False,1,title,https://openalex.org/W4386211065,2023.0,4.0,23.0,0.7032,False,1.0,0.0,,,s2_abstract,998,True,,,,,,,,,,,,,,,,,,S2:892f6b15bfec1f43c0ee739b5a9d740576692cc6,s2_id,892f6b15bfec1f43c0ee739b5a9d740576692cc6,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,1.6094379124341003,3.1780538303479458,0.5325088345971327,,,,,,,4,4.0,23.0,1.0,4.0,,1,,1,none,none,none,0,0,0,1.6094379124341003,0.4582122093023256,0.7987616099071208,0.5376984126984127,0.7941176470588235,3.1780538303479458,0.3417514534883721,0.6145510835913313,0.19246031746031747,0.5294117647058824,0.6931471805599453,0.5508720930232558,0.8575851393188855,0.5376984126984127,0.7941176470588235,0.5396706586826348,0.8483870967741935,0.6153846153846154,0.875,,,,
205,Inferring Compensatory Kinase Networks in Yeast using Prolog.,iclp,2023,"George A. Elder, Conrad Bessant",10.4204/eptcs.385.26,train,10.4204/eptcs.385.26,,elder,1,61,2,True,,https://openalex.org/W4386211069,Inferring Compensatory Kinase Networks in Yeast using Prolog,2023.0,0.0,12.0,0.0,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W4386211069,2023.0,0.0,12.0,0.0,False,0.0,,article,,s2_abstract,1447,True,Computer Science|Biology,JournalArticle|Conference,DOI:10.4204/eptcs.385.26,doi,10.4204/eptcs.385.26,True,,e0ed6b9d404a20533bfc8f268ff183bc78cb8b26,Inferring Compensatory Kinase Networks in Yeast using Prolog,International Conference on Logic Programming,2023.0,12.0,0.0,0.0,JournalArticle|Conference,Computer Science|Biology,True,,,,,,,,,,,,,,,,1,doi,12.0,0.0,0.0,2023.0,True,International Conference on Logic Programming,True,,Inferring Compensatory Kinase Networks in Yeast using Prolog,Open Publishing Association,journal-article,,0.0,12.0,0.0,0.0,0.0,True,,0.0,0.0,2.5649493574615367,0.0,2.5649493574615367,0.0,0.0,2.5649493574615367,0.0,0.0,4,0.0,12.0,0.0,0.0,0.0,4,,4,computer science,journalarticle,none,1,1,1,0.0,0.08357558139534883,0.19040247678018576,0.06746031746031746,0.11764705882352941,2.5649493574615367,0.16951308139534885,0.34210526315789475,0.07738095238095238,0.19117647058823528,0.0,0.08357558139534883,0.19040247678018576,0.06746031746031746,0.11764705882352941,0.13566616766467066,0.2532258064516129,0.09919028340080972,0.15625,0.3228915662650602,0.46195652173913043,0.3938356164383562,0.46153846153846156
206,Explainable and Trustworthy Traffic Sign Detection for Safe Autonomous Driving: An Inductive Logic Programming Approach.,iclp,2023,"Zahra Chaghazardi, Saber Fallah, Alireza Tamaddoni-Nezhad",10.4204/eptcs.385.21,train,10.4204/eptcs.385.21,,chaghazardi,1,120,3,True,,https://openalex.org/W4386211095,Explainable and Trustworthy Traffic Sign Detection for Safe Autonomous Driving: An Inductive Logic Programming Approach,2023.0,3.0,44.0,0.5392,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W4386211095,2023.0,3.0,44.0,0.5392,False,0.0,,article,,s2_abstract,1393,True,Computer Science,JournalArticle|Conference,DOI:10.4204/eptcs.385.21,doi,10.4204/eptcs.385.21,True,,fab4968fec783d50238148921e66effc059d0671,Explainable and Trustworthy Traffic Sign Detection for Safe Autonomous Driving: An Inductive Logic Programming Approach,International Conference on Logic Programming,2023.0,35.0,4.0,0.0,JournalArticle|Conference,Computer Science,True,,,,,,,,,,,,,,,,1,doi,35.0,4.0,0.0,2023.0,True,International Conference on Logic Programming,True,,Explainable and Trustworthy Traffic Sign Detection for Safe Autonomous Driving: An Inductive Logic Programming Approach,Open Publishing Association,journal-article,,0.0,28.0,3.0,0.0,0.0,True,,2.0,1.3862943611198906,3.8066624897703196,0.431262800929305,3.58351893845611,1.6094379124341003,0.0,3.367295829986474,1.3862943611198906,1.0986122886681098,4,4.0,44.0,1.0,3.0,0.816496580927726,4,0.0,4,computer science,journalarticle,none,1,1,1,1.6094379124341003,0.4582122093023256,0.7987616099071208,0.5376984126984127,0.7941176470588235,3.8066624897703196,0.7730741279069767,0.93343653250774,0.7123015873015873,1.0,0.6931471805599453,0.5508720930232558,0.8575851393188855,0.5376984126984127,0.7941176470588235,0.4781062874251497,0.8,0.5425101214574899,0.8125,0.3228915662650602,0.46195652173913043,0.3938356164383562,0.46153846153846156
207,Penalization Framework For Autonomous Agents Using Answer Set Programming.,iclp,2023,Vineel S. K. Tummala,10.4204/eptcs.385.50,train,10.4204/eptcs.385.50,,tummala,1,74,1,True,,https://openalex.org/W4386211474,Penalization Framework For Autonomous Agents Using Answer Set Programming,2023.0,0.0,11.0,0.0,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W4386211474,2023.0,0.0,11.0,0.0,False,0.0,,article,,s2_abstract,609,True,Computer Science,JournalArticle|Conference,DOI:10.4204/eptcs.385.50,doi,10.4204/eptcs.385.50,True,,bcbbb9b88d8c1811283d264a80dc9c102ba805fe,Penalization Framework For Autonomous Agents Using Answer Set Programming,International Conference on Logic Programming,2023.0,10.0,0.0,0.0,JournalArticle|Conference,Computer Science,True,,,,,,,,,,,,,,,,1,doi,10.0,0.0,0.0,2023.0,True,International Conference on Logic Programming,True,,Penalization Framework For Autonomous Agents Using Answer Set Programming,Open Publishing Association,journal-article,,0.0,10.0,0.0,0.0,0.0,True,,0.0,0.0,2.4849066497880004,0.0,2.3978952727983707,0.0,0.0,2.3978952727983707,0.0,0.0,4,0.0,11.0,0.0,0.0,0.0,4,,4,computer science,journalarticle,none,1,1,1,0.0,0.08357558139534883,0.19040247678018576,0.06746031746031746,0.11764705882352941,2.4849066497880004,0.1595203488372093,0.3219814241486068,0.07142857142857142,0.14705882352941177,0.0,0.08357558139534883,0.19040247678018576,0.06746031746031746,0.11764705882352941,0.13566616766467066,0.2532258064516129,0.09919028340080972,0.15625,0.3228915662650602,0.46195652173913043,0.3938356164383562,0.46153846153846156
208,"Solving Recurrence Relations using Machine Learning, with Application to Cost Analysis.",iclp,2023,"Maximiliano Klemen, Miguel Á. Carreira-Perpiñán, Pedro Lopez-Garcia",10.4204/eptcs.385.16,train,10.4204/eptcs.385.16,,klemen,1,87,3,True,,https://openalex.org/W4386211223,"Solving Recurrence Relations using Machine Learning, with Application to Cost Analysis",2023.0,1.0,18.0,0.1966,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W4386211223,2023.0,1.0,18.0,0.1966,False,0.0,,article,,s2_abstract,1424,True,Computer Science,JournalArticle|Conference,DOI:10.4204/eptcs.385.16,doi,10.4204/eptcs.385.16,True,,2f8b51fd44a258ffc41a4e84081b57f951f49422,"Solving Recurrence Relations using Machine Learning, with Application to Cost Analysis",International Conference on Logic Programming,2023.0,24.0,3.0,0.0,JournalArticle|Conference,Computer Science,True,,,,,,,,,,,,,,,,1,doi,24.0,3.0,0.0,2023.0,True,International Conference on Logic Programming,True,,"Solving Recurrence Relations using Machine Learning, with Application to Cost Analysis",Open Publishing Association,journal-article,,0.0,17.0,1.0,0.0,0.0,True,,1.0,0.6931471805599453,2.9444389791664403,0.1794842019737944,3.2188758248682006,1.3862943611198906,0.0,2.8903717578961645,0.6931471805599453,0.6931471805599453,4,3.0,24.0,0.75,1.5,1.0,4,0.0,4,computer science,journalarticle,none,1,1,1,1.3862943611198906,0.3960755813953488,0.7368421052631579,0.4583333333333333,0.6617647058823529,3.2188758248682006,0.36155523255813954,0.6408668730650154,0.2123015873015873,0.6176470588235294,0.5596157879354227,0.47547238372093026,0.8173374613003096,0.4583333333333333,0.6617647058823529,0.3312125748502994,0.6580645161290323,0.32793522267206476,0.59375,0.3228915662650602,0.46195652173913043,0.3938356164383562,0.46153846153846156
209,"Proceedings of the International Conference on Logic Programming 2023 Workshops co-located with the 39th International Conference on Logic Programming (ICLP 2023), London, United Kingdom, July 9th and 10th, 2023.",iclp,2023,"Ralph Butler, Ewing Lusk, William McCune, Ross Overbeek",https://www.semanticscholar.org/paper/6468d47da1393b72b6d123237e165ab29a645700,train,,6468d47da1393b72b6d123237e165ab29a645700,butler,1,212,4,,,,,,,,,,"Proceedings of the International Conference on Logic Programming 2023 Workshops co-located with the 39th International Conference on Logic Programming (ICLP 2023), London, United Kingdom, July 9th and 10th, 2023.",2023.0,False,,0.1749049429657794,1.0,https://openalex.org/W4406060199,https://doi.org/10.48550/arxiv.2407.13717,CoDefeater: Using LLMs To Find Defeaters in Assurance Cases,2024.0,1.0,0.0,,False,0,none,,,,,,,0.1749049429657794,1.0,,,oat_abstract,949,True,,,,,,,,,,,,,,,,,,S2:6468d47da1393b72b6d123237e165ab29a645700,s2_id,6468d47da1393b72b6d123237e165ab29a645700,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
210,"Proceedings 39th International Conference on Logic Programming, ICLP 2023, Imperial College London, UK, 9th July 2023 - 15th July 2023.",iclp,2023,", Zhaoyang Jacopo Hu, Longrui Chen, , Yanpei Huang, , Etienne Burdet, , Ferdinando Rodriguez Y Baena, ",https://www.semanticscholar.org/paper/46a376d78e736a36e851023a45995f65aed3b184,train,,46a376d78e736a36e851023a45995f65aed3b184,,1,135,10,,,,,,,,,,"Proceedings 39th International Conference on Logic Programming, ICLP 2023, Imperial College London, UK, 9th July 2023 - 15th July 2023.",2023.0,False,,0.3064516129032258,2.0,https://openalex.org/W4407349608,https://doi.org/10.4204/eptcs.416.22,Order-Sorted Intensional Logic: Expressing Subtyping Polymorphism with Typing Assertions and Quantification over Concepts,2025.0,0.0,9.0,0.0,False,0,none,,,,,,,0.3064516129032258,2.0,,,oat_abstract,844,True,,,,,,,,,,,,,,,,,,S2:46a376d78e736a36e851023a45995f65aed3b184,s2_id,46a376d78e736a36e851023a45995f65aed3b184,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
211,Constrained Default Logic Programming.,iclp,2022,David Poole,https://www.semanticscholar.org/paper/4d3d4620ce84404fd3a179799ce7218e040f69db,train,,4d3d4620ce84404fd3a179799ce7218e040f69db,poole,1,38,1,,,,,,,,,,Constrained Default Logic Programming.,2022.0,False,,0.4576271186440678,-27.0,https://openalex.org/W1526885614,https://doi.org/10.1007/bfb0030666,Computing stable and partial stable models of extended disjunctive logic programs,1995.0,20.0,16.0,3.7204,False,0,none,,,,,,,0.4576271186440678,-27.0,,,openalex_year_abstract,1696,True,,,,,,,,,,,,,,,,,,S2:4d3d4620ce84404fd3a179799ce7218e040f69db,s2_id,4d3d4620ce84404fd3a179799ce7218e040f69db,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
