id,title,venue,year,authors,doi,Label
671,Combining Global and Local Merges in Logic-based Entity Resolution.,kr,2023,"Meghyn Bienvenu, Gianluca Cima, Víctor Gutiérrez-Basulto, Yazmín Ibáñez-García",10.24963/kr.2023/74,4
672,Approximating Weakly Preferred Semantics in Abstract Argumentation through Vacuous Reduct Semantics.,kr,2023,"Lydia Blümel, Matthias Thimm",10.24963/kr.2023/11,1
673,Default Logic as a Species of Causal Reasoning.,kr,2023,Alexander Bochman,10.24963/kr.2023/12,4
674,A Comparative Study of Text Representations for French Real-Estate Classified Advertisements Information Extraction.,kr,2023,"Lien Vi Pham, Son Bao Pham",https://www.semanticscholar.org/paper/f7540ad28478e46add1869c037470d75be631601,2
675,Tractable Explaining of Multivariate Decision Trees.,kr,2023,"Clément Carbonnel, Martin C. Cooper, Joao Marques-Silva",10.24963/kr.2023/13,5
676,Everything You AlwaysWanted to Know About Urban Water Networks ButWere Afraid to Ask.,kr,2023,,https://ceur-ws.org/Vol-3799/abstract2GDE24.pdf,3
677,Streamlining Input/Output Logics with Sequent Calculi.,kr,2023,"Agata Ciabattoni, Dmitry Rozplokhas",10.24963/kr.2023/15,2
678,Property Directed Reachability for Planning Revisited.,kr,2023,"Ava Clifton, Charles Gretton",10.24963/kr.2023/16,2
679,Mathematical Foundations for Joining Only Knowing and Common Knowledge.,kr,2023,"Marcos Cramer, Samuele Pollaci, Bart Bogaerts",10.24963/kr.2023/17,5
680,On the Correspondence Between Monotonic Max-Sum GNNs and Datalog.,kr,2023,"David Tena Cucala, Bernardo Cuenca Grau, Boris Motik, Egor V. Kostylev",10.24963/kr.2023/64,4
681,Run-Based Semantics for RPQs.,kr,2023,"Claire David, Nadime Francis, Victor Marsault",10.24963/kr.2023/18,1
682,How to Manage a Budget with ATL+.,kr,2023,"Stéphane Demri, Raine Rönnholm",10.24963/kr.2023/19,5
683,"Synthesising Recursive Functions for First-Order Model Counting: Challenges, Progress, and Conjectures.",kr,2023,"Paulius Dilkas, Vaishak Belle",10.24963/kr.2023/20,2
684,Learning Hierarchical Policies by Iteratively Reducing the Width of Sketch Rules.,kr,2023,"Dominik Drexler, Jendrik Seipp, Hector Geffner",10.24963/kr.2023/21,1
685,Revising Weighted Knowledge Bases Using FH-Conditioning.,kr,2023,"Carlos Viegas Damásio, Wolfgang Nejdl, Luís Moniz Pereira",https://www.semanticscholar.org/paper/1a42bad6ed95b1a2fd54aa95c29e9b57c8f7f8ca,1
686,Weighted Merging of Propositional Belief Bases.,kr,2023,"Patricia Everaere, Chouaib Fellah, Sébastien Konieczny, Ramón Pino Pérez",10.24963/kr.2023/22,2
687,A Framework for Combining Entity Resolution and Query Answering in Knowledge Bases.,kr,2023,"Ronald Fagin, Phokion G. Kolaitis, Domenico Lembo, Lucian Popa, Federico Scafoglieri",10.24963/kr.2023/23,3
688,Omega-Completeness of the Logic of Here-and-There and Strong Equivalence of Logic Programs.,kr,2023,"Jorge Fandinno, Vladimir Lifschitz",10.24963/kr.2023/24,3
689,Causes for Changing Profiles (Preliminary Report).,kr,2023,,https://www.semanticscholar.org/paper/363fd5d089266c6dc63ac20180d61a2938b84b1b,3
690,Credible Models of Belief Update.,kr,2023,"Eduardo Fermé, Sébastien Konieczny, Ramón Pino Pérez, Nicolas Schwind",10.24963/kr.2023/25,1
691,A Family of Decidable Bi-intuitionistic Modal Logics.,kr,2023,"David Fernández-Duque, Brett McLean, Lukas Zenger",10.24963/kr.2023/26,1
692,Logic-based Composition of Business Process Models.,kr,2023,"Valeria Fionda, Antonio Ielo, Francesco Ricca",10.24963/kr.2023/27,2
693,Reasoning about Probability via Continuous Functions.,kr,2023,"Tommaso Flaminio, Sandro Preto, Sara Ugolini",10.24963/kr.2023/28,4
694,Succinctness and Complexity of ALC with Counting Perceptrons.,kr,2023,"Pietro Galliani, Oliver Kutz, Nicolas Troquard",10.24963/kr.2023/29,3
695,A Multi-Agent System for Addressing Cybersecurity Issues in Social Networks.,kr,2023,,https://www.semanticscholar.org/paper/8d492c15b7deb4c56ba0829d7ee86a05aa185c6b,2
696,Standpoint Linear Temporal Logic.,kr,2023,"Nicola Gigante, Lucía Gómez Álvarez, Tim S. Lyon",10.24963/kr.2023/31,3
697,Group Responsibility for Exceeding Risk Threshold.,kr,2023,"Maksim Gladyshev, Natasha Alechina, Mehdi Dastani, Dragan Doder",10.24963/kr.2023/32,4
698,Finest Syntax Splittings of Ranking Functions and Total Preorders on Worlds.,kr,2023,"Jonas Philipp Haldimann, Christoph Beierle",10.24963/kr.2023/75,1
699,The Impact of Structure in Answer Set Counting: Fighting Cycles and its Limits.,kr,2023,"Markus Hecher, Rafael Kiesel",10.24963/kr.2023/34,5
700,Revising Typical Beliefs: One Revision to Rule Them All.,kr,2023,"Jesse Heyninck, Giovanni Casini, Thomas Meyer, Umberto Straccia",10.24963/kr.2023/35,4
701,Learning Interpretable Heuristics for WalkSAT.,kr,2023,"Yannet Interian, Sara Bernardini",10.24963/kr.2023/36,5
702,Leveraging Large Language Models to Generate Answer Set Programs.,kr,2023,"Adam Ishay, Zhun Yang, Joohyung Lee",10.24963/kr.2023/37,5
703,On Computing Relevant Features for Explaining NBCs.,kr,2023,"Asit Barman, Paramartha Dutta",https://www.semanticscholar.org/paper/1bd5b00f14fbec8e833f2fa0725054f2d868de94,3
704,Practical Abstraction for Model Checking of Multi-Agent Systems.,kr,2023,"Wojciech Jamroga, Yan Kim",10.24963/kr.2023/38,5
705,An AI Approach to Large-Scale Medical Appointment (Re)Scheduling Using ASP.,kr,2023,"George Assaf, Sven Löffler, Petra Hofstedt",https://www.semanticscholar.org/paper/ebaa8305adde4b35348bac18e688e633b5894ca1,5
706,On Training Neurons with Bounded Compilations.,kr,2023,"Lance Kennedy, Issouf Kindo, Arthur Choi",10.24963/kr.2023/39,4
707,Knowledge Compilation and More with SharpSAT-TD.,kr,2023,"Rafael Kiesel, Thomas Eiter",10.24963/kr.2023/40,5
708,Planning with Epistemic Preferences.,kr,2023,Karl Schafer,https://www.semanticscholar.org/paper/a8d907d7821417fd94b9112cb26f8560ba94b33c,3
709,On Epistemic Spaces for Iterated Belief Revision.,kr,2023,Robert C. Stalnaker,https://www.semanticscholar.org/paper/80484fa9324de5eb8ca06a5a653dfb963f682f5e,3
710,Verification of Semantic Key Point Detection for Aircraft Pose Estimation.,kr,2023,"Panagiotis Kouvaros, Francesco Leofante, Blake Edwards, Calvin Chung, Dragos Margineantu, Alessio Lomuscio",10.24963/kr.2023/77,4
711,Definitions and (Uniform) Interpolants in First-Order Modal Logic.,kr,2023,"Agi Kurucz, Frank Wolter, Michael Zakharyaschev",10.24963/kr.2023/41,2
712,Query Rewriting with Disjunctive Existential Rules and Mappings.,kr,2023,"Michel Leclère, Marie-Laure Mugnier, Guillaume Pérution-Kihli",10.24963/kr.2023/42,1
714,Counterfactual Explanations and Model Multiplicity: a Relational Verification View.,kr,2023,"Francesco Leofante, Elena Botoeva, Vineet Rajani",10.24963/kr.2023/78,2
715,Complexity of Inconsistency-Tolerant Query Answering in Datalog+/- under Preferred Repairs.,kr,2023,"Thomas Lukasiewicz, Enrico Malizia, Cristian Molinaro",https://www.semanticscholar.org/paper/c40b57c1f8548de4df0410d2bac935d9384dc4c5,3
716,Querying Circumscribed Description Logic Knowledge Bases.,kr,2023,"Carsten Lutz, Quentin Manière, Robin Nolte",10.24963/kr.2023/47,4
717,Description Logics with Abstraction and Refinement.,kr,2023,"Carsten Lutz, Lukas Schulze",10.24963/kr.2023/48,4
719,ViWaT: A Lightweight Ontology of the Vietnamese Wastewater Treatment Management with Biological Methodologies.,kr,2023,"Saurabh Mishra, Abhijit Maiti",https://www.semanticscholar.org/paper/4cfe4ddd07ea118803930d078dc31bfebec868ce,3
720,Complex Event Recognition with Allen Relations.,kr,2023,"Periklis Mantenoglou, Dimitrios Kelesis, Alexander Artikis",10.24963/kr.2023/49,2
721,Active Disjunctive Constraint Acquisition.,kr,2023,"Grégoire Menguy, Sébastien Bardin, Nadjib Lazaar, Arnaud Gotlieb",10.24963/kr.2023/50,1
722,Weak-Ensconcement for Shielded Base Contraction.,kr,2023,"Alejandro J. Mercado, Daniel Grimaldi, Ricardo O. Rodriguez",10.24963/kr.2023/51,1
724,ORLA: Learning Explainable Argumentation Models.,kr,2023,"Cándido Otero, Dennis Craandijk, Floris Bex",10.24963/kr.2023/53,4
726,A Belief Model for Conflicting and Uncertain Evidence: Connecting Dempster-Shafer Theory and the Topology of Evidence.,kr,2023,"Daira Pinto Prieto, Ronald de Haan, Aybüke Özgün",10.24963/kr.2023/54,2
727,"Fuzzy Truth, Fuzzy Support and Fuzzy Information States for Inquisitive Semantics.",kr,2023,Vít Punčochář,10.24963/kr.2023/56,3
728,Explainable Clustering with CREAM.,kr,2023,"Federico Sabbatini, Roberta Calegari",10.24963/kr.2023/58,4
730,A Decomposition Framework for Inconsistency Handling in Qualitative Spatial and Temporal Reasoning.,kr,2023,"Yakoub Salhi, Michael Sioutis",10.24963/kr.2023/59,3
731,Foundations for Projecting Away the Irrelevant in ASP Programs.,kr,2023,"Zeynep G. Saribatur, Stefan Woltran",10.24963/kr.2023/60,5
732,Iteration of Iterated Belief Revision.,kr,2023,"Nicolas Schwind, Sébastien Konieczny, Ramón Pino Pérez",10.24963/kr.2023/61,4
733,Embarrassingly Greedy Inconsistency Resolution of Qualitative Constraint Networks (Extended Abstract).,kr,2023,,https://www.semanticscholar.org/paper/39a832ab8f90690f3f7e3b993c3d1c6d6b3e82fe,4
734,Explainable Representations for Relation Prediction in Knowledge Graphs.,kr,2023,"Rita T. Sousa, Sara Silva, Catia Pesquita",10.24963/kr.2023/62,5
735,Learning General Policies with Policy Gradient Methods.,kr,2023,"Simon Ståhlberg, Blai Bonet, Hector Geffner",10.24963/kr.2023/63,3
736,Grounding LTLf Specifications in Image Sequences.,kr,2023,"Elena Umili, Roberto Capobianco, Giuseppe De Giacomo",10.24963/kr.2023/65,2
737,Computing All Facts Entailed By An LTL Specification.,kr,2023,"Przemysław Andrzej Wałęga, Michał Zawidzki, Christoph Haase",10.24963/kr.2023/66,1
738,A²CoST: An ASP-based Avoidable Collision Scenario Testbench for Autonomous Vehicles.,kr,2023,"Ruolin Wang, Yuejiao Xu, Jie Peng, Jianmin Ji",10.24963/kr.2023/67,2
739,Integrating Linear Arithmetic Constraints Into Conditional Maximum Entropy Reasoning.,kr,2023,Marco Wilhelm,10.24963/kr.2023/68,3
740,Scalable Probabilistic Routes.,kr,2023,"Suwei Yang, Victor Liang, Kuldeep S. Meel",10.29007/5t69,4
741,AdaBoost Based Multimodal Learning.,kr,2023,Shan Li,https://www.semanticscholar.org/paper/15538d56405b17707e05a61a6ed895e2e9d1c0e9,5
742,General Game Playing With State-Independent Communication.,kr,2023,"Sean Zammit, Michael Thielscher",10.24963/kr.2023/69,1
745,"Proceedings of 1st Workshop on AI-driven heterogeneous data management: Completing, merging, handling inconsistencies and query-answering, co-located with 20th International Conference on Principles of Knowledge Representation and Reasoning (KR 2023), Rhodes, Greece, September 3-4, 2023.",kr,2023,"Thomas Lukasiewicz, Enrico Malizia, Cristian Molinaro",https://www.semanticscholar.org/paper/abef72c3246f15cfd2334021f3c96dc11b2a5222,1
746,Explaining Causal Models with Argumentation: the Case of Bi-variate Reinforcement.,kr,2022,"Antonio Rago, Pietro Baroni, Francesca Toni",10.24963/kr.2022/52,3
747,A Gödel Calculus for Linear Temporal Logic.,kr,2022,"Juan Pablo Aguilera, Martín Diéguez, David Fernández-Duque, Brett McLean",10.24963/kr.2022/1,4
750,Automatic Synthesis of Dynamic Norms for Multi-Agent Systems.,kr,2022,"Natasha Alechina, Giuseppe De Giacomo, Brian Logan, Giuseppe Perelli",10.24963/kr.2022/2,2
752,Pushing Optimal ABox Repair from EL Towards More Expressive Horn-DLs.,kr,2022,", Franz Baader, Francesco Kriegel, ",https://www.semanticscholar.org/paper/e8e184a6782dfb98bbbd17640a8944d740fd1619,2
753,On the Relationship between Shy and Warded Datalog+/-.,kr,2022,"Teodoro Baldazzi, Luigi Bellomarini, Marco Favorito, Emanuel Sallinger",10.24963/kr.2022/39,1
754,The Topology of Surprise.,kr,2022,Martin Rodriguez-Vega,https://www.semanticscholar.org/paper/1af6e7adc026f22fe4b80907ce7e2d8c73f237c5,4
755,On Syntactic Forgetting with Strong Persistence.,kr,2022,Matti Berthold,10.24963/kr.2022/5,2
757,Counting Queries over ELHI⊥ Ontologies.,kr,2022,"Meghyn Bienvenu, Quentin Manière, Michaël Thomazo",10.24963/kr.2022/6,1
758,Defining Defense and Defeat in Abstract Argumentation From Scratch - A Generalizing Approach.,kr,2022,"Lydia Blümel, Markus Ulbricht",https://www.semanticscholar.org/paper/6d8dd58e5bab20b06470583188f27b957a7fc8c3,3
759,Sticky Policies in OWL2: Extending PL with Fixpoints and Transitive Closure.,kr,2022,"Piero A. Bonatti, Luigi Sauro",10.24963/kr.2022/8,3
760,Region-Based Merging of Open-Domain Terminological Knowledge.,kr,2022,"Zied Bouraoui, Sébastien Konieczny, Thanh Ma, Nicolas Schwind, Ivan Varzinczak",10.24963/kr.2022/9,4
761,Revisiting Semiring Provenance for Datalog.,kr,2022,"Camille Bourgaux, Pierre Bourhis, Liat Peterfreund, Michaël Thomazo",10.24963/kr.2022/10,2
762,Normalisations of Existential Rules: Not so Innocuous!,kr,2022,"David Carral, Lucas Larroque, Marie-Laure Mugnier, Michaël Thomazo",10.24963/kr.2022/11,1
763,A General Framework for Modelling Conditional Reasoning - Preliminary Report.,kr,2022,"Giovanni Casini, Umberto Straccia",10.24963/kr.2022/12,4
764,Projection of Belief in the Presence of Nondeterministic Actions and Fallible Sensing.,kr,2022,"Jens Claßen, James P. Delgrande",10.24963/kr.2022/40,1
766,Rediscovering Argumentation Principles Utilizing Collective Attacks.,kr,2022,"Wolfgang Dvořák, Matthias König, Markus Ulbricht, Stefan Woltran",10.24963/kr.2022/13,1
768,Looking Inside the Black-Box: Logic-based Explanations for Neural Networks.,kr,2022,"João Ferreira, Manuel de Sousa Ribeiro, Ricardo Gonçalves, João Leite",10.24963/kr.2022/45,5
771,Unique Characterisability and Learnability of Temporal Instance Queries.,kr,2022,"Marie Fortin, Boris Konev, Vladislav Ryzhikov, Yury Savateev, Frank Wolter, Michael Zakharyaschev",10.24963/kr.2022/17,3
772,Interpolants and Explicit Definitions in Extensions of the Description Logic EL.,kr,2022,"Marie Fortin, Boris Konev, Frank Wolter",https://www.semanticscholar.org/paper/3509a3c8111a9f3c9cea5a55d8281af05a55dbe8,4
774,A Graph Neural Network Reasoner for Game Description Language.,kr,2022,"Alvaro Gunawan, Ji Ruan, Xiaowei Huang",10.24963/kr.2022/46,2
775,Finite Entailment of UCRPQs over ALC Ontologies.,kr,2022,"Víctor Gutiérrez-Basulto, Albert Gutowski, Yazmín Ibáñez-García, Filip Murlak",https://www.semanticscholar.org/paper/1b9c3997ebef0260ac2b6507c08b4ea30e87c416,3
777,Forecasting Argumentation Frameworks.,kr,2022,"Benjamin Irwin, Antonio Rago, Francesca Toni",10.24963/kr.2022/55,4
778,Conservative Extensions for Existential Rules.,kr,2022,"Jean Christoph Jung, Carsten Lutz, Jerzy Marcinkowski",10.24963/kr.2022/20,3
779,The More the Worst-Case-Merrier: A Generalized Condorcet Jury Theorem for Belief Fusion.,kr,2022,"Jonas Karge, Sebastian Rudolph",10.24963/kr.2022/21,5
780,Online Grounding of Symbolic Planning Domains in Unknown Environments.,kr,2022,"Leonardo Lamanna, Luciano Serafini, Alessandro Saetti, Alfonso Gerevini, Paolo Traverso",10.24963/kr.2022/53,2
781,Computing Stable Conclusions under the Weakest-Link Principle in the ASPIC+ Argumentation Formalism.,kr,2022,"Tuomo Lehtonen, Johannes P. Wallner, Matti Järvisalo",10.24963/kr.2022/22,1
782,Dynamic Deontic Logic for Permitted Announcements.,kr,2022,"Xu Li, Dov Gabbay, Réka Markovich",10.24963/kr.2022/23,2
783,Epistemic Actions: Comparing Multi-agent Belief Bases with Action Models.,kr,2022,"Emiliano Lorini, Elise Perrotin, François Schwarzentruber",10.24963/kr.2022/24,1
785,Automating Reasoning with Standpoint Logic via Nested Sequents.,kr,2022,"Tim S. Lyon, Lucía Gómez Álvarez",10.24963/kr.2022/26,5
786,Stream Reasoning with Cycles.,kr,2022,"Periklis Mantenoglou, Manolis Pitsikalis, Alexander Artikis",10.24963/kr.2022/56,3
787,Towards an Enthymeme-Based Communication Framework in Multi-Agent Systems.,kr,2022,"Alison R. Panisson, Peter McBurney, Rafael H. Bordini",10.24963/kr.2022/27,1
788,Sum-Product Loop Programming: From Probabilistic Circuits to Loop Programming.,kr,2022,"Viktor Pfanschilling, Hikaru Shindo, Devendra Singh Dhami, Kristian Kersting",10.24963/kr.2022/47,5
789,Verification and Realizability in Finite-Horizon Multiagent Systems.,kr,2022,"Senthil Rajasekaran, Moshe Y. Vardi",10.24963/kr.2022/28,2
790,On Dynamics in Structured Argumentation Formalisms.,kr,2022,"Anna Rapberger, Markus Ulbricht",https://www.semanticscholar.org/paper/5e6e67676571535f479e46f333a0505e1b3aba20,3
791,Kernel Contraction and the Order of Relevance.,kr,2022,Jandson S. Ribeiro,10.24963/kr.2022/30,1
792,A Credal Least Undefined Stable Semantics for Probabilistic Logic Programs and Probabilistic Argumentation.,kr,2022,"Victor Hugo Nascimento Rocha, Fabio Gagliardi Cozman",10.24963/kr.2022/31,5
793,Symbolic Knowledge Extraction from Opaque Machine Learning Predictors: GridREx &amp; PEDRO.,kr,2022,"Federico Sabbatini, Roberta Calegari",10.24963/kr.2022/57,4
794,"Iterated Belief Change, Computationally.",kr,2022,"Kai Sauerwald, Christoph Beierle",10.24963/kr.2022/42,4
795,On the Representation of Darwiche and Pearl&apos;s Epistemic States for Iterated Belief Revision.,kr,2022,"Nicolas Schwind, Sébastien Konieczny, Ramón Pino Pérez",https://www.semanticscholar.org/paper/1c037c4639a25c5e9e30d9e9c4e226f9d9237337,1
797,Neural-Probabilistic Answer Set Programming.,kr,2022,Fabrizio Riguzzi,https://www.semanticscholar.org/paper/4f76d3083114bfaf25f9124078ddf37a20359590,5
798,Hyperintensional Partial Meet Contractions.,kr,2022,"Marlo Souza, Renata Wassermann",10.24963/kr.2022/34,1
801,Chasing Streams with Existential Rules.,kr,2022,"Jacopo Urbani, Markus Krötzsch, Thomas Eiter",10.24963/kr.2022/43,2
802,Learning Typed Rules over Knowledge Graphs.,kr,2022,"Hong Wu, Zhe Wang, Kewen Wang, Yi-Dong Shen",10.24963/kr.2022/51,4
803,Open Relation Extraction with Non-existent and Multi-span Relationships.,kr,2022,"Huifan Yang, Da-Wei Li, Zekun Li, Donglin Yang, Bin Wu",10.24963/kr.2022/37,4
804,"Proceedings of the 19th International Conference on Principles of Knowledge Representation and Reasoning, KR 2022, Haifa, Israel, July 31 - August 5, 2022.",kr,2022,"Claudia Cauli, Magdalena Ortiz, Nir Piterman",https://www.semanticscholar.org/paper/01a3fb64699dc20cd5cdda76848912075ddc5018,1
805,On the Maximal Number of Complete Extensions in Abstract Argumentation Frameworks.,kr,2021,Markus Ulbricht,10.24963/kr.2021/74,2
806,Rational Verification for Probabilistic Systems.,kr,2021,"Julian Gutierrez, Lewis Hammond, Anthony W. Lin, Muhammad Najib, Michael Wooldridge",10.24963/kr.2021/30,4
807,Formalizing Statistical Beliefs in Hypothesis Testing Using Program Logic.,kr,2021,"Yusuke Kawamoto, Tetsuya Sato, Kohei Suenaga",10.24963/kr.2021/39,4
808,Somebody Knows.,kr,2021,,https://www.semanticscholar.org/paper/09598ddfa00fddbbc5f294f43caaecd4b850b9b0,4
810,Generalized Temporal Inference via Planning.,kr,2021,"Diego Aineto, Sergio Jimenez, Eva Onaindia",10.24963/kr.2021/3,2
812,Equivalence of Semantics in Argumentation.,kr,2021,"Leila Amgoud, Vivien Beuselinck",10.24963/kr.2021/4,1
813,Synthesizing Best-effort Strategies under Multiple Environment Specifications.,kr,2021,"Benjamin Aminof, Giuseppe De Giacomo, Alessio Lomuscio, Aniello Murano, Sasha Rubin",10.24963/kr.2021/5,1
814,Characterizations and Classifications of Argumentative Entailments.,kr,2021,"Ofer Arieli, AnneMarie Borg, Christian Straßer",10.24963/kr.2021/6,3
815,On Free Description Logics with Definite Descriptions.,kr,2021,"Alessandro Artale, Andrea Mazzullo, Ana Ozaki, Frank Wolter",10.24963/kr.2021/7,4
816,On the Computational Intelligibility of Boolean Classifiers.,kr,2021,"Gilles Audemard, Steve Bellart, Louenas Bounia, Frédéric Koriche, Jean-Marie Lagniez, Pierre Marquis",10.24963/kr.2021/8,2
817,Admissibility in Probabilistic Argumentation.,kr,2021,"Nikolai Käfer, Christel Baier, Martin Diller, Clemens Dubslaff, Sarah Alice Gaggl, Holger Hermanns",10.1613/jair.1.13530,4
819,Choices and their Consequences - Explaining Acceptable Sets in Abstract Argumentation Frameworks.,kr,2021,"Ringo Baumann, Markus Ulbricht",10.24963/kr.2021/11,3
821,DEL-based Epistemic Planning for Human-Robot Collaboration: Theory and Implementation.,kr,2021,"Thomas Bolander, Lasse Dissing, Nicolai Herrmann",10.24963/kr.2021/12,2
822,On Testing Containedness Between Geometric Graph Classes using Second-order Quantifier Elimination and Hierarchical Reasoning (Short Paper).,kr,2021,"Lucas Böltz, Hannes Frey",https://www.semanticscholar.org/paper/31713e2162eb7dcaa3705f5ca3bee57fc84f7e3a,3
823,Enforcing Sets of Formulas in Structured Argumentation.,kr,2021,"AnneMarie Borg, Floris Bex",10.24963/kr.2021/13,4
825,Capturing Homomorphism-Closed Decidable Queries with Existential Rules.,kr,2021,"Camille Bourgaux, David Carral, Markus Krötzsch, Sebastian Rudolph, Michaël Thomazo",10.24963/kr.2021/14,1
826,Lifted Inference with Tree Axioms.,kr,2021,"Timothy van Bremen, Ondřej Kuželka",https://www.semanticscholar.org/paper/482af1079b413cf35584c6af331bd7d3b1f85a28,2
827,On the Identifiability of Hierarchical Decision Models.,kr,2021,"Roman Bresson, Johanne Cohen, Eyke Hüllermeier, Christophe Labreuche, Michèle Sebag",10.24963/kr.2021/15,4
829,Closed- and Open-world Reasoning in DL-Lite for Cloud Infrastructure Security.,kr,2021,"Claudia Cauli, Magdalena Ortiz, Nir Piterman",10.24963/kr.2021/17,1
830,A Many-valued Logic for Lexicographic Preference Representation.,kr,2021,"Angelos Charalambidis, George Papadimitriou, Panos Rondogiannis, Antonis Troumpoukis",10.24963/kr.2021/62,2
831,Universal and Uniform Action Reversibility.,kr,2021,"Lukáš Chrpa, Wolfgang Faber, Michael Morak",10.24963/kr.2021/63,2
832,On Eventual Applicability of Plans in Dynamic Environments with Cyclic Phenomena.,kr,2021,"Lukáš Chrpa, Martin Pilát, Jakub Med",10.24963/kr.2021/18,1
833,"An Account of Intensional and Extensional Actions, and its Application to Belief, Nondeterministic Actions and Fallible Sensors.",kr,2021,"Jens Claßen, James P. Delgrande",10.24963/kr.2021/19,1
836,Introducing k-lingo: a k-depth Bounded Version of ASP System Clingo.,kr,2021,"Fabio Aurelio D'Asaro, Paolo Baldi, Giuseppe Primiero",10.24963/kr.2021/65,3
837,Combining Logic and Natural Language Processing to Support Investment Management.,kr,2021,"Marjolein Deryck, Nuno Comenda, Bart Coppens, Joost Vennekens",10.24963/kr.2021/66,4
838,Beyond Simple Images: Human Knowledge-Guided GANs for Clinical Data Generation.,kr,2021,"Devendra Singh Dhami, Mayukh Das, Sriraam Natarajan",10.24963/kr.2021/24,4
839,Expressing and Exploiting the Common Subgoal Structure of Classical Planning Domains Using Sketches.,kr,2021,"Dominik Drexler, Jendrik Seipp, Hector Geffner",10.24963/kr.2021/25,2
840,On the Complexity of Preferred Semantics in Argumentation Frameworks with Bounded Cycle Length.,kr,2021,"Wolfgang Dvořák, Matthias König, Stefan Woltran",10.24963/kr.2021/67,1
841,Answer-Set Programming for Lexicographical Makespan Optimisation in Parallel Machine Scheduling.,kr,2021,"THOMAS EITER, TOBIAS GEIBINGER, NYSRET MUSLIU, JOHANNES OETSCH, PETER SKOČOVSKÝ, DARIA STEPANOVA",https://www.semanticscholar.org/paper/19eb805e21ae0cdb168f2a8993160ed6ec865081,5
842,Treewidth-Aware Cycle Breaking for Algebraic Answer Set Counting.,kr,2021,"Thomas Eiter, Markus Hecher, Rafael Kiesel",10.24963/kr.2021/26,4
843,"Borda, Cancellation and Belief Merging.",kr,2021,"Patricia Everaere, Chouaib Fellah, Sébastien Konieczny, Ramón Pino Pérez",10.24963/kr.2021/28,4
844,Reasoning over Attack-incomplete AAFs in the Presence of Correlations.,kr,2021,"Bettina Fazzinga, Sergio Flesca, Filippo Furfaro",10.24963/kr.2021/29,3
845,Synthesis with Mandatory Stop Actions.,kr,2021,"Giuseppe De Giacomo, Antonio Di Stasio, Giuseppe Perelli, Shufang Zhu",10.24963/kr.2021/23,3
846,The Nondeterministic Situation Calculus.,kr,2021,"Giuseppe De Giacomo, Yves Lespérance",10.24963/kr.2021/21,4
847,Timed Trace Alignment with Metric Temporal Logic over Finite Traces.,kr,2021,"Giuseppe De Giacomo, Aniello Murano, Fabio Patrizi, Giuseppe Perelli",10.24963/kr.2021/22,4
848,How to Approximate Ontology-Mediated Queries.,kr,2021,"Anneke Haga, Carsten Lutz, Leif Sabellek, Frank Wolter",10.24963/kr.2021/31,5
850,A Dynamic Epistemic Logic with Finite Iteration and Parallel Composition.,kr,2021,"Andreas Herzig, Frédéric Maris, Elise Perrotin",https://www.semanticscholar.org/paper/8e28803535090a0fa96c25e1337cee7f46814839,3
851,On the Epistemic Logic of Incomplete Argumentation Frameworks.,kr,2021,"Andreas Herzig, Antonio Yuste-Ginel",10.24963/kr.2021/69,4
852,An Abstract Fixed-Point Theorem for Horn Formula Equations (Abstract).,kr,2021,"Stefan Hetzl, Johannes Kloibhofer",10.1145/3779416,2
853,Approximation Fixpoint Theory for Non-Deterministic Operators and Its Application in Disjunctive Logic Programming.,kr,2021,"Jesse Heyninck, Ofer Arieli",10.24963/kr.2021/32,3
854,Revision and Conditional Inference for Abstract Dialectical Frameworks.,kr,2021,"Jesse Heyninck, Gabriele Kern-Isberner, Tjitze Rienstra, Kenneth Skiba, Matthias Thimm",10.24963/kr.2021/33,1
855,On Efficiently Explaining Graph-Based Classifiers.,kr,2021,"Xuanxiang Huang, Yacine Izza, Alexey Ignatiev, Joao Marques-Silva",10.24963/kr.2021/34,5
856,Strategic Abilities of Asynchronous Agents: Semantic Side Effects and How to Tame Them.,kr,2021,"Wojciech Jamroga, Wojciech Penczek, Teofil Sidoruk",10.24963/kr.2021/35,1
858,Separating Data Examples by Description Logic Concepts with Restricted Signatures.,kr,2021,"Jean Christoph Jung, Carsten Lutz, Hadrien Pulcini, Frank Wolter",10.24963/kr.2021/37,2
859,Satisfiability Checking of Strategy Logic with Simple Goals.,kr,2021,"Magdalena Kacprzak, Artur Niewiadomski, Wojciech Penczek",10.24963/kr.2021/38,3
860,Unfounded Sets for Disjunctive Hybrid MKNF Knowledge Bases.,kr,2021,"Spencer Killen, Jia-Huai You",10.24963/kr.2021/41,3
861,Signature-Based ABox Abduction in ALC is Hard.,kr,2021,"Warren Del-Pinto, Renate A. Schmidt",https://www.semanticscholar.org/paper/622a14df97b0ddb324ec56daa7edeba637ec8d34,1
862,Distinguishability in Abstract Argumentation.,kr,2021,"Isabelle Kuhlmann, Tjitze Rienstra, Lars Bengel, Kenneth Skiba, Matthias Thimm",10.24963/kr.2021/70,2
864,Unsupervised Novelty Characterization in Physical Environments Using Qualitative Spatial Relations.,kr,2021,"Ruiqi Li, Hua Hua, Patrik Haslum, Jochen Renz",10.24963/kr.2021/43,1
865,On the Progression of Belief.,kr,2021,,https://www.semanticscholar.org/paper/4bf76e84698caf268db80eef0e43d6fad955ecce,4
